lane,rows,result,reason,required_status,heavy_endpoint
weather,6162,pass,evidence_bearing,required_lightweight,False
race_control,3276,pass,evidence_bearing,required_lightweight,False
intervals,47974,pass,evidence_bearing,required_lightweight,False
position,27540,pass,evidence_bearing,required_lightweight,False
stints,3719,pass,evidence_bearing,required_lightweight,False
pit,342,pass,evidence_bearing,required_lightweight,False
starting_grid,264,pass,evidence_bearing,required_lightweight,False
drivers,1001,pass,evidence_bearing,required_lightweight,False
team_radio,289,pass,evidence_bearing,opportunistic,False
