bundle_id,bundle_status,event_id,season,round,race_name,gate,engine_lane,engine_lane_config,forecast_timestamp_utc,forecast_lock_utc,session_scope,driver_number,driver_name,team_name,predicted_qualifying_position,predicted_race_finish_position,predicted_points_band,predicted_dnf_probability,predicted_top1_probability,predicted_top3_probability,predicted_top5_probability,predicted_top10_probability,predicted_mean_finish_position,confidence_score,risk_flags,source_snapshot_id,forecast_artifact_id,stable_vs_challenger_delta_note,method_e_attribution_note,promotion_gate_eligible,notes
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,1,L NORRIS,McLaren,,1,,0.063,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,12,K ANTONELLI,Mercedes,,2,,0.0662,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,63,G RUSSELL,Mercedes,,3,,0.0662,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,3,M VERSTAPPEN,Red Bull Racing,,4,,0.0654,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,16,C LECLERC,Ferrari,,5,,0.0646,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,25,C HERTA,Cadillac,,6,,0.079,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,36,A IWASA,Red Bull Racing,,7,,0.0654,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,44,L HAMILTON,Ferrari,,8,,0.0646,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,38,D BEGANOVIC,Ferrari,,9,,0.0646,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1292_netherlands_zandvoort_zandvoort__post_qualifying__stable_baseline__LOCK_READY_20260822T201457Z,forecast_source_rows_available_not_yet_locked,2026_1292_netherlands_zandvoort_zandvoort,,,Netherlands - Zandvoort - Zandvoort,post_qualifying,stable_baseline,Engine_2026-06-07_STABLE,2026-08-22T20:14:57Z,,,6,I HADJAR,Red Bull Racing,,10,,0.0654,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
