lane,rows,result,reason,required_status,heavy_endpoint
weather,7540,pass,evidence_bearing,required_lightweight,False
race_control,4719,pass,evidence_bearing,required_lightweight,False
intervals,286987,pass,evidence_bearing,required_lightweight,False
position,26050,pass,evidence_bearing,required_lightweight,False
stints,3719,pass,evidence_bearing,required_lightweight,False
pit,416,pass,evidence_bearing,required_lightweight,False
starting_grid,176,pass,evidence_bearing,required_lightweight,False
drivers,1090,pass,evidence_bearing,required_lightweight,False
team_radio,519,pass,evidence_bearing,opportunistic,False
