lane,rows,result,reason,required_status,heavy_endpoint
weather,4555,pass,evidence_bearing,required_lightweight,False
race_control,2239,pass,evidence_bearing,required_lightweight,False
intervals,141393,pass,evidence_bearing,required_lightweight,False
position,16982,pass,evidence_bearing,required_lightweight,False
stints,2398,pass,evidence_bearing,required_lightweight,False
pit,229,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,685,pass,evidence_bearing,required_lightweight,False
team_radio,125,pass,evidence_bearing,opportunistic,False
