position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-08-23T08:06:17.311607Z
2,12,91.809,1280,11236,2026-08-23T08:06:17.311607Z
3,1,92.141,1280,11236,2026-08-23T08:06:17.311607Z
4,44,92.161,1280,11236,2026-08-23T08:06:17.311607Z
5,81,92.224,1280,11236,2026-08-23T08:06:17.311607Z
6,16,92.528,1280,11236,2026-08-23T08:06:17.311607Z
7,10,92.888,1280,11236,2026-08-23T08:06:17.311607Z
8,3,93.254,1280,11236,2026-08-23T08:06:17.311607Z
9,87,93.409,1280,11236,2026-08-23T08:06:17.311607Z
10,6,93.723,1280,11236,2026-08-23T08:06:17.311607Z
11,27,93.635,1280,11236,2026-08-23T08:06:17.311607Z
12,31,93.639,1280,11236,2026-08-23T08:06:17.311607Z
13,30,93.714,1280,11236,2026-08-23T08:06:17.311607Z
14,5,93.774,1280,11236,2026-08-23T08:06:17.311607Z
15,41,94.048,1280,11236,2026-08-23T08:06:17.311607Z
16,43,94.327,1280,11236,2026-08-23T08:06:17.311607Z
17,55,94.761,1280,11236,2026-08-23T08:06:17.311607Z
18,14,95.581,1280,11236,2026-08-23T08:06:17.311607Z
19,18,96.151,1280,11236,2026-08-23T08:06:17.311607Z
20,77,97.378,1280,11236,2026-08-23T08:06:17.311607Z
21,11,,1280,11236,2026-08-23T08:06:17.311607Z
22,23,95.305,1280,11236,2026-08-23T08:06:17.311607Z
1,12,87.798,1284,11276,2026-08-23T08:11:07.630197Z
2,3,87.964,1284,11276,2026-08-23T08:11:07.630197Z
3,16,88.143,1284,11276,2026-08-23T08:11:07.630197Z
4,1,88.183,1284,11276,2026-08-23T08:11:07.630197Z
5,63,88.197,1284,11276,2026-08-23T08:11:07.630197Z
6,44,88.319,1284,11276,2026-08-23T08:11:07.630197Z
7,81,88.5,1284,11276,2026-08-23T08:11:07.630197Z
8,43,88.762,1284,11276,2026-08-23T08:11:07.630197Z
9,10,88.81,1284,11276,2026-08-23T08:11:07.630197Z
10,27,89.439,1284,11276,2026-08-23T08:11:07.630197Z
11,30,89.499,1284,11276,2026-08-23T08:11:07.630197Z
12,87,89.567,1284,11276,2026-08-23T08:11:07.630197Z
13,55,89.568,1284,11276,2026-08-23T08:11:07.630197Z
14,31,89.772,1284,11276,2026-08-23T08:11:07.630197Z
15,23,89.946,1284,11276,2026-08-23T08:11:07.630197Z
16,41,90.133,1284,11276,2026-08-23T08:11:07.630197Z
17,14,91.098,1284,11276,2026-08-23T08:11:07.630197Z
18,18,91.164,1284,11276,2026-08-23T08:11:07.630197Z
19,77,91.629,1284,11276,2026-08-23T08:11:07.630197Z
20,11,91.967,1284,11276,2026-08-23T08:11:07.630197Z
21,5,93.737,1284,11276,2026-08-23T08:11:07.630197Z
22,6,,1284,11276,2026-08-23T08:11:07.630197Z
1,63,72.578,1285,11287,2026-08-23T08:12:07.000144Z
2,12,72.646,1285,11287,2026-08-23T08:12:07.000144Z
3,1,72.729,1285,11287,2026-08-23T08:12:07.000144Z
4,81,72.781,1285,11287,2026-08-23T08:12:07.000144Z
5,44,72.868,1285,11287,2026-08-23T08:12:07.000144Z
6,3,72.907,1285,11287,2026-08-23T08:12:07.000144Z
7,6,72.935,1285,11287,2026-08-23T08:12:07.000144Z
8,16,72.976,1285,11287,2026-08-23T08:12:07.000144Z
9,41,73.28,1285,11287,2026-08-23T08:12:07.000144Z
10,43,73.697,1285,11287,2026-08-23T08:12:07.000144Z
11,27,73.886,1285,11287,2026-08-23T08:12:07.000144Z
12,30,73.897,1285,11287,2026-08-23T08:12:07.000144Z
13,5,74.071,1285,11287,2026-08-23T08:12:07.000144Z
14,10,74.187,1285,11287,2026-08-23T08:12:07.000144Z
15,55,74.273,1285,11287,2026-08-23T08:12:07.000144Z
16,87,74.416,1285,11287,2026-08-23T08:12:07.000144Z
17,31,74.845,1285,11287,2026-08-23T08:12:07.000144Z
18,23,74.851,1285,11287,2026-08-23T08:12:07.000144Z
19,14,75.196,1285,11287,2026-08-23T08:12:07.000144Z
20,11,75.429,1285,11287,2026-08-23T08:12:07.000144Z
21,77,76.272,1285,11287,2026-08-23T08:12:07.000144Z
22,18,76.195,1285,11287,2026-08-23T08:12:07.000144Z
1,12,72.051,1286,11295,2026-08-23T08:13:05.532858Z
2,3,72.094,1286,11295,2026-08-23T08:13:05.532858Z
3,44,72.279,1286,11295,2026-08-23T08:13:05.532858Z
4,16,72.351,1286,11295,2026-08-23T08:13:05.532858Z
5,6,72.434,1286,11295,2026-08-23T08:13:05.532858Z
6,63,72.445,1286,11295,2026-08-23T08:13:05.532858Z
7,81,72.624,1286,11295,2026-08-23T08:13:05.532858Z
8,1,72.765,1286,11295,2026-08-23T08:13:05.532858Z
9,10,73.226,1286,11295,2026-08-23T08:13:05.532858Z
10,30,73.412,1286,11295,2026-08-23T08:13:05.532858Z
11,23,73.787,1286,11295,2026-08-23T08:13:05.532858Z
12,55,73.815,1286,11295,2026-08-23T08:13:05.532858Z
13,27,73.902,1286,11295,2026-08-23T08:13:05.532858Z
14,43,73.995,1286,11295,2026-08-23T08:13:05.532858Z
15,41,74.248,1286,11295,2026-08-23T08:13:05.532858Z
16,5,,1286,11295,2026-08-23T08:13:05.532858Z
17,31,74.722,1286,11295,2026-08-23T08:13:05.532858Z
18,11,74.747,1286,11295,2026-08-23T08:13:05.532858Z
19,87,74.814,1286,11295,2026-08-23T08:13:05.532858Z
20,77,75.283,1286,11295,2026-08-23T08:13:05.532858Z
21,14,75.349,1286,11295,2026-08-23T08:13:05.532858Z
22,18,76.061,1286,11295,2026-08-23T08:13:05.532858Z
1,12,88.111,1289,11322,2026-08-23T08:17:16.850029Z
2,16,88.286,1289,11322,2026-08-23T08:17:16.850029Z
3,44,88.458,1289,11322,2026-08-23T08:17:16.850029Z
4,63,88.481,1289,11322,2026-08-23T08:17:16.850029Z
5,6,88.746,1289,11322,2026-08-23T08:17:16.850029Z
6,1,88.877,1289,11322,2026-08-23T08:17:16.850029Z
7,3,88.893,1289,11322,2026-08-23T08:17:16.850029Z
8,81,89.032,1289,11322,2026-08-23T08:17:16.850029Z
9,41,89.305,1289,11322,2026-08-23T08:17:16.850029Z
10,30,89.716,1289,11322,2026-08-23T08:17:16.850029Z
11,5,89.461,1289,11322,2026-08-23T08:17:16.850029Z
12,27,90.076,1289,11322,2026-08-23T08:17:16.850029Z
