lane,rows,result,reason,required_status,heavy_endpoint
weather,4986,pass,evidence_bearing,required_lightweight,False
race_control,2458,pass,evidence_bearing,required_lightweight,False
intervals,108696,pass,evidence_bearing,required_lightweight,False
position,16595,pass,evidence_bearing,required_lightweight,False
stints,2671,pass,evidence_bearing,required_lightweight,False
pit,194,pass,evidence_bearing,required_lightweight,False
starting_grid,110,pass,evidence_bearing,required_lightweight,False
drivers,653,pass,evidence_bearing,required_lightweight,False
team_radio,207,pass,evidence_bearing,opportunistic,False
