date,session_key,driver_number,meeting_key,interval,gap_to_leader
2026-08-22T10:05:30.260000+00:00,11348,41,1292,0.7,8.014
2026-08-22T10:05:30.327000+00:00,11348,44,1292,0.936,5.273
2026-08-22T10:05:30.823000+00:00,11348,27,1292,1.311,13.571
2026-08-22T10:05:31.030000+00:00,11348,30,1292,0.763,8.777
2026-08-22T10:05:31.315000+00:00,11348,77,1292,0.485,14.056
2026-08-22T10:05:31.342000+00:00,11348,1,1292,1.221,1.221
2026-08-22T10:05:31.778000+00:00,11348,14,1292,0.42,14.476
2026-08-22T10:05:31.814000+00:00,11348,43,1292,0.706,9.483
2026-08-22T10:05:31.890000+00:00,11348,10,1292,1.538,6.811
2026-08-22T10:05:32.013000+00:00,11348,55,1292,0.244,14.72
2026-08-22T10:05:32.271000+00:00,11348,16,1292,0.906,2.127
2026-08-22T10:05:32.313000+00:00,11348,22,1292,0.578,10.061
2026-08-22T10:05:32.492000+00:00,11348,5,1292,0.628,7.439
2026-08-22T10:05:32.912000+00:00,11348,12,1292,0.679,2.806
2026-08-22T10:05:33.070000+00:00,11348,31,1292,0.713,10.774
2026-08-22T10:05:33.347000+00:00,11348,41,1292,0.852,8.291
2026-08-22T10:05:33.570000+00:00,11348,87,1292,0.53,11.304
2026-08-22T10:05:33.726000+00:00,11348,81,1292,0.829,3.635
2026-08-22T10:05:34.158000+00:00,11348,30,1292,0.782,9.073
2026-08-22T10:05:34.277000+00:00,11348,23,1292,0.685,11.989
2026-08-22T10:05:34.558000+00:00,11348,3,1292,0.843,4.478
2026-08-22T10:05:34.693000+00:00,11348,18,1292,0.443,12.432
2026-08-22T10:05:34.866000+00:00,11348,43,1292,0.732,9.805
2026-08-22T10:05:35.291000+00:00,11348,1,1292,1.253,1.253
2026-08-22T10:05:35.344000+00:00,11348,22,1292,0.484,10.289
2026-08-22T10:05:35.423000+00:00,11348,44,1292,0.858,5.336
2026-08-22T10:05:36.029000+00:00,11348,27,1292,1.315,13.747
2026-08-22T10:05:36.082000+00:00,11348,31,1292,0.733,11.022
2026-08-22T10:05:36.174000+00:00,11348,16,1292,0.883,2.136
2026-08-22T10:05:36.513000+00:00,11348,77,1292,0.5,14.247
2026-08-22T10:05:36.691000+00:00,11348,87,1292,0.576,11.598
2026-08-22T10:05:36.853000+00:00,11348,12,1292,0.65,2.786
2026-08-22T10:05:36.892000+00:00,11348,55,1292,0.382,14.629
2026-08-22T10:05:36.976000+00:00,11348,14,1292,0.061,14.69
2026-08-22T10:05:36.976000+00:00,11348,10,1292,1.525,6.861
2026-08-22T10:05:37.270000+00:00,11348,23,1292,0.605,12.203
2026-08-22T10:05:37.627000+00:00,11348,5,1292,0.652,7.513
2026-08-22T10:05:37.645000+00:00,11348,81,1292,0.822,3.608
2026-08-22T10:05:37.777000+00:00,11348,18,1292,0.52,12.723
2026-08-22T10:05:38.526000+00:00,11348,3,1292,0.88,4.488
2026-08-22T10:05:38.535000+00:00,11348,41,1292,0.912,8.425
2026-08-22T10:05:39.042000+00:00,11348,27,1292,1.241,13.964
2026-08-22T10:05:39.344000+00:00,11348,30,1292,0.83,9.255
2026-08-22T10:05:39.373000+00:00,11348,1,1292,1.229,1.229
2026-08-22T10:05:39.413000+00:00,11348,44,1292,0.889,5.377
2026-08-22T10:05:39.610000+00:00,11348,77,1292,0.581,14.545
2026-08-22T10:05:39.975000+00:00,11348,55,1292,0.373,14.918
2026-08-22T10:05:39.992000+00:00,11348,14,1292,0.014,14.932
2026-08-22T10:05:40.076000+00:00,11348,43,1292,0.739,9.994
2026-08-22T10:05:40.153000+00:00,11348,16,1292,0.834,2.063
2026-08-22T10:05:40.588000+00:00,11348,22,1292,0.472,10.466
2026-08-22T10:05:40.975000+00:00,11348,12,1292,0.786,2.849
2026-08-22T10:05:41.015000+00:00,11348,10,1292,1.605,6.982
2026-08-22T10:05:41.286000+00:00,11348,31,1292,0.678,11.144
2026-08-22T10:05:41.558000+00:00,11348,5,1292,0.548,7.53
2026-08-22T10:05:41.751000+00:00,11348,81,1292,0.812,3.661
2026-08-22T10:05:41.826000+00:00,11348,87,1292,0.581,11.725
2026-08-22T10:05:42.533000+00:00,11348,23,1292,0.71,12.435
2026-08-22T10:05:42.544000+00:00,11348,41,1292,0.969,8.499
2026-08-22T10:05:42.628000+00:00,11348,1,1292,1.21,1.21
2026-08-22T10:05:42.791000+00:00,11348,3,1292,0.974,4.635
2026-08-22T10:05:42.970000+00:00,11348,18,1292,0.433,12.868
2026-08-22T10:05:43.311000+00:00,11348,30,1292,0.781,9.28
2026-08-22T10:05:43.432000+00:00,11348,16,1292,0.814,2.024
2026-08-22T10:05:43.626000+00:00,11348,44,1292,0.856,5.491
2026-08-22T10:05:44.092000+00:00,11348,43,1292,0.795,10.075
2026-08-22T10:05:44.199000+00:00,11348,27,1292,1.228,14.096
2026-08-22T10:05:44.241000+00:00,11348,12,1292,0.812,2.836
2026-08-22T10:05:44.602000+00:00,11348,22,1292,0.484,10.559
2026-08-22T10:05:44.836000+00:00,11348,77,1292,0.635,14.731
2026-08-22T10:05:44.899000+00:00,11348,1,1292,1.215,1.215
2026-08-22T10:05:45.071000+00:00,11348,81,1292,0.805,3.641
2026-08-22T10:05:45.243000+00:00,11348,31,1292,0.674,11.233
2026-08-22T10:05:45.274000+00:00,11348,10,1292,1.645,7.136
2026-08-22T10:05:45.399000+00:00,11348,63,1292,0.0,0.0
2026-08-22T10:05:45.601000+00:00,11348,14,1292,0.759,15.49
2026-08-22T10:05:45.670000+00:00,11348,16,1292,0.776,1.991
2026-08-22T10:05:45.818000+00:00,11348,5,1292,0.547,7.683
2026-08-22T10:05:45.859000+00:00,11348,87,1292,0.599,11.832
2026-08-22T10:05:45.970000+00:00,11348,1,1292,1.223,1.223
2026-08-22T10:05:46.064000+00:00,11348,3,1292,1.004,4.645
2026-08-22T10:05:46.160000+00:00,11348,55,1292,0.582,16.072
2026-08-22T10:05:46.470000+00:00,11348,12,1292,0.804,2.795
2026-08-22T10:05:46.583000+00:00,11348,1,1292,1.228,1.228
2026-08-22T10:05:46.704000+00:00,11348,23,1292,0.804,12.636
2026-08-22T10:05:46.718000+00:00,11348,16,1292,0.731,1.954
2026-08-22T10:05:46.892000+00:00,11348,41,1292,1.05,8.733
2026-08-22T10:05:46.929000+00:00,11348,44,1292,0.85,5.495
2026-08-22T10:05:47.099000+00:00,11348,18,1292,0.418,13.054
2026-08-22T10:05:47.323000+00:00,11348,81,1292,0.81,3.605
2026-08-22T10:05:47.337000+00:00,11348,16,1292,0.69,1.918
2026-08-22T10:05:47.501000+00:00,11348,12,1292,0.808,2.762
2026-08-22T10:05:47.682000+00:00,11348,30,1292,0.807,9.54
2026-08-22T10:05:48.112000+00:00,11348,12,1292,0.813,2.731
2026-08-22T10:05:48.270000+00:00,11348,27,1292,1.198,14.252
2026-08-22T10:05:48.285000+00:00,11348,81,1292,0.814,3.576
2026-08-22T10:05:48.302000+00:00,11348,3,1292,1.034,4.639
2026-08-22T10:05:48.379000+00:00,11348,43,1292,0.692,10.232
2026-08-22T10:05:48.566000+00:00,11348,10,1292,1.65,7.145
2026-08-22T10:05:48.942000+00:00,11348,81,1292,0.818,3.549
2026-08-22T10:05:48.973000+00:00,11348,1,1292,1.23,1.23
2026-08-22T10:05:48.988000+00:00,11348,77,1292,0.615,14.867
2026-08-22T10:05:49.004000+00:00,11348,22,1292,0.573,10.805
2026-08-22T10:05:49.098000+00:00,11348,5,1292,0.537,7.682
2026-08-22T10:05:49.145000+00:00,11348,44,1292,0.83,5.469
2026-08-22T10:05:49.332000+00:00,11348,3,1292,1.053,4.629
2026-08-22T10:05:49.457000+00:00,11348,16,1292,0.553,1.783
2026-08-22T10:05:49.598000+00:00,11348,14,1292,0.704,15.571
2026-08-22T10:05:49.613000+00:00,11348,31,1292,0.668,11.473
2026-08-22T10:05:49.992000+00:00,11348,3,1292,1.063,4.612
2026-08-22T10:05:50.142000+00:00,11348,41,1292,1.053,8.735
2026-08-22T10:05:50.147000+00:00,11348,44,1292,0.801,5.43
2026-08-22T10:05:50.182000+00:00,11348,87,1292,0.59,12.063
2026-08-22T10:05:50.192000+00:00,11348,55,1292,0.613,16.184
2026-08-22T10:05:50.292000+00:00,11348,12,1292,0.833,2.616
2026-08-22T10:05:50.743000+00:00,11348,44,1292,0.78,5.392
2026-08-22T10:05:50.819000+00:00,11348,10,1292,1.652,7.121
2026-08-22T10:05:50.895000+00:00,11348,1,1292,1.188,1.188
2026-08-22T10:05:50.975000+00:00,11348,30,1292,0.813,9.548
2026-08-22T10:05:51.043000+00:00,11348,23,1292,0.851,12.914
2026-08-22T10:05:51.127000+00:00,11348,81,1292,0.83,3.446
2026-08-22T10:05:51.359000+00:00,11348,5,1292,0.534,7.655
2026-08-22T10:05:51.373000+00:00,11348,18,1292,0.319,13.233
2026-08-22T10:05:51.504000+00:00,11348,16,1292,0.602,1.79
2026-08-22T10:05:51.635000+00:00,11348,43,1292,0.657,10.205
2026-08-22T10:05:51.792000+00:00,11348,10,1292,1.665,7.095
2026-08-22T10:05:52.192000+00:00,11348,3,1292,1.069,4.515
2026-08-22T10:05:52.242000+00:00,11348,22,1292,0.609,10.814
2026-08-22T10:05:52.331000+00:00,11348,12,1292,0.827,2.617
2026-08-22T10:05:52.344000+00:00,11348,5,1292,0.535,7.63
2026-08-22T10:05:52.369000+00:00,11348,41,1292,1.043,8.698
2026-08-22T10:05:52.418000+00:00,11348,10,1292,1.672,7.064
2026-08-22T10:05:52.672000+00:00,11348,27,1292,1.296,14.529
2026-08-22T10:05:52.954000+00:00,11348,44,1292,0.729,5.244
2026-08-22T10:05:52.974000+00:00,11348,31,1292,0.706,11.52
2026-08-22T10:05:52.996000+00:00,11348,5,1292,0.542,7.606
2026-08-22T10:05:53.128000+00:00,11348,81,1292,0.798,3.415
2026-08-22T10:05:53.216000+00:00,11348,30,1292,0.829,9.527
2026-08-22T10:05:53.232000+00:00,11348,77,1292,0.563,15.092
2026-08-22T10:05:53.359000+00:00,11348,41,1292,1.03,8.66
2026-08-22T10:05:53.526000+00:00,11348,87,1292,0.582,12.102
2026-08-22T10:05:53.819000+00:00,11348,43,1292,0.607,10.134
2026-08-22T10:05:53.992000+00:00,11348,41,1292,1.019,8.625
2026-08-22T10:05:54.014000+00:00,11348,14,1292,0.791,15.883
2026-08-22T10:05:54.225000+00:00,11348,30,1292,0.852,9.512
2026-08-22T10:05:54.330000+00:00,11348,3,1292,1.183,4.598
2026-08-22T10:05:54.344000+00:00,11348,23,1292,0.821,12.923
2026-08-22T10:05:54.453000+00:00,11348,22,1292,0.621,10.755
2026-08-22T10:05:54.666000+00:00,11348,10,1292,1.666,6.91
2026-08-22T10:05:54.722000+00:00,11348,18,1292,0.346,13.269
2026-08-22T10:05:54.722000+00:00,11348,55,1292,0.669,16.552
2026-08-22T10:05:54.813000+00:00,11348,43,1292,0.555,10.067
2026-08-22T10:05:54.848000+00:00,11348,30,1292,0.875,9.5
2026-08-22T10:05:54.971000+00:00,11348,44,1292,0.673,5.271
2026-08-22T10:05:55.177000+00:00,11348,5,1292,0.597,7.507
2026-08-22T10:05:55.194000+00:00,11348,31,1292,0.749,11.504
2026-08-22T10:05:55.358000+00:00,11348,43,1292,0.503,10.003
2026-08-22T10:05:55.393000+00:00,11348,22,1292,0.636,10.703
2026-08-22T10:05:55.787000+00:00,11348,87,1292,0.579,12.083
2026-08-22T10:05:55.870000+00:00,11348,1,1292,1.197,1.197
2026-08-22T10:05:56.026000+00:00,11348,22,1292,0.655,10.658
2026-08-22T10:05:56.070000+00:00,11348,27,1292,1.37,14.639
2026-08-22T10:05:56.163000+00:00,11348,41,1292,0.988,8.495
2026-08-22T10:05:56.179000+00:00,11348,31,1292,0.758,11.461
2026-08-22T10:05:56.542000+00:00,11348,16,1292,0.644,1.841
2026-08-22T10:05:56.542000+00:00,11348,77,1292,0.476,15.115
2026-08-22T10:05:56.597000+00:00,11348,23,1292,0.804,12.887
2026-08-22T10:05:56.711000+00:00,11348,10,1292,1.745,7.016
2026-08-22T10:05:56.742000+00:00,11348,87,1292,0.58,12.041
2026-08-22T10:05:56.778000+00:00,11348,31,1292,,11.416
2026-08-22T10:05:56.911000+00:00,11348,18,1292,0.349,13.236
2026-08-22T10:05:57.114000+00:00,11348,30,1292,0.938,9.433
2026-08-22T10:05:57.260000+00:00,11348,5,1292,0.528,7.544
2026-08-22T10:05:57.269000+00:00,11348,12,1292,0.741,2.582
2026-08-22T10:05:57.345000+00:00,11348,87,1292,0.583,11.999
2026-08-22T10:05:57.364000+00:00,11348,14,1292,0.825,15.94
2026-08-22T10:05:57.426000+00:00,11348,43,1292,0.314,9.747
2026-08-22T10:05:57.558000+00:00,11348,23,1292,0.815,12.856
2026-08-22T10:05:57.880000+00:00,11348,18,1292,0.327,13.183
2026-08-22T10:05:57.983000+00:00,11348,55,1292,0.62,16.56
2026-08-22T10:05:58.123000+00:00,11348,81,1292,0.848,3.43
2026-08-22T10:05:58.148000+00:00,11348,41,1292,0.908,8.452
2026-08-22T10:05:58.173000+00:00,11348,23,1292,0.831,12.83
2026-08-22T10:05:58.194000+00:00,11348,22,1292,0.754,10.501
2026-08-22T10:05:58.511000+00:00,11348,1,1292,1.189,1.189
2026-08-22T10:05:58.512000+00:00,11348,27,1292,1.534,14.77
2026-08-22T10:05:58.512000+00:00,11348,18,1292,0.297,13.127
2026-08-22T10:05:58.759000+00:00,11348,77,1292,0.302,15.072
2026-08-22T10:05:58.942000+00:00,11348,31,1292,0.744,11.245
2026-08-22T10:05:59.107000+00:00,11348,16,1292,0.65,1.839
2026-08-22T10:05:59.247000+00:00,11348,30,1292,1.103,9.555
2026-08-22T10:05:59.292000+00:00,11348,3,1292,1.146,4.576
2026-08-22T10:05:59.526000+00:00,11348,87,1292,0.618,11.863
2026-08-22T10:05:59.570000+00:00,11348,27,1292,1.678,14.861
2026-08-22T10:05:59.626000+00:00,11348,43,1292,0.313,9.868
2026-08-22T10:05:59.626000+00:00,11348,14,1292,0.864,15.936
2026-08-22T10:05:59.732000+00:00,11348,77,1292,0.158,15.019
2026-08-22T10:05:59.794000+00:00,11348,12,1292,0.706,2.545
2026-08-22T10:05:59.953000+00:00,11348,44,1292,0.703,5.279
2026-08-22T10:06:00.203000+00:00,11348,55,1292,0.567,16.503
2026-08-22T10:06:00.270000+00:00,11348,27,1292,1.794,14.921
2026-08-22T10:06:00.344000+00:00,11348,77,1292,0.049,14.97
2026-08-22T10:06:00.369000+00:00,11348,22,1292,0.783,10.651
2026-08-22T10:06:00.389000+00:00,11348,23,1292,0.858,12.721
2026-08-22T10:06:00.595000+00:00,11348,14,1292,0.888,15.907
2026-08-22T10:06:00.626000+00:00,11348,18,1292,0.227,12.948
2026-08-22T10:06:00.673000+00:00,11348,81,1292,0.857,3.402
2026-08-22T10:06:01.154000+00:00,11348,31,1292,0.79,11.441
2026-08-22T10:06:01.169000+00:00,11348,55,1292,0.549,16.456
2026-08-22T10:06:01.315000+00:00,11348,14,1292,0.905,15.875
2026-08-22T10:06:01.320000+00:00,11348,1,1292,1.13,1.13
2026-08-22T10:06:01.777000+00:00,11348,55,1292,0.538,16.413
2026-08-22T10:06:01.823000+00:00,11348,3,1292,1.157,4.559
2026-08-22T10:06:01.851000+00:00,11348,87,1292,0.688,12.129
2026-08-22T10:06:01.893000+00:00,11348,10,1292,1.916,7.195
2026-08-22T10:06:02.026000+00:00,11348,16,1292,0.713,1.843
2026-08-22T10:06:02.241000+00:00,11348,5,1292,0.385,7.58
2026-08-22T10:06:02.488000+00:00,11348,77,1292,1.846,14.794
2026-08-22T10:06:02.552000+00:00,11348,44,1292,0.733,5.292
2026-08-22T10:06:02.642000+00:00,11348,23,1292,0.801,12.93
2026-08-22T10:06:02.660000+00:00,11348,12,1292,0.655,2.498
2026-08-22T10:06:02.754000+00:00,11348,27,1292,0.29,15.084
2026-08-22T10:06:02.942000+00:00,11348,18,1292,0.283,13.213
2026-08-22T10:06:03.316000+00:00,11348,41,1292,1.039,8.619
2026-08-22T10:06:03.419000+00:00,11348,14,1292,0.667,15.751
2026-08-22T10:06:03.507000+00:00,11348,81,1292,0.837,3.335
2026-08-22T10:06:03.915000+00:00,11348,55,1292,0.507,16.258
2026-08-22T10:06:04.327000+00:00,11348,30,1292,1.031,9.65
2026-08-22T10:06:04.483000+00:00,11348,10,1292,1.943,7.235
2026-08-22T10:06:04.811000+00:00,11348,77,1292,1.769,14.982
2026-08-22T10:06:04.870000+00:00,11348,3,1292,1.255,4.59
2026-08-22T10:06:04.913000+00:00,11348,5,1292,0.374,7.609
2026-08-22T10:06:04.914000+00:00,11348,43,1292,0.521,10.171
2026-08-22T10:06:05.147000+00:00,11348,27,1292,0.438,15.42
2026-08-22T10:06:05.467000+00:00,11348,1,1292,1.241,1.241
2026-08-22T10:06:05.471000+00:00,11348,22,1292,0.597,10.768
2026-08-22T10:06:05.527000+00:00,11348,14,1292,0.37,15.79
2026-08-22T10:06:05.572000+00:00,11348,44,1292,0.79,5.38
2026-08-22T10:06:05.912000+00:00,11348,41,1292,1.055,8.664
2026-08-22T10:06:06.094000+00:00,11348,55,1292,0.601,16.391
2026-08-22T10:06:06.157000+00:00,11348,16,1292,0.715,1.956
2026-08-22T10:06:06.227000+00:00,11348,31,1292,0.774,11.542
2026-08-22T10:06:06.851000+00:00,11348,12,1292,0.663,2.619
2026-08-22T10:06:06.851000+00:00,11348,87,1292,0.622,12.164
2026-08-22T10:06:06.961000+00:00,11348,30,1292,0.976,9.64
2026-08-22T10:06:07.514000+00:00,11348,43,1292,0.612,10.252
2026-08-22T10:06:07.523000+00:00,11348,10,1292,1.959,7.339
2026-08-22T10:06:07.612000+00:00,11348,81,1292,0.778,3.397
2026-08-22T10:06:07.815000+00:00,11348,23,1292,0.949,13.113
2026-08-22T10:06:07.970000+00:00,11348,5,1292,0.476,7.815
2026-08-22T10:06:08.026000+00:00,11348,18,1292,0.224,13.337
2026-08-22T10:06:08.070000+00:00,11348,22,1292,0.571,10.823
2026-08-22T10:06:08.842000+00:00,11348,31,1292,0.742,11.565
2026-08-22T10:06:08.972000+00:00,11348,1,1292,1.253,1.253
2026-08-22T10:06:09.011000+00:00,11348,3,1292,1.403,4.8
2026-08-22T10:06:09.058000+00:00,11348,41,1292,1.062,8.877
2026-08-22T10:06:09.449000+00:00,11348,87,1292,0.635,12.2
2026-08-22T10:06:09.703000+00:00,11348,16,1292,0.747,2.0
2026-08-22T10:06:09.777000+00:00,11348,44,1292,0.773,5.573
2026-08-22T10:06:09.810000+00:00,11348,77,1292,1.786,15.123
2026-08-22T10:06:09.957000+00:00,11348,30,1292,0.921,9.798
2026-08-22T10:06:10.345000+00:00,11348,12,1292,0.66,2.66
2026-08-22T10:06:10.392000+00:00,11348,27,1292,0.592,15.715
2026-08-22T10:06:10.460000+00:00,11348,23,1292,0.994,13.194
2026-08-22T10:06:10.643000+00:00,11348,43,1292,0.675,10.473
2026-08-22T10:06:10.740000+00:00,11348,18,1292,0.279,13.473
2026-08-22T10:06:10.749000+00:00,11348,14,1292,0.348,16.063
2026-08-22T10:06:11.147000+00:00,11348,81,1292,0.789,3.449
2026-08-22T10:06:11.194000+00:00,11348,22,1292,0.559,11.032
2026-08-22T10:06:11.279000+00:00,11348,55,1292,0.513,16.576
2026-08-22T10:06:11.865000+00:00,11348,31,1292,0.661,11.693
2026-08-22T10:06:11.875000+00:00,11348,10,1292,2.11,7.683
2026-08-22T10:06:12.113000+00:00,11348,1,1292,1.27,1.27
2026-08-22T10:06:12.348000+00:00,11348,5,1292,0.465,8.148
2026-08-22T10:06:12.471000+00:00,11348,77,1292,1.727,15.2
2026-08-22T10:06:12.492000+00:00,11348,87,1292,0.606,12.299
2026-08-22T10:06:12.550000+00:00,11348,3,1292,1.396,4.845
2026-08-22T10:06:12.842000+00:00,11348,16,1292,0.737,2.007
2026-08-22T10:06:13.114000+00:00,11348,27,1292,0.653,15.853
2026-08-22T10:06:13.313000+00:00,11348,1,1292,1.277,1.277
2026-08-22T10:06:13.340000+00:00,11348,41,1292,0.972,9.12
2026-08-22T10:06:13.344000+00:00,11348,44,1292,0.782,5.627
2026-08-22T10:06:13.392000+00:00,11348,14,1292,0.274,16.127
2026-08-22T10:06:13.440000+00:00,11348,12,1292,0.604,2.611
2026-08-22T10:06:13.559000+00:00,11348,23,1292,1.09,13.389
2026-08-22T10:06:13.914000+00:00,11348,18,1292,0.342,13.731
2026-08-22T10:06:13.914000+00:00,11348,55,1292,0.536,16.663
2026-08-22T10:06:14.026000+00:00,11348,16,1292,0.72,1.997
2026-08-22T10:06:14.270000+00:00,11348,81,1292,0.818,3.429
2026-08-22T10:06:14.326000+00:00,11348,30,1292,1.012,10.132
2026-08-22T10:06:14.575000+00:00,11348,12,1292,0.57,2.567
2026-08-22T10:06:15.038000+00:00,11348,43,1292,0.702,10.834
2026-08-22T10:06:15.443000+00:00,11348,10,1292,2.112,7.739
2026-08-22T10:06:15.443000+00:00,11348,81,1292,0.821,3.388
2026-08-22T10:06:15.603000+00:00,11348,22,1292,0.576,11.41
2026-08-22T10:06:15.643000+00:00,11348,77,1292,1.739,15.47
2026-08-22T10:06:15.777000+00:00,11348,3,1292,1.492,4.921
2026-08-22T10:06:15.977000+00:00,11348,5,1292,0.494,8.233
2026-08-22T10:06:16.355000+00:00,11348,31,1292,0.733,12.143
2026-08-22T10:06:16.445000+00:00,11348,27,1292,0.778,16.248
2026-08-22T10:06:16.513000+00:00,11348,44,1292,0.729,5.65
2026-08-22T10:06:16.570000+00:00,11348,1,1292,1.074,1.074
2026-08-22T10:06:16.624000+00:00,11348,14,1292,0.218,16.466
2026-08-22T10:06:16.751000+00:00,11348,87,1292,0.393,12.536
2026-08-22T10:06:16.888000+00:00,11348,41,1292,0.961,9.194
2026-08-22T10:06:16.972000+00:00,11348,3,1292,1.56,4.948
2026-08-22T10:06:17.105000+00:00,11348,55,1292,0.457,16.923
2026-08-22T10:06:17.295000+00:00,11348,16,1292,0.723,1.797
2026-08-22T10:06:17.681000+00:00,11348,44,1292,0.697,5.645
2026-08-22T10:06:17.909000+00:00,11348,30,1292,1.014,10.208
2026-08-22T10:06:17.948000+00:00,11348,23,1292,1.214,13.75
2026-08-22T10:06:17.964000+00:00,11348,12,1292,0.671,2.468
2026-08-22T10:06:18.258000+00:00,11348,18,1292,0.305,14.055
2026-08-22T10:06:18.586000+00:00,11348,10,1292,2.094,7.744
2026-08-22T10:06:18.687000+00:00,11348,81,1292,0.703,3.171
2026-08-22T10:06:18.874000+00:00,11348,43,1292,0.705,10.913
2026-08-22T10:06:19.070000+00:00,11348,5,1292,0.512,8.256
2026-08-22T10:06:19.170000+00:00,11348,22,1292,0.564,11.477
2026-08-22T10:06:19.771000+00:00,11348,10,1292,2.086,7.731
2026-08-22T10:06:19.960000+00:00,11348,31,1292,0.805,12.282
2026-08-22T10:06:20.041000+00:00,11348,41,1292,0.943,9.199
2026-08-22T10:06:20.044000+00:00,11348,77,1292,1.782,15.837
2026-08-22T10:06:20.263000+00:00,11348,5,1292,0.484,8.215
2026-08-22T10:06:20.328000+00:00,11348,87,1292,0.327,12.609
2026-08-22T10:06:20.398000+00:00,11348,3,1292,1.712,4.883
2026-08-22T10:06:20.448000+00:00,11348,1,1292,0.887,0.887
2026-08-22T10:06:21.016000+00:00,11348,44,1292,0.639,5.522
2026-08-22T10:06:21.043000+00:00,11348,30,1292,1.007,10.206
2026-08-22T10:06:21.134000+00:00,11348,27,1292,1.105,16.942
2026-08-22T10:06:21.147000+00:00,11348,16,1292,0.699,1.586
2026-08-22T10:06:21.147000+00:00,11348,14,1292,0.024,16.966
2026-08-22T10:06:21.228000+00:00,11348,41,1292,0.974,9.189
2026-08-22T10:06:21.513000+00:00,11348,23,1292,1.208,13.817
2026-08-22T10:06:21.570000+00:00,11348,55,1292,0.428,17.394
2026-08-22T10:06:21.744000+00:00,11348,43,1292,0.7,10.906
2026-08-22T10:06:21.843000+00:00,11348,18,1292,0.34,14.157
2026-08-22T10:06:21.961000+00:00,11348,12,1292,0.786,2.372
2026-08-22T10:06:22.215000+00:00,11348,30,1292,0.987,10.176
2026-08-22T10:06:22.316000+00:00,11348,22,1292,0.554,11.46
2026-08-22T10:06:22.543000+00:00,11348,81,1292,0.605,2.977
2026-08-22T10:06:22.912000+00:00,11348,43,1292,0.708,10.884
2026-08-22T10:06:23.193000+00:00,11348,10,1292,2.172,7.694
2026-08-22T10:06:23.208000+00:00,11348,31,1292,0.918,12.378
2026-08-22T10:06:23.443000+00:00,11348,87,1292,0.225,12.603
2026-08-22T10:06:23.490000+00:00,11348,22,1292,0.551,11.435
2026-08-22T10:06:23.599000+00:00,11348,5,1292,0.406,8.1
2026-08-22T10:06:23.630000+00:00,11348,1,1292,0.868,0.868
2026-08-22T10:06:23.677000+00:00,11348,77,1292,1.813,15.97
2026-08-22T10:06:24.267000+00:00,11348,3,1292,1.735,4.712
2026-08-22T10:06:24.343000+00:00,11348,16,1292,0.722,1.59
2026-08-22T10:06:24.470000+00:00,11348,31,1292,0.972,12.407
2026-08-22T10:06:24.642000+00:00,11348,23,1292,1.198,13.801
2026-08-22T10:06:24.655000+00:00,11348,87,1292,0.191,12.598
2026-08-22T10:06:24.768000+00:00,11348,41,1292,1.15,9.25
2026-08-22T10:06:24.945000+00:00,11348,44,1292,0.645,5.357
2026-08-22T10:06:24.970000+00:00,11348,27,1292,1.291,17.261
2026-08-22T10:06:24.995000+00:00,11348,14,1292,0.017,17.278
2026-08-22T10:06:25.046000+00:00,11348,18,1292,0.412,14.213
2026-08-22T10:06:25.181000+00:00,11348,12,1292,0.826,2.416
2026-08-22T10:06:25.197000+00:00,11348,55,1292,0.22,17.498
2026-08-22T10:06:25.628000+00:00,11348,30,1292,0.876,10.126
2026-08-22T10:06:25.767000+00:00,11348,81,1292,0.6,3.016
2026-08-22T10:06:25.828000+00:00,11348,23,1292,1.195,13.793
2026-08-22T10:06:26.248000+00:00,11348,18,1292,0.435,14.228
2026-08-22T10:06:26.375000+00:00,11348,43,1292,0.741,10.867
2026-08-22T10:06:26.952000+00:00,11348,77,1292,1.826,16.039
2026-08-22T10:06:27.242000+00:00,11348,22,1292,0.658,11.525
2026-08-22T10:06:27.383000+00:00,11348,10,1292,2.212,7.569
2026-08-22T10:06:27.616000+00:00,11348,3,1292,1.766,4.782
2026-08-22T10:06:27.643000+00:00,11348,5,1292,0.449,8.018
2026-08-22T10:06:28.175000+00:00,11348,31,1292,0.893,12.418
2026-08-22T10:06:28.227000+00:00,11348,1,1292,0.88,0.88
2026-08-22T10:06:28.328000+00:00,11348,77,1292,1.823,16.051
2026-08-22T10:06:28.361000+00:00,11348,44,1292,0.581,5.363
2026-08-22T10:06:28.448000+00:00,11348,14,1292,1.313,17.352
2026-08-22T10:06:28.463000+00:00,11348,87,1292,0.329,12.747
2026-08-22T10:06:28.513000+00:00,11348,27,1292,0.287,17.639
2026-08-22T10:06:28.613000+00:00,11348,55,1292,0.158,17.797
2026-08-22T10:06:28.756000+00:00,11348,41,1292,1.166,9.184
2026-08-22T10:06:28.813000+00:00,11348,16,1292,0.87,1.75
2026-08-22T10:06:29.373000+00:00,11348,14,1292,1.282,17.333
2026-08-22T10:06:29.387000+00:00,11348,23,1292,1.115,13.862
2026-08-22T10:06:29.560000+00:00,11348,30,1292,0.816,10.0
2026-08-22T10:06:29.571000+00:00,11348,12,1292,0.768,2.518
2026-08-22T10:06:29.728000+00:00,11348,18,1292,0.354,14.216
2026-08-22T10:06:29.777000+00:00,11348,27,1292,0.403,17.736
2026-08-22T10:06:29.942000+00:00,11348,55,1292,0.164,17.9
2026-08-22T10:06:30.228000+00:00,11348,81,1292,0.622,3.14
