lane,rows,result,reason,required_status,heavy_endpoint
weather,5539,pass,evidence_bearing,required_lightweight,False
race_control,2998,pass,evidence_bearing,required_lightweight,False
intervals,118063,pass,evidence_bearing,required_lightweight,False
position,25743,pass,evidence_bearing,required_lightweight,False
stints,3746,pass,evidence_bearing,required_lightweight,False
pit,194,pass,evidence_bearing,required_lightweight,False
starting_grid,176,pass,evidence_bearing,required_lightweight,False
drivers,934,pass,evidence_bearing,required_lightweight,False
team_radio,275,pass,evidence_bearing,opportunistic,False
