timestamp_utc,endpoint,strategy,params_json,rows,status,error,elapsed_seconds
2026-07-18T13:52:35.005452Z,sessions,sessions_by_year,"{""year"": 2026}",0,http_401,"{""detail"":""Live F1 session in progress. Global API access (including past sessions) is restricted to authenticated users until the session ends. Get an API key here: https://buy.stripe.com/eVqcN41BPekP0iIalBcEw02""}",0.484
