path,lane,rows,sha256,result,reason
data/openf1_weather.csv,weather,4081,56ba49a019af8554a4ecc9508eb94c2a70967f97dad7906426d41351d65eefb8,pass,evidence_bearing
data/openf1_race_control.csv,race_control,1034,22fc80118750717f52c6d0c5136e34ffd06e491e76fde850a74a8c9e49b401fb,pass,evidence_bearing
data/openf1_intervals.csv,intervals,58118,5ebe1ac9d2a64b2d46fe20fd93ca442a4aa4ce474deb5ee6ff9fea8e8be4e688,pass,evidence_bearing
data/openf1_position.csv,position,6912,8ff2ca8a0da40c13644cd234eec36bfcf9ae2bbacf056edd9226e3dc68fff817,pass,evidence_bearing
data/openf1_stints.csv,stints,1861,4688ea9f6e59899460e2f2c6f5cce6f83ac37820c436f19606871283c45bd503,pass,evidence_bearing
data/openf1_pit.csv,pit,54,8b0da5d189330f0124d209989d7520843e46a6e0ae4b7d575d7f2d50a36234a7,pass,evidence_bearing
data/openf1_starting_grid.csv,starting_grid,0,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,pass_with_warnings,zero_rows_after_endpoint_specific_retry_needs_review
data/openf1_drivers.csv,drivers,509,e3801b908a10ab9c68740de83593f544bdace8eca835adc5682a88f7f0fa19c2,pass,evidence_bearing
data/openf1_team_radio.csv,team_radio,14,e89a67b2469fdc6171f5f3a798e288252df3467570cf0bbe9f2885dc2f09d2cc,pass,evidence_bearing
