meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1292,11343,2026-08-21T10:17:49+00:00,,,Other,,,,,RISK OF RAIN FOR F1 FREE PRACTICE 1 IS 60%
1292,11343,2026-08-21T10:27:43+00:00,,,Other,,,,,WET TRACK
1292,11343,2026-08-21T10:29:01+00:00,,,Other,,,,,LOW GRIP DELTA ACTIVE
1292,11343,2026-08-21T10:29:04+00:00,,,Other,,,,,LOW GRIP CONDITIONS
1292,11343,2026-08-21T10:30:00.034000+00:00,,,SessionStatus,,,,,SESSION STARTED
1292,11343,2026-08-21T10:30:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1292,11343,2026-08-21T10:32:00+00:00,,,Other,,,,,OVERTAKE DISABLED
1292,11343,2026-08-21T10:38:31+00:00,,,Other,,,,,NORMAL GRIP CONDITIONS
1292,11343,2026-08-21T10:38:34+00:00,,,Other,,,,,NORMAL GRIP DELTA ACTIVE
1292,11343,2026-08-21T10:38:42+00:00,,,Other,,,,,OVERTAKE ENABLED
1292,11343,2026-08-21T10:47:42+00:00,,,Flag,YELLOW,Sector,16,,YELLOW IN TRACK SECTOR 16
1292,11343,2026-08-21T10:47:45+00:00,,,Flag,DOUBLE YELLOW,Sector,16,,DOUBLE YELLOW IN TRACK SECTOR 16
1292,11343,2026-08-21T10:47:53+00:00,,,Flag,CLEAR,Sector,16,,CLEAR IN TRACK SECTOR 16
1292,11343,2026-08-21T10:48:08+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 16
1292,11343,2026-08-21T10:49:00+00:00,,,Flag,CLEAR,Sector,16,,CLEAR IN TRACK SECTOR 16
1292,11343,2026-08-21T10:49:18+00:00,,,Other,,,,,CAR 14 (ALO) TIME 1:23.094 DELETED - DOUBLE YELLOW AT TURN 13 LAP 8 12:47:45
1292,11343,2026-08-21T10:49:19+00:00,,,Other,,,,,CAR 87 (BEA) TIME 2:18.951 DELETED - DOUBLE YELLOW AT TURN 13 LAP 8 12:47:50
1292,11343,2026-08-21T10:49:21+00:00,,,Other,,,,,CAR 12 (ANT) LAP DELETED - DOUBLE YELLOW AT TURN 13 LAP 10 12:47:52 (PIT)
1292,11343,2026-08-21T10:51:09+00:00,,,Other,,,,,CAR 55 (SAI) LAP DELETED - TRACK LIMITS AT TURN 13 LAP 8 12:47:44 (PIT)
1292,11343,2026-08-21T10:53:48+00:00,,,Other,,,,,CAR 55 (SAI) TIME 1:27.491 DELETED - TRACK LIMITS AT TURN 12 LAP 10 12:51:44
1292,11343,2026-08-21T10:56:07+00:00,,,Flag,YELLOW,Sector,12,,YELLOW IN TRACK SECTOR 12
1292,11343,2026-08-21T10:56:09+00:00,,,Flag,CLEAR,Sector,12,,CLEAR IN TRACK SECTOR 12
1292,11343,2026-08-21T11:00:33+00:00,,,Other,,,,,INCIDENT INVOLVING ALL CARS NOTED - RACE CONTROL TEST
1292,11343,2026-08-21T11:04:53+00:00,,,Other,,,,,CAR 55 (SAI) TIME 1:24.676 DELETED - TRACK LIMITS AT TURN 11 LAP 16 13:01:05
1292,11343,2026-08-21T11:05:38+00:00,,,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING ALL CARS UNDER INVESTIGATION - RACE CONTROL TEST
1292,11343,2026-08-21T11:11:04+00:00,,,Other,,,,,CAR 44 (HAM) TIME 1:17.185 DELETED - TRACK LIMITS AT TURN 12 LAP 22 13:09:26
1292,11343,2026-08-21T11:14:14+00:00,,,Flag,DOUBLE YELLOW,Sector,16,,DOUBLE YELLOW IN TRACK SECTOR 16
1292,11343,2026-08-21T11:14:18+00:00,,,Flag,CLEAR,Sector,16,,CLEAR IN TRACK SECTOR 16
1292,11343,2026-08-21T11:15:12+00:00,,,Other,,,,,CAR 1 (NOR) TIME 1:16.212 DELETED - DOUBLE YELLOW AT TURN 13 LAP 21 13:14:14
1292,11343,2026-08-21T11:19:34+00:00,,,Other,,,,,CAR 27 (HUL) LAP DELETED - TRACK LIMITS AT TURN 3 LAP 25 13:13:38 (PIT)
1292,11343,2026-08-21T11:26:16+00:00,,,Other,,,,,CAR 1 (NOR) TIME 1:23.622 DELETED - TRACK LIMITS AT TURN 3 LAP 24 13:23:17
1292,11343,2026-08-21T11:30:00.041000+00:00,,,SessionStatus,,,,,SESSION FINISHED
1292,11343,2026-08-21T11:30:00+00:00,,,Flag,CHEQUERED,Track,,,CHEQUERED FLAG
1292,11343,2026-08-21T11:30:12+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 3 (VER)
1292,11343,2026-08-21T11:31:26+00:00,,,Flag,DOUBLE YELLOW,Sector,17,,DOUBLE YELLOW IN TRACK SECTOR 17
1292,11343,2026-08-21T11:31:26+00:00,,,Flag,DOUBLE YELLOW,Sector,16,,DOUBLE YELLOW IN TRACK SECTOR 16
1292,11343,2026-08-21T11:31:35+00:00,,,Flag,DOUBLE YELLOW,Sector,18,,DOUBLE YELLOW IN TRACK SECTOR 18
1292,11343,2026-08-21T11:31:38+00:00,,,Flag,CLEAR,Sector,18,,CLEAR IN TRACK SECTOR 18
1292,11343,2026-08-21T11:31:44+00:00,,,Flag,DOUBLE YELLOW,Sector,18,,DOUBLE YELLOW IN TRACK SECTOR 18
1292,11343,2026-08-21T11:31:46+00:00,,,Flag,CLEAR,Sector,18,,CLEAR IN TRACK SECTOR 18
1292,11343,2026-08-21T11:31:49+00:00,,,Flag,DOUBLE YELLOW,Sector,18,,DOUBLE YELLOW IN TRACK SECTOR 18
1292,11343,2026-08-21T11:31:51+00:00,,,Flag,CLEAR,Sector,18,,CLEAR IN TRACK SECTOR 18
1292,11343,2026-08-21T11:31:57+00:00,,,Flag,DOUBLE YELLOW,Sector,18,,DOUBLE YELLOW IN TRACK SECTOR 18
1292,11343,2026-08-21T11:31:59+00:00,,,Flag,CLEAR,Sector,18,,CLEAR IN TRACK SECTOR 18
1292,11343,2026-08-21T11:38:12+00:00,,,Flag,DOUBLE YELLOW,Sector,8,,DOUBLE YELLOW IN TRACK SECTOR 8
1292,11343,2026-08-21T11:38:21+00:00,,,Flag,CLEAR,Sector,17,,CLEAR IN TRACK SECTOR 17
1292,11343,2026-08-21T11:38:21+00:00,,,Flag,CLEAR,Sector,16,,CLEAR IN TRACK SECTOR 16
1292,11343,2026-08-21T11:38:24+00:00,,,Flag,YELLOW,Sector,2,,YELLOW IN TRACK SECTOR 2
1292,11343,2026-08-21T11:38:42+00:00,,,Flag,DOUBLE YELLOW,Sector,2,,DOUBLE YELLOW IN TRACK SECTOR 2
1292,11343,2026-08-21T11:38:59+00:00,,,Flag,YELLOW,Sector,11,,YELLOW IN TRACK SECTOR 11
