lane,rows,result,reason,required_status,heavy_endpoint
weather,6208,pass,evidence_bearing,required_lightweight,False
race_control,3107,pass,evidence_bearing,required_lightweight,False
intervals,237439,pass,evidence_bearing,required_lightweight,False
position,20155,pass,evidence_bearing,required_lightweight,False
stints,2843,pass,evidence_bearing,required_lightweight,False
pit,358,pass,evidence_bearing,required_lightweight,False
starting_grid,198,pass,evidence_bearing,required_lightweight,False
drivers,826,pass,evidence_bearing,required_lightweight,False
team_radio,270,pass,evidence_bearing,opportunistic,False
