date,session_key,position,meeting_key,driver_number
2026-07-03T15:17:36.513000+00:00,11317,1,1289,44
2026-07-03T15:17:36.513000+00:00,11317,2,1289,12
2026-07-03T15:17:36.513000+00:00,11317,3,1289,16
2026-07-03T15:17:36.513000+00:00,11317,4,1289,63
2026-07-03T15:17:36.513000+00:00,11317,5,1289,81
2026-07-03T15:17:36.513000+00:00,11317,6,1289,3
2026-07-03T15:17:36.513000+00:00,11317,7,1289,1
2026-07-03T15:17:36.513000+00:00,11317,8,1289,6
2026-07-03T15:17:36.513000+00:00,11317,9,1289,27
2026-07-03T15:17:36.513000+00:00,11317,10,1289,30
2026-07-03T15:17:36.513000+00:00,11317,11,1289,43
2026-07-03T15:17:36.513000+00:00,11317,12,1289,5
2026-07-03T15:17:36.513000+00:00,11317,13,1289,41
2026-07-03T15:17:36.513000+00:00,11317,14,1289,87
2026-07-03T15:17:36.513000+00:00,11317,15,1289,55
2026-07-03T15:17:36.513000+00:00,11317,16,1289,31
2026-07-03T15:17:36.513000+00:00,11317,17,1289,23
2026-07-03T15:17:36.513000+00:00,11317,18,1289,77
2026-07-03T15:17:36.513000+00:00,11317,19,1289,11
2026-07-03T15:17:36.513000+00:00,11317,20,1289,14
2026-07-03T15:17:36.513000+00:00,11317,21,1289,10
2026-07-03T15:17:36.513000+00:00,11317,22,1289,18
2026-07-03T15:33:30.481000+00:00,11317,2,1289,44
2026-07-03T15:33:30.481000+00:00,11317,3,1289,12
2026-07-03T15:33:30.481000+00:00,11317,4,1289,16
2026-07-03T15:33:30.481000+00:00,11317,5,1289,63
2026-07-03T15:33:30.481000+00:00,11317,6,1289,81
2026-07-03T15:33:30.481000+00:00,11317,7,1289,3
2026-07-03T15:33:30.481000+00:00,11317,8,1289,1
2026-07-03T15:33:30.481000+00:00,11317,9,1289,6
2026-07-03T15:33:30.481000+00:00,11317,10,1289,27
2026-07-03T15:33:30.481000+00:00,11317,11,1289,30
2026-07-03T15:33:30.481000+00:00,11317,12,1289,43
2026-07-03T15:33:30.481000+00:00,11317,13,1289,5
2026-07-03T15:33:30.481000+00:00,11317,14,1289,41
2026-07-03T15:33:30.481000+00:00,11317,15,1289,87
2026-07-03T15:33:30.481000+00:00,11317,16,1289,55
2026-07-03T15:33:30.481000+00:00,11317,17,1289,31
2026-07-03T15:33:30.481000+00:00,11317,18,1289,23
2026-07-03T15:33:30.481000+00:00,11317,19,1289,77
2026-07-03T15:33:30.481000+00:00,11317,1,1289,11
2026-07-03T15:33:37.692000+00:00,11317,3,1289,44
2026-07-03T15:33:37.692000+00:00,11317,4,1289,12
2026-07-03T15:33:37.692000+00:00,11317,5,1289,16
2026-07-03T15:33:37.692000+00:00,11317,6,1289,63
2026-07-03T15:33:37.692000+00:00,11317,7,1289,81
2026-07-03T15:33:37.692000+00:00,11317,8,1289,3
2026-07-03T15:33:37.692000+00:00,11317,9,1289,1
2026-07-03T15:33:37.692000+00:00,11317,10,1289,6
2026-07-03T15:33:37.692000+00:00,11317,11,1289,27
2026-07-03T15:33:37.692000+00:00,11317,12,1289,30
2026-07-03T15:33:37.692000+00:00,11317,13,1289,43
2026-07-03T15:33:37.692000+00:00,11317,14,1289,5
2026-07-03T15:33:37.692000+00:00,11317,15,1289,41
2026-07-03T15:33:37.692000+00:00,11317,16,1289,87
2026-07-03T15:33:37.692000+00:00,11317,17,1289,55
2026-07-03T15:33:37.692000+00:00,11317,18,1289,31
2026-07-03T15:33:37.692000+00:00,11317,19,1289,23
