timestamp_utc,endpoint,strategy,params_json,rows,status,error,elapsed_seconds
2026-09-11T04:24:15.506978Z,sessions,sessions_by_year,"{""year"": 2026}",131,pass,,0.721
2026-09-11T04:24:16.406648Z,weather,weather_by_session_key,"{""session_key"": 11465}",540,pass,,0.737
2026-09-11T04:24:17.182132Z,race_control,race_control_by_session_key,"{""session_key"": 11465}",56,pass,,0.673
2026-09-11T04:24:17.859989Z,intervals,intervals_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.576
2026-09-11T04:24:18.659257Z,position,position_by_session_key,"{""session_key"": 11465}",415,pass,,0.698
2026-09-11T04:24:19.318501Z,stints,stints_by_session_key,"{""session_key"": 11465}",207,pass,,0.557
2026-09-11T04:24:19.420605Z,pit,skip_non_race_like_session,"{""session_key"": 11465}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-09-11T04:24:19.903362Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.483
2026-09-11T04:24:20.572431Z,drivers,drivers_by_session_key,"{""session_key"": 11465}",22,pass,,0.568
2026-09-11T04:24:21.165242Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.491
2026-09-11T04:24:22.158468Z,weather,weather_by_session_key,"{""session_key"": 11466}",484,pass,,0.892
2026-09-11T04:24:22.748984Z,race_control,race_control_by_session_key,"{""session_key"": 11466}",67,pass,,0.488
2026-09-11T04:24:23.333328Z,intervals,intervals_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.482
2026-09-11T04:24:24.220942Z,position,position_by_session_key,"{""session_key"": 11466}",280,pass,,0.786
2026-09-11T04:24:24.879114Z,stints,stints_by_session_key,"{""session_key"": 11466}",233,pass,,0.556
2026-09-11T04:24:24.981166Z,pit,skip_non_race_like_session,"{""session_key"": 11466}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-09-11T04:24:25.479474Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.498
2026-09-11T04:24:26.245353Z,drivers,drivers_by_session_key,"{""session_key"": 11466}",22,pass,,0.665
2026-09-11T04:24:27.053586Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.706
2026-09-11T04:24:27.665238Z,weather,weather_by_session_key,"{""session_key"": 11467}",528,pass,,0.51
2026-09-11T04:24:28.257538Z,race_control,race_control_by_session_key,"{""session_key"": 11467}",109,pass,,0.49
2026-09-11T04:24:28.854008Z,intervals,intervals_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.495
2026-09-11T04:24:29.458775Z,position,position_by_session_key,"{""session_key"": 11467}",216,pass,,0.504
2026-09-11T04:24:30.063130Z,stints,stints_by_session_key,"{""session_key"": 11467}",211,pass,,0.502
2026-09-11T04:24:30.165196Z,pit,skip_non_race_like_session,"{""session_key"": 11467}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-09-11T04:24:30.648063Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.483
2026-09-11T04:24:31.236505Z,drivers,drivers_by_session_key,"{""session_key"": 11467}",22,pass,,0.487
2026-09-11T04:24:31.824598Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11467}",1,pass,,0.486
2026-09-11T04:24:32.519088Z,weather,weather_by_session_key,"{""session_key"": 11470}",517,pass,,0.592
2026-09-11T04:24:33.126513Z,race_control,race_control_by_session_key,"{""session_key"": 11470}",57,pass,,0.505
2026-09-11T04:24:33.911967Z,intervals,intervals_by_session_key,"{""session_key"": 11470}",0,http_404,"{""detail"":""No results found.""}",0.683
2026-09-11T04:24:34.510099Z,position,position_by_session_key,"{""session_key"": 11470}",429,pass,,0.497
2026-09-11T04:24:35.269228Z,stints,stints_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.657
2026-09-11T04:24:35.370560Z,pit,skip_non_race_like_session,"{""session_key"": 11470}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-09-11T04:24:35.863816Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.493
2026-09-11T04:24:36.458044Z,drivers,drivers_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.493
2026-09-11T04:24:37.055883Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 1, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.493
2026-09-11T04:24:37.637410Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 3, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.48
2026-09-11T04:24:38.219655Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 5, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.481
2026-09-11T04:24:38.801660Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 6, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.481
2026-09-11T04:24:39.386020Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 10, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.483
2026-09-11T04:24:39.967940Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 11, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.481
2026-09-11T04:24:40.576710Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 12, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.508
2026-09-11T04:24:41.161652Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 14, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.484
2026-09-11T04:24:41.743327Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 16, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.48
2026-09-11T04:24:42.324832Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 18, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.48
2026-09-11T04:24:42.920723Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 23, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.495
2026-09-11T04:24:43.517302Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 27, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.495
2026-09-11T04:24:44.116919Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 30, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.498
2026-09-11T04:24:44.699990Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 31, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.482
2026-09-11T04:24:45.281972Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 41, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.481
