timestamp_utc,endpoint,strategy,params_json,rows,status,error,elapsed_seconds
2026-08-22T20:32:25.709831Z,sessions,sessions_by_year,"{""year"": 2026}",131,pass,,0.6
2026-08-22T20:32:26.407608Z,weather,weather_by_session_key,"{""session_key"": 11465}",540,pass,,0.544
2026-08-22T20:32:26.952762Z,race_control,race_control_by_session_key,"{""session_key"": 11465}",56,pass,,0.443
2026-08-22T20:32:27.573173Z,intervals,intervals_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.519
2026-08-22T20:32:28.136882Z,position,position_by_session_key,"{""session_key"": 11465}",415,pass,,0.463
2026-08-22T20:32:28.701328Z,stints,stints_by_session_key,"{""session_key"": 11465}",207,pass,,0.463
2026-08-22T20:32:28.803205Z,pit,skip_non_race_like_session,"{""session_key"": 11465}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-22T20:32:29.408476Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.605
2026-08-22T20:32:29.954622Z,drivers,drivers_by_session_key,"{""session_key"": 11465}",22,pass,,0.445
2026-08-22T20:32:30.690825Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.634
2026-08-22T20:32:31.262497Z,weather,weather_by_session_key,"{""session_key"": 11466}",484,pass,,0.47
2026-08-22T20:32:31.814702Z,race_control,race_control_by_session_key,"{""session_key"": 11466}",67,pass,,0.45
2026-08-22T20:32:32.356400Z,intervals,intervals_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.44
2026-08-22T20:32:32.916651Z,position,position_by_session_key,"{""session_key"": 11466}",280,pass,,0.459
2026-08-22T20:32:33.521164Z,stints,stints_by_session_key,"{""session_key"": 11466}",233,pass,,0.503
2026-08-22T20:32:33.623109Z,pit,skip_non_race_like_session,"{""session_key"": 11466}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-22T20:32:34.062007Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.439
2026-08-22T20:32:34.868130Z,drivers,drivers_by_session_key,"{""session_key"": 11466}",22,pass,,0.705
2026-08-22T20:32:35.425804Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.456
2026-08-22T20:32:36.007957Z,weather,weather_by_session_key,"{""session_key"": 11467}",528,pass,,0.481
2026-08-22T20:32:36.662703Z,race_control,race_control_by_session_key,"{""session_key"": 11467}",109,pass,,0.553
2026-08-22T20:32:37.202157Z,intervals,intervals_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.438
2026-08-22T20:32:37.778350Z,position,position_by_session_key,"{""session_key"": 11467}",216,pass,,0.475
2026-08-22T20:32:38.344856Z,stints,stints_by_session_key,"{""session_key"": 11467}",211,pass,,0.465
2026-08-22T20:32:38.446817Z,pit,skip_non_race_like_session,"{""session_key"": 11467}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-22T20:32:38.881984Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.435
2026-08-22T20:32:39.499044Z,drivers,drivers_by_session_key,"{""session_key"": 11467}",22,pass,,0.516
2026-08-22T20:32:40.052143Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11467}",1,pass,,0.451
2026-08-22T20:32:40.639466Z,weather,weather_by_session_key,"{""session_key"": 11470}",517,pass,,0.485
2026-08-22T20:32:41.278165Z,race_control,race_control_by_session_key,"{""session_key"": 11470}",57,pass,,0.537
2026-08-22T20:32:42.021963Z,intervals,intervals_by_session_key,"{""session_key"": 11470}",0,http_404,"{""detail"":""No results found.""}",0.642
2026-08-22T20:32:42.568224Z,position,position_by_session_key,"{""session_key"": 11470}",429,pass,,0.445
2026-08-22T20:32:43.113354Z,stints,stints_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.443
2026-08-22T20:32:43.214596Z,pit,skip_non_race_like_session,"{""session_key"": 11470}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-22T20:32:43.651761Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.437
2026-08-22T20:32:44.194312Z,drivers,drivers_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.441
2026-08-22T20:32:44.908110Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 1, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.61
2026-08-22T20:32:45.518113Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 3, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.509
