date,session_key,meeting_key,position,driver_number
2026-09-11T14:45:19.155000+00:00,11363,1294,1,1
2026-09-11T14:45:19.155000+00:00,11363,1294,2,3
2026-09-11T14:45:19.155000+00:00,11363,1294,3,5
2026-09-11T14:45:19.155000+00:00,11363,1294,4,10
2026-09-11T14:45:19.155000+00:00,11363,1294,5,11
2026-09-11T14:45:19.155000+00:00,11363,1294,6,12
2026-09-11T14:45:19.155000+00:00,11363,1294,7,14
2026-09-11T14:45:19.155000+00:00,11363,1294,8,16
2026-09-11T14:45:19.155000+00:00,11363,1294,9,18
2026-09-11T14:45:19.155000+00:00,11363,1294,10,22
2026-09-11T14:45:19.155000+00:00,11363,1294,11,23
2026-09-11T14:45:19.155000+00:00,11363,1294,12,27
2026-09-11T14:45:19.155000+00:00,11363,1294,13,30
2026-09-11T14:45:19.155000+00:00,11363,1294,14,31
2026-09-11T14:45:19.155000+00:00,11363,1294,15,41
2026-09-11T14:45:19.155000+00:00,11363,1294,16,43
2026-09-11T14:45:19.155000+00:00,11363,1294,17,44
2026-09-11T14:45:19.155000+00:00,11363,1294,18,55
2026-09-11T14:45:19.155000+00:00,11363,1294,19,63
2026-09-11T14:45:19.155000+00:00,11363,1294,20,77
2026-09-11T14:45:19.155000+00:00,11363,1294,21,81
2026-09-11T14:45:19.155000+00:00,11363,1294,22,87
2026-09-11T15:00:04.992000+00:00,11363,1294,2,1
2026-09-11T15:00:04.992000+00:00,11363,1294,3,3
2026-09-11T15:00:04.992000+00:00,11363,1294,4,5
2026-09-11T15:00:04.992000+00:00,11363,1294,5,10
2026-09-11T15:00:04.992000+00:00,11363,1294,6,11
2026-09-11T15:00:04.992000+00:00,11363,1294,7,12
2026-09-11T15:00:04.992000+00:00,11363,1294,8,14
2026-09-11T15:00:04.992000+00:00,11363,1294,9,16
2026-09-11T15:00:04.992000+00:00,11363,1294,10,18
2026-09-11T15:00:04.992000+00:00,11363,1294,11,22
2026-09-11T15:00:04.992000+00:00,11363,1294,12,23
2026-09-11T15:00:04.992000+00:00,11363,1294,13,27
2026-09-11T15:00:04.992000+00:00,11363,1294,14,30
2026-09-11T15:00:04.992000+00:00,11363,1294,1,31
2026-09-11T15:00:08.086000+00:00,11363,1294,3,1
2026-09-11T15:00:08.086000+00:00,11363,1294,4,3
2026-09-11T15:00:08.086000+00:00,11363,1294,5,5
2026-09-11T15:00:08.086000+00:00,11363,1294,6,10
2026-09-11T15:00:08.086000+00:00,11363,1294,7,11
2026-09-11T15:00:08.086000+00:00,11363,1294,8,12
2026-09-11T15:00:08.086000+00:00,11363,1294,9,14
2026-09-11T15:00:08.086000+00:00,11363,1294,10,16
2026-09-11T15:00:08.086000+00:00,11363,1294,11,18
2026-09-11T15:00:08.086000+00:00,11363,1294,12,22
2026-09-11T15:00:08.086000+00:00,11363,1294,13,23
2026-09-11T15:00:08.086000+00:00,11363,1294,14,27
2026-09-11T15:00:08.086000+00:00,11363,1294,15,30
2026-09-11T15:00:08.086000+00:00,11363,1294,16,41
2026-09-11T15:00:08.086000+00:00,11363,1294,17,43
2026-09-11T15:00:08.086000+00:00,11363,1294,18,44
2026-09-11T15:00:08.086000+00:00,11363,1294,19,55
2026-09-11T15:00:08.086000+00:00,11363,1294,20,63
2026-09-11T15:00:08.086000+00:00,11363,1294,21,77
2026-09-11T15:00:08.086000+00:00,11363,1294,22,81
2026-09-11T15:00:08.086000+00:00,11363,1294,2,87
2026-09-11T15:00:13.833000+00:00,11363,1294,4,1
2026-09-11T15:00:13.833000+00:00,11363,1294,5,3
2026-09-11T15:00:13.833000+00:00,11363,1294,6,5
2026-09-11T15:00:13.833000+00:00,11363,1294,7,10
2026-09-11T15:00:13.833000+00:00,11363,1294,8,11
2026-09-11T15:00:13.833000+00:00,11363,1294,9,12
2026-09-11T15:00:13.833000+00:00,11363,1294,10,14
2026-09-11T15:00:13.833000+00:00,11363,1294,11,16
2026-09-11T15:00:13.833000+00:00,11363,1294,12,18
2026-09-11T15:00:13.833000+00:00,11363,1294,13,22
2026-09-11T15:00:13.833000+00:00,11363,1294,14,23
2026-09-11T15:00:13.833000+00:00,11363,1294,15,27
2026-09-11T15:00:13.833000+00:00,11363,1294,16,30
2026-09-11T15:00:13.833000+00:00,11363,1294,17,41
2026-09-11T15:00:13.833000+00:00,11363,1294,18,43
2026-09-11T15:00:13.833000+00:00,11363,1294,19,44
2026-09-11T15:00:13.833000+00:00,11363,1294,20,55
2026-09-11T15:00:13.833000+00:00,11363,1294,3,63
2026-09-11T15:00:17.411000+00:00,11363,1294,5,1
2026-09-11T15:00:17.411000+00:00,11363,1294,6,3
2026-09-11T15:00:17.411000+00:00,11363,1294,7,5
2026-09-11T15:00:17.411000+00:00,11363,1294,8,10
2026-09-11T15:00:17.411000+00:00,11363,1294,9,11
2026-09-11T15:00:17.411000+00:00,11363,1294,10,12
2026-09-11T15:00:17.411000+00:00,11363,1294,11,14
2026-09-11T15:00:17.411000+00:00,11363,1294,12,16
2026-09-11T15:00:17.411000+00:00,11363,1294,13,18
2026-09-11T15:00:17.411000+00:00,11363,1294,4,22
2026-09-11T15:00:26.509000+00:00,11363,1294,6,1
2026-09-11T15:00:26.509000+00:00,11363,1294,7,3
2026-09-11T15:00:26.509000+00:00,11363,1294,8,5
2026-09-11T15:00:26.509000+00:00,11363,1294,9,10
2026-09-11T15:00:26.509000+00:00,11363,1294,10,11
2026-09-11T15:00:26.509000+00:00,11363,1294,11,12
2026-09-11T15:00:26.509000+00:00,11363,1294,12,14
2026-09-11T15:00:26.509000+00:00,11363,1294,13,16
2026-09-11T15:00:26.509000+00:00,11363,1294,14,18
2026-09-11T15:00:26.509000+00:00,11363,1294,15,23
2026-09-11T15:00:26.509000+00:00,11363,1294,16,27
2026-09-11T15:00:26.509000+00:00,11363,1294,17,30
2026-09-11T15:00:26.509000+00:00,11363,1294,18,41
2026-09-11T15:00:26.509000+00:00,11363,1294,5,43
2026-09-11T15:00:30.730000+00:00,11363,1294,7,1
2026-09-11T15:00:30.730000+00:00,11363,1294,8,3
2026-09-11T15:00:30.730000+00:00,11363,1294,9,5
2026-09-11T15:00:30.730000+00:00,11363,1294,10,10
2026-09-11T15:00:30.730000+00:00,11363,1294,11,11
2026-09-11T15:00:30.730000+00:00,11363,1294,12,12
2026-09-11T15:00:30.730000+00:00,11363,1294,13,14
2026-09-11T15:00:30.730000+00:00,11363,1294,6,16
2026-09-11T15:00:32.857000+00:00,11363,1294,8,1
2026-09-11T15:00:32.857000+00:00,11363,1294,9,3
2026-09-11T15:00:32.857000+00:00,11363,1294,10,5
2026-09-11T15:00:32.857000+00:00,11363,1294,11,10
2026-09-11T15:00:32.857000+00:00,11363,1294,12,11
2026-09-11T15:00:32.857000+00:00,11363,1294,13,12
2026-09-11T15:00:32.857000+00:00,11363,1294,14,14
2026-09-11T15:00:32.857000+00:00,11363,1294,15,18
2026-09-11T15:00:32.857000+00:00,11363,1294,16,23
2026-09-11T15:00:32.857000+00:00,11363,1294,17,27
2026-09-11T15:00:32.857000+00:00,11363,1294,18,30
2026-09-11T15:00:32.857000+00:00,11363,1294,19,41
2026-09-11T15:00:32.857000+00:00,11363,1294,20,44
2026-09-11T15:00:32.857000+00:00,11363,1294,21,55
2026-09-11T15:00:32.857000+00:00,11363,1294,7,77
