lane,rows,result,reason,required_status,heavy_endpoint
weather,5896,pass,evidence_bearing,required_lightweight,False
race_control,2975,pass,evidence_bearing,required_lightweight,False
intervals,143694,pass,evidence_bearing,required_lightweight,False
position,25412,pass,evidence_bearing,required_lightweight,False
stints,3304,pass,evidence_bearing,required_lightweight,False
pit,377,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,799,pass,evidence_bearing,required_lightweight,False
team_radio,263,pass,evidence_bearing,opportunistic,False
