lane,rows,result,reason,required_status,heavy_endpoint
weather,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
race_control,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
intervals,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
position,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
stints,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
pit,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
starting_grid,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
drivers,0,pass_with_warnings,not_applicable_for_current_completed_sessions,required_lightweight,False
team_radio,0,pass_with_warnings,opportunistic_source_limited_zero_rows,opportunistic,False
