position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,78.518,1279,11230,2026-08-22T22:32:13.746959Z
2,12,78.811,1279,11230,2026-08-22T22:32:13.746959Z
3,6,79.303,1279,11230,2026-08-22T22:32:13.746959Z
4,16,79.327,1279,11230,2026-08-22T22:32:13.746959Z
5,81,79.38,1279,11230,2026-08-22T22:32:13.746959Z
6,1,79.475,1279,11230,2026-08-22T22:32:13.746959Z
7,44,79.478,1279,11230,2026-08-22T22:32:13.746959Z
8,30,79.994,1279,11230,2026-08-22T22:32:13.746959Z
9,41,81.247,1279,11230,2026-08-22T22:32:13.746959Z
10,5,,1279,11230,2026-08-22T22:32:13.746959Z
11,27,80.303,1279,11230,2026-08-22T22:32:13.746959Z
12,87,80.311,1279,11230,2026-08-22T22:32:13.746959Z
13,31,80.491,1279,11230,2026-08-22T22:32:13.746959Z
14,10,80.501,1279,11230,2026-08-22T22:32:13.746959Z
15,23,80.941,1279,11230,2026-08-22T22:32:13.746959Z
16,43,81.27,1279,11230,2026-08-22T22:32:13.746959Z
17,14,81.969,1279,11230,2026-08-22T22:32:13.746959Z
18,11,82.605,1279,11230,2026-08-22T22:32:13.746959Z
19,77,83.244,1279,11230,2026-08-22T22:32:13.746959Z
20,3,,1279,11230,2026-08-22T22:32:13.746959Z
21,55,,1279,11230,2026-08-22T22:32:13.746959Z
22,18,,1279,11230,2026-08-22T22:32:13.746959Z
1,12,72.051,1286,11295,2026-08-22T22:42:04.469155Z
2,3,72.094,1286,11295,2026-08-22T22:42:04.469155Z
3,44,72.279,1286,11295,2026-08-22T22:42:04.469155Z
4,16,72.351,1286,11295,2026-08-22T22:42:04.469155Z
5,6,72.434,1286,11295,2026-08-22T22:42:04.469155Z
6,63,72.445,1286,11295,2026-08-22T22:42:04.469155Z
7,81,72.624,1286,11295,2026-08-22T22:42:04.469155Z
8,1,72.765,1286,11295,2026-08-22T22:42:04.469155Z
9,10,73.226,1286,11295,2026-08-22T22:42:04.469155Z
10,30,73.412,1286,11295,2026-08-22T22:42:04.469155Z
11,23,73.787,1286,11295,2026-08-22T22:42:04.469155Z
12,55,73.815,1286,11295,2026-08-22T22:42:04.469155Z
13,27,73.902,1286,11295,2026-08-22T22:42:04.469155Z
14,43,73.995,1286,11295,2026-08-22T22:42:04.469155Z
15,41,74.248,1286,11295,2026-08-22T22:42:04.469155Z
16,5,,1286,11295,2026-08-22T22:42:04.469155Z
17,31,74.722,1286,11295,2026-08-22T22:42:04.469155Z
18,11,74.747,1286,11295,2026-08-22T22:42:04.469155Z
19,87,74.814,1286,11295,2026-08-22T22:42:04.469155Z
20,77,75.283,1286,11295,2026-08-22T22:42:04.469155Z
21,14,75.349,1286,11295,2026-08-22T22:42:04.469155Z
22,18,76.061,1286,11295,2026-08-22T22:42:04.469155Z
1,63,74.679,1287,11303,2026-08-22T22:43:05.776445Z
2,44,74.743,1287,11303,2026-08-22T22:43:05.776445Z
3,12,74.998,1287,11303,2026-08-22T22:43:05.776445Z
4,1,75.001,1287,11303,2026-08-22T22:43:05.776445Z
5,3,75.021,1287,11303,2026-08-22T22:43:05.776445Z
6,6,75.077,1287,11303,2026-08-22T22:43:05.776445Z
7,81,75.09,1287,11303,2026-08-22T22:43:05.776445Z
8,30,76.542,1287,11303,2026-08-22T22:43:05.776445Z
9,27,76.657,1287,11303,2026-08-22T22:43:05.776445Z
10,16,,1287,11303,2026-08-22T22:43:05.776445Z
11,41,75.84,1287,11303,2026-08-22T22:43:05.776445Z
12,5,76.001,1287,11303,2026-08-22T22:43:05.776445Z
13,43,76.191,1287,11303,2026-08-22T22:43:05.776445Z
14,10,76.261,1287,11303,2026-08-22T22:43:05.776445Z
15,87,76.389,1287,11303,2026-08-22T22:43:05.776445Z
16,55,77.827,1287,11303,2026-08-22T22:43:05.776445Z
17,31,77.073,1287,11303,2026-08-22T22:43:05.776445Z
18,23,77.424,1287,11303,2026-08-22T22:43:05.776445Z
19,11,77.545,1287,11303,2026-08-22T22:43:05.776445Z
20,77,77.757,1287,11303,2026-08-22T22:43:05.776445Z
21,18,78.758,1287,11303,2026-08-22T22:43:05.776445Z
22,14,78.815,1287,11303,2026-08-22T22:43:05.776445Z
1,63,66.113,1288,11311,2026-08-22T22:44:09.553880Z
2,16,66.349,1288,11311,2026-08-22T22:44:09.553880Z
3,44,66.408,1288,11311,2026-08-22T22:44:09.553880Z
4,12,66.414,1288,11311,2026-08-22T22:44:09.553880Z
5,3,66.475,1288,11311,2026-08-22T22:44:09.553880Z
6,1,66.502,1288,11311,2026-08-22T22:44:09.553880Z
7,81,66.511,1288,11311,2026-08-22T22:44:09.553880Z
8,6,66.632,1288,11311,2026-08-22T22:44:09.553880Z
9,30,66.955,1288,11311,2026-08-22T22:44:09.553880Z
10,41,67.007,1288,11311,2026-08-22T22:44:09.553880Z
11,10,67.223,1288,11311,2026-08-22T22:44:09.553880Z
12,5,67.293,1288,11311,2026-08-22T22:44:09.553880Z
13,87,67.523,1288,11311,2026-08-22T22:44:09.553880Z
14,27,67.611,1288,11311,2026-08-22T22:44:09.553880Z
15,31,67.817,1288,11311,2026-08-22T22:44:09.553880Z
16,43,68.171,1288,11311,2026-08-22T22:44:09.553880Z
17,55,68.252,1288,11311,2026-08-22T22:44:09.553880Z
18,23,68.509,1288,11311,2026-08-22T22:44:09.553880Z
