date,session_key,meeting_key,gap_to_leader,interval,driver_number
2026-06-14T13:18:35.576000+00:00,11307,1287,5.689,2.317,12
2026-06-14T13:18:36.218000+00:00,11307,1287,15.062,3.001,81
2026-06-14T13:18:36.248000+00:00,11307,1287,28.96,2.084,6
2026-06-14T13:18:36.545000+00:00,11307,1287,41.852,2.066,23
2026-06-14T13:18:36.623000+00:00,11307,1287,25.827,10.78,30
2026-06-14T13:18:36.764000+00:00,11307,1287,32.863,1.643,43
2026-06-14T13:18:36.811000+00:00,11307,1287,37.903,2.423,31
2026-06-14T13:18:36.920000+00:00,11307,1287,3.638,3.638,44
2026-06-14T13:18:37.358000+00:00,11307,1287,7.465,1.776,1
2026-06-14T13:18:37.498000+00:00,11307,1287,33.623,0.76,10
2026-06-14T13:18:37.826000+00:00,11307,1287,27.042,1.215,27
2026-06-14T13:18:37.998000+00:00,11307,1287,11.403,3.933,3
2026-06-14T13:18:38.045000+00:00,11307,1287,39.143,1.24,87
2026-06-14T13:18:38.608000+00:00,11307,1287,43.884,2.032,11
2026-06-14T13:18:38.639000+00:00,11307,1287,11.997,0.594,16
2026-06-14T13:18:38.686000+00:00,11307,1287,31.392,2.432,41
2026-06-14T13:18:38.701000+00:00,11307,1287,25.855,10.804,30
2026-06-14T13:18:38.795000+00:00,11307,1287,39.859,0.716,5
2026-06-14T13:18:38.795000+00:00,11307,1287,0.0,0.0,63
2026-06-14T13:18:38.983000+00:00,11307,1287,5.648,2.01,12
2026-06-14T13:18:39.592000+00:00,11307,1287,35.715,2.092,55
2026-06-14T13:18:39.764000+00:00,11307,1287,50.792,7.056,77
2026-06-14T13:18:39.842000+00:00,11307,1287,29.053,2.011,6
2026-06-14T13:18:39.905000+00:00,11307,1287,27.085,1.23,27
2026-06-14T13:18:40.264000+00:00,11307,1287,32.98,1.588,43
2026-06-14T13:18:40.592000+00:00,11307,1287,51.6,0.808,14
2026-06-14T13:18:40.764000+00:00,11307,1287,7.467,1.819,1
2026-06-14T13:18:40.795000+00:00,11307,1287,41.902,2.043,23
2026-06-14T13:18:41.030000+00:00,11307,1287,33.735,0.755,10
2026-06-14T13:18:41.217000+00:00,11307,1287,5.584,,12
2026-06-14T13:18:41.295000+00:00,11307,1287,11.393,3.928,3
2026-06-14T13:18:41.670000+00:00,11307,1287,15.095,3.098,81
2026-06-14T13:18:41.920000+00:00,11307,1287,29.073,1.988,6
2026-06-14T13:18:41.951000+00:00,11307,1287,12.046,0.653,16
2026-06-14T13:18:42.061000+00:00,11307,1287,38.204,2.489,31
2026-06-14T13:18:42.311000+00:00,11307,1287,31.53,2.477,41
2026-06-14T13:18:42.889000+00:00,11307,1287,43.996,2.094,11
2026-06-14T13:18:43.061000+00:00,11307,1287,7.424,1.84,1
2026-06-14T13:18:43.155000+00:00,11307,1287,35.88,2.145,55
2026-06-14T13:18:43.280000+00:00,11307,1287,39.392,1.188,87
2026-06-14T13:18:43.670000+00:00,11307,1287,5.546,,12
2026-06-14T13:18:43.905000+00:00,11307,1287,33.091,1.561,43
2026-06-14T13:18:44.108000+00:00,11307,1287,40.227,0.835,5
2026-06-14T13:18:44.358000+00:00,11307,1287,5.54,5.54,12
2026-06-14T13:18:44.389000+00:00,11307,1287,31.55,,41
2026-06-14T13:18:44.717000+00:00,11307,1287,33.922,0.831,10
2026-06-14T13:18:44.780000+00:00,11307,1287,11.469,4.002,3
2026-06-14T13:18:45.045000+00:00,11307,1287,15.151,3.105,81
2026-06-14T13:18:45.342000+00:00,11307,1287,12.044,0.575,16
2026-06-14T13:18:45.498000+00:00,11307,1287,7.423,,1
2026-06-14T13:18:45.670000+00:00,11307,1287,38.373,2.493,31
2026-06-14T13:18:45.795000+00:00,11307,1287,51.107,7.223,77
2026-06-14T13:18:45.967000+00:00,11307,1287,33.142,1.592,43
2026-06-14T13:18:46.030000+00:00,11307,1287,42.157,1.93,23
2026-06-14T13:18:46.233000+00:00,11307,1287,7.424,1.884,1
2026-06-14T13:18:46.467000+00:00,11307,1287,51.741,0.634,14
2026-06-14T13:18:46.764000+00:00,11307,1287,33.931,0.789,10
2026-06-14T13:18:46.858000+00:00,11307,1287,36.079,2.157,55
2026-06-14T13:18:46.858000+00:00,11307,1287,39.571,1.198,87
2026-06-14T13:18:47.045000+00:00,11307,1287,25.877,10.815,30
2026-06-14T13:18:47.123000+00:00,11307,1287,11.484,,3
2026-06-14T13:18:47.701000+00:00,11307,1287,12.065,0.581,16
2026-06-14T13:18:47.717000+00:00,11307,1287,40.435,0.864,5
2026-06-14T13:18:47.873000+00:00,11307,1287,5.527,5.527,12
2026-06-14T13:18:48.186000+00:00,11307,1287,44.325,2.168,11
2026-06-14T13:18:48.436000+00:00,11307,1287,27.239,1.362,27
2026-06-14T13:18:48.518000+00:00,11307,1287,15.19,3.146,81
2026-06-14T13:18:48.932000+00:00,11307,1287,36.143,2.212,55
2026-06-14T13:18:49.270000+00:00,11307,1287,38.486,2.407,31
2026-06-14T13:18:49.573000+00:00,11307,1287,11.486,,3
2026-06-14T13:18:49.628000+00:00,11307,1287,42.344,1.909,23
2026-06-14T13:18:49.772000+00:00,11307,1287,7.423,1.896,1
2026-06-14T13:18:50.132000+00:00,11307,1287,12.05,0.564,16
2026-06-14T13:18:50.181000+00:00,11307,1287,51.281,7.285,77
2026-06-14T13:18:50.275000+00:00,11307,1287,11.484,3.843,3
2026-06-14T13:18:50.293000+00:00,11307,1287,29.108,1.869,6
2026-06-14T13:18:50.439000+00:00,11307,1287,39.655,1.169,87
2026-06-14T13:18:50.719000+00:00,11307,1287,5.518,5.518,12
2026-06-14T13:18:50.820000+00:00,11307,1287,51.951,0.67,14
2026-06-14T13:18:50.833000+00:00,11307,1287,12.046,0.562,16
2026-06-14T13:18:50.833000+00:00,11307,1287,15.197,3.132,81
2026-06-14T13:18:51.273000+00:00,11307,1287,38.464,2.321,31
2026-06-14T13:18:51.398000+00:00,11307,1287,40.614,0.959,5
2026-06-14T13:18:51.789000+00:00,11307,1287,44.515,2.171,11
2026-06-14T13:18:52.476000+00:00,11307,1287,39.621,1.157,87
2026-06-14T13:18:52.476000+00:00,11307,1287,25.911,10.816,30
2026-06-14T13:18:52.617000+00:00,11307,1287,7.424,1.906,1
2026-06-14T13:18:52.898000+00:00,11307,1287,31.744,2.636,41
2026-06-14T13:18:53.101000+00:00,11307,1287,5.488,5.488,12
2026-06-14T13:18:53.258000+00:00,11307,1287,15.193,3.143,81
2026-06-14T13:18:53.336000+00:00,11307,1287,42.564,1.95,23
2026-06-14T13:18:53.523000+00:00,11307,1287,40.664,1.043,5
2026-06-14T13:18:53.836000+00:00,11307,1287,11.47,4.047,3
2026-06-14T13:18:53.962000+00:00,11307,1287,27.344,1.433,27
2026-06-14T13:18:53.992000+00:00,11307,1287,15.196,3.15,81
2026-06-14T13:18:54.351000+00:00,11307,1287,11.958,0.488,16
2026-06-14T13:18:54.398000+00:00,11307,1287,33.231,1.487,43
2026-06-14T13:18:54.992000+00:00,11307,1287,7.423,1.935,1
2026-06-14T13:18:55.305000+00:00,11307,1287,34.101,0.87,10
2026-06-14T13:18:55.476000+00:00,11307,1287,42.635,1.971,23
2026-06-14T13:18:55.508000+00:00,11307,1287,44.721,2.157,11
2026-06-14T13:18:55.555000+00:00,11307,1287,51.672,7.347,77
2026-06-14T13:18:55.758000+00:00,11307,1287,29.189,1.845,6
2026-06-14T13:18:55.805000+00:00,11307,1287,,10.76,30
2026-06-14T13:18:56.086000+00:00,11307,1287,52.223,0.551,14
2026-06-14T13:18:56.664000+00:00,11307,1287,11.459,4.035,3
2026-06-14T13:18:57.086000+00:00,11307,1287,11.897,0.438,16
2026-06-14T13:18:57.320000+00:00,11307,1287,27.419,1.508,27
2026-06-14T13:18:57.461000+00:00,11307,1287,36.275,2.174,55
2026-06-14T13:18:57.539000+00:00,11307,1287,44.706,2.071,11
2026-06-14T13:18:57.539000+00:00,11307,1287,15.207,3.249,81
2026-06-14T13:18:58.102000+00:00,11307,1287,5.44,5.44,12
2026-06-14T13:18:58.555000+00:00,11307,1287,31.969,2.78,41
2026-06-14T13:18:59.086000+00:00,11307,1287,11.452,4.029,3
2026-06-14T13:18:59.148000+00:00,11307,1287,51.867,7.352,77
2026-06-14T13:18:59.148000+00:00,11307,1287,29.265,1.846,6
2026-06-14T13:18:59.492000+00:00,11307,1287,26.18,22.542,30
2026-06-14T13:18:59.508000+00:00,11307,1287,11.945,0.493,16
2026-06-14T13:18:59.742000+00:00,11307,1287,52.469,0.602,14
2026-06-14T13:18:59.883000+00:00,11307,1287,38.71,2.435,31
2026-06-14T13:18:59.992000+00:00,11307,1287,7.324,1.884,1
2026-06-14T13:18:59.992000+00:00,11307,1287,33.437,1.468,43
2026-06-14T13:19:00.414000+00:00,11307,1287,15.216,3.319,81
2026-06-14T13:19:00.742000+00:00,11307,1287,34.176,0.739,10
2026-06-14T13:19:00.773000+00:00,11307,1287,27.471,1.291,27
2026-06-14T13:19:01.273000+00:00,11307,1287,40.119,1.409,87
2026-06-14T13:19:01.305000+00:00,11307,1287,5.353,5.353,12
2026-06-14T13:19:01.961000+00:00,11307,1287,32.068,2.803,41
2026-06-14T13:19:01.992000+00:00,11307,1287,40.825,0.706,5
2026-06-14T13:19:02.570000+00:00,11307,1287,29.267,1.796,6
2026-06-14T13:19:02.836000+00:00,11307,1287,15.264,,81
2026-06-14T13:19:02.867000+00:00,11307,1287,52.078,7.357,77
2026-06-14T13:19:03.070000+00:00,11307,1287,36.445,2.269,55
2026-06-14T13:19:03.133000+00:00,11307,1287,27.476,,27
2026-06-14T13:19:03.195000+00:00,11307,1287,7.276,1.923,1
2026-06-14T13:19:03.399000+00:00,11307,1287,33.512,1.444,43
2026-06-14T13:19:03.414000+00:00,11307,1287,52.639,0.561,14
2026-06-14T13:19:04.008000+00:00,11307,1287,42.832,2.007,23
2026-06-14T13:19:04.086000+00:00,11307,1287,11.39,4.066,3
2026-06-14T13:19:04.242000+00:00,11307,1287,34.354,0.842,10
2026-06-14T13:19:04.602000+00:00,11307,1287,11.94,0.55,16
2026-06-14T13:19:04.898000+00:00,11307,1287,29.26,1.784,6
2026-06-14T13:19:04.914000+00:00,11307,1287,52.124,7.418,77
2026-06-14T13:19:05.148000+00:00,11307,1287,5.334,5.334,12
2026-06-14T13:19:05.461000+00:00,11307,1287,32.133,2.866,41
2026-06-14T13:19:05.539000+00:00,11307,1287,38.897,2.452,31
2026-06-14T13:19:05.539000+00:00,11307,1287,27.464,,27
2026-06-14T13:19:05.570000+00:00,11307,1287,52.724,0.6,14
2026-06-14T13:19:06.086000+00:00,11307,1287,44.918,2.086,11
2026-06-14T13:19:06.258000+00:00,11307,1287,27.467,12.271,27
2026-06-14T13:19:06.508000+00:00,11307,1287,36.547,2.193,55
2026-06-14T13:19:06.836000+00:00,11307,1287,33.54,1.407,43
2026-06-14T13:19:06.898000+00:00,11307,1287,40.277,1.38,87
2026-06-14T13:19:07.227000+00:00,11307,1287,7.359,2.025,1
2026-06-14T13:19:07.321000+00:00,11307,1287,11.365,4.089,3
2026-06-14T13:19:07.352000+00:00,11307,1287,29.267,,6
2026-06-14T13:19:07.617000+00:00,11307,1287,41.047,0.77,5
2026-06-14T13:19:07.727000+00:00,11307,1287,34.401,0.861,10
2026-06-14T13:19:07.867000+00:00,11307,1287,32.239,2.979,41
2026-06-14T13:19:07.883000+00:00,11307,1287,11.972,0.607,16
2026-06-14T13:19:07.930000+00:00,11307,1287,15.255,3.315,81
2026-06-14T13:19:08.086000+00:00,11307,1287,29.268,1.801,6
2026-06-14T13:19:08.117000+00:00,11307,1287,5.417,5.417,12
2026-06-14T13:19:08.961000+00:00,11307,1287,39.001,2.454,31
2026-06-14T13:19:09.258000+00:00,11307,1287,33.616,1.377,43
2026-06-14T13:19:09.602000+00:00,11307,1287,42.948,1.901,23
2026-06-14T13:19:09.820000+00:00,11307,1287,27.482,,27
2026-06-14T13:19:09.977000+00:00,11307,1287,36.646,2.245,55
2026-06-14T13:19:10.086000+00:00,11307,1287,7.376,1.959,1
2026-06-14T13:19:10.117000+00:00,11307,1287,34.494,0.878,10
2026-06-14T13:19:10.273000+00:00,11307,1287,40.372,1.371,87
2026-06-14T13:19:10.367000+00:00,11307,1287,32.264,,41
2026-06-14T13:19:11.055000+00:00,11307,1287,41.165,0.793,5
2026-06-14T13:19:11.133000+00:00,11307,1287,32.268,2.296,41
2026-06-14T13:19:11.211000+00:00,11307,1287,15.251,3.279,81
2026-06-14T13:19:11.305000+00:00,11307,1287,11.502,4.143,3
2026-06-14T13:19:11.602000+00:00,11307,1287,29.251,1.769,6
2026-06-14T13:19:11.711000+00:00,11307,1287,45.122,2.174,11
2026-06-14T13:19:11.727000+00:00,11307,1287,33.618,1.354,43
2026-06-14T13:19:11.773000+00:00,11307,1287,26.547,11.331,44
2026-06-14T13:19:11.883000+00:00,11307,1287,12.081,0.579,16
2026-06-14T13:19:12.118000+00:00,11307,1287,5.409,5.409,12
2026-06-14T13:19:12.398000+00:00,11307,1287,36.761,2.267,55
2026-06-14T13:19:12.414000+00:00,11307,1287,33.617,1.349,43
2026-06-14T13:19:12.617000+00:00,11307,1287,34.519,0.901,10
2026-06-14T13:19:12.664000+00:00,11307,1287,39.338,2.692,31
2026-06-14T13:19:12.742000+00:00,11307,1287,27.529,0.982,27
2026-06-14T13:19:12.883000+00:00,11307,1287,42.984,1.819,23
2026-06-14T13:19:13.305000+00:00,11307,1287,,0.902,10
2026-06-14T13:19:13.664000+00:00,11307,1287,52.407,7.489,77
2026-06-14T13:19:13.867000+00:00,11307,1287,40.527,1.189,87
2026-06-14T13:19:14.148000+00:00,11307,1287,7.372,1.963,1
2026-06-14T13:19:14.242000+00:00,11307,1287,11.498,4.122,3
2026-06-14T13:19:14.242000+00:00,11307,1287,53.043,0.636,14
2026-06-14T13:19:14.445000+00:00,11307,1287,29.228,1.699,6
2026-06-14T13:19:14.555000+00:00,11307,1287,26.957,11.693,44
2026-06-14T13:19:14.603000+00:00,11307,1287,32.259,3.008,41
2026-06-14T13:19:14.664000+00:00,11307,1287,41.357,0.83,5
2026-06-14T13:19:14.805000+00:00,11307,1287,12.127,0.629,16
2026-06-14T13:19:14.956000+00:00,11307,1287,36.85,2.331,55
2026-06-14T13:19:15.111000+00:00,11307,1287,39.463,2.702,31
2026-06-14T13:19:15.163000+00:00,11307,1287,15.33,3.249,81
2026-06-14T13:19:15.174000+00:00,11307,1287,45.262,2.278,11
2026-06-14T13:19:15.275000+00:00,11307,1287,27.693,0.736,27
2026-06-14T13:19:15.639000+00:00,11307,1287,36.863,2.344,55
2026-06-14T13:19:15.933000+00:00,11307,1287,33.583,1.324,43
2026-06-14T13:19:16.233000+00:00,11307,1287,40.613,1.15,87
2026-06-14T13:19:16.428000+00:00,11307,1287,43.121,1.764,23
2026-06-14T13:19:16.770000+00:00,11307,1287,34.423,0.84,10
2026-06-14T13:19:16.832000+00:00,11307,1287,29.263,1.57,6
2026-06-14T13:19:17.109000+00:00,11307,1287,41.474,0.861,5
2026-06-14T13:19:17.434000+00:00,11307,1287,32.24,3.012,41
2026-06-14T13:19:17.628000+00:00,11307,1287,39.537,2.687,31
2026-06-14T13:19:18.052000+00:00,11307,1287,15.343,3.216,81
2026-06-14T13:19:18.052000+00:00,11307,1287,5.33,5.33,12
2026-06-14T13:19:18.206000+00:00,11307,1287,11.485,4.113,3
2026-06-14T13:19:18.327000+00:00,11307,1287,39.552,2.689,31
2026-06-14T13:19:18.754000+00:00,11307,1287,33.536,1.296,43
2026-06-14T13:19:18.768000+00:00,11307,1287,40.681,1.144,87
2026-06-14T13:19:18.790000+00:00,11307,1287,45.474,2.353,11
2026-06-14T13:19:18.874000+00:00,11307,1287,43.221,1.747,23
2026-06-14T13:19:19.005000+00:00,11307,1287,12.237,0.752,16
2026-06-14T13:19:19.232000+00:00,11307,1287,36.876,2.453,55
2026-06-14T13:19:19.281000+00:00,11307,1287,52.704,7.582,77
2026-06-14T13:19:19.463000+00:00,11307,1287,40.692,1.14,87
2026-06-14T13:19:19.495000+00:00,11307,1287,34.258,0.722,10
2026-06-14T13:19:19.674000+00:00,11307,1287,41.558,0.877,5
2026-06-14T13:19:19.773000+00:00,11307,1287,53.195,0.491,14
2026-06-14T13:19:19.858000+00:00,11307,1287,27.188,11.933,44
2026-06-14T13:19:19.881000+00:00,11307,1287,32.278,3.015,41
2026-06-14T13:19:20.024000+00:00,11307,1287,7.323,1.993,1
2026-06-14T13:19:20.334000+00:00,11307,1287,41.567,0.875,5
2026-06-14T13:19:20.473000+00:00,11307,1287,27.781,0.593,27
2026-06-14T13:19:21.277000+00:00,11307,1287,33.657,1.379,43
2026-06-14T13:19:21.292000+00:00,11307,1287,45.651,2.43,11
2026-06-14T13:19:21.363000+00:00,11307,1287,43.3,1.742,23
2026-06-14T13:19:21.792000+00:00,11307,1287,34.239,0.582,10
2026-06-14T13:19:21.933000+00:00,11307,1287,39.577,2.701,31
2026-06-14T13:19:22.027000+00:00,11307,1287,15.276,3.039,81
2026-06-14T13:19:22.042000+00:00,11307,1287,29.363,1.582,6
2026-06-14T13:19:22.042000+00:00,11307,1287,36.861,2.603,55
2026-06-14T13:19:22.089000+00:00,11307,1287,43.315,1.748,23
2026-06-14T13:19:22.792000+00:00,11307,1287,52.906,7.644,77
2026-06-14T13:19:22.980000+00:00,11307,1287,27.039,11.788,44
2026-06-14T13:19:23.027000+00:00,11307,1287,,1.115,87
2026-06-14T13:19:23.277000+00:00,11307,1287,53.38,0.474,14
2026-06-14T13:19:23.730000+00:00,11307,1287,5.284,5.284,12
2026-06-14T13:19:23.792000+00:00,11307,1287,27.837,0.798,27
2026-06-14T13:19:23.855000+00:00,11307,1287,41.5,0.808,5
2026-06-14T13:19:23.870000+00:00,11307,1287,45.774,2.474,11
2026-06-14T13:19:24.230000+00:00,11307,1287,11.517,4.194,3
2026-06-14T13:19:24.480000+00:00,11307,1287,36.866,2.627,55
2026-06-14T13:19:24.589000+00:00,11307,1287,45.796,2.481,11
2026-06-14T13:19:24.761000+00:00,11307,1287,39.579,2.718,31
2026-06-14T13:19:24.870000+00:00,11307,1287,12.149,0.632,16
2026-06-14T13:19:25.136000+00:00,11307,1287,32.494,3.131,41
2026-06-14T13:19:25.355000+00:00,11307,1287,29.385,1.548,6
2026-06-14T13:19:25.667000+00:00,11307,1287,43.331,1.831,23
2026-06-14T13:19:25.808000+00:00,11307,1287,7.358,2.074,1
2026-06-14T13:19:25.886000+00:00,11307,1287,40.668,1.089,87
2026-06-14T13:19:26.448000+00:00,11307,1287,33.763,1.269,43
2026-06-14T13:19:26.511000+00:00,11307,1287,53.214,7.74,77
2026-06-14T13:19:26.558000+00:00,11307,1287,41.337,0.669,5
2026-06-14T13:19:26.714000+00:00,11307,1287,26.898,11.568,44
2026-06-14T13:19:26.918000+00:00,11307,1287,53.616,0.402,14
2026-06-14T13:19:27.183000+00:00,11307,1287,34.435,0.672,10
2026-06-14T13:19:27.198000+00:00,11307,1287,39.592,2.726,31
2026-06-14T13:19:27.777000+00:00,11307,1287,27.953,1.055,27
2026-06-14T13:19:28.011000+00:00,11307,1287,15.292,3.143,81
2026-06-14T13:19:28.027000+00:00,11307,1287,5.362,5.362,12
2026-06-14T13:19:28.183000+00:00,11307,1287,45.841,2.51,11
2026-06-14T13:19:28.308000+00:00,11307,1287,40.723,1.131,87
2026-06-14T13:19:28.511000+00:00,11307,1287,43.317,1.98,23
2026-06-14T13:19:28.636000+00:00,11307,1287,32.668,3.283,41
2026-06-14T13:19:28.952000+00:00,11307,1287,41.358,0.635,5
2026-06-14T13:19:29.042000+00:00,11307,1287,53.4,,77
2026-06-14T13:19:29.261000+00:00,11307,1287,29.443,1.49,6
2026-06-14T13:19:29.480000+00:00,11307,1287,53.84,0.44,14
2026-06-14T13:19:29.652000+00:00,11307,1287,26.988,11.645,44
2026-06-14T13:19:29.745000+00:00,11307,1287,37.087,2.652,55
2026-06-14T13:19:29.823000+00:00,11307,1287,33.869,1.201,43
2026-06-14T13:19:29.948000+00:00,11307,1287,7.331,1.969,1
2026-06-14T13:19:30.059000+00:00,11307,1287,11.596,4.238,3
2026-06-14T13:19:30.433000+00:00,11307,1287,34.48,0.611,10
2026-06-14T13:19:30.558000+00:00,11307,1287,12.123,0.527,16
2026-06-14T13:19:30.698000+00:00,11307,1287,28.001,1.013,27
2026-06-14T13:19:30.918000+00:00,11307,1287,43.358,2.0,23
2026-06-14T13:19:31.073000+00:00,11307,1287,45.857,2.54,11
2026-06-14T13:19:31.589000+00:00,11307,1287,53.529,,77
2026-06-14T13:19:32.042000+00:00,11307,1287,53.936,0.407,14
2026-06-14T13:19:32.136000+00:00,11307,1287,29.437,1.436,6
2026-06-14T13:19:32.355000+00:00,11307,1287,53.554,7.758,77
2026-06-14T13:19:32.402000+00:00,11307,1287,39.73,2.643,31
2026-06-14T13:19:32.714000+00:00,11307,1287,32.89,3.447,41
2026-06-14T13:19:32.714000+00:00,11307,1287,53.952,0.398,14
2026-06-14T13:19:33.073000+00:00,11307,1287,5.394,5.394,12
2026-06-14T13:19:33.214000+00:00,11307,1287,37.273,2.793,55
2026-06-14T13:19:33.636000+00:00,11307,1287,26.731,11.455,44
2026-06-14T13:19:33.652000+00:00,11307,1287,40.875,1.145,87
2026-06-14T13:19:33.667000+00:00,11307,1287,45.985,2.627,11
2026-06-14T13:19:33.777000+00:00,11307,1287,15.339,3.216,81
2026-06-14T13:19:33.855000+00:00,11307,1287,34.043,1.153,43
2026-06-14T13:19:34.261000+00:00,11307,1287,41.579,0.704,5
2026-06-14T13:19:34.277000+00:00,11307,1287,11.618,4.287,3
2026-06-14T13:19:34.464000+00:00,11307,1287,34.634,0.591,10
2026-06-14T13:19:34.761000+00:00,11307,1287,28.041,1.31,27
2026-06-14T13:19:34.761000+00:00,11307,1287,12.105,0.487,16
2026-06-14T13:19:35.058000+00:00,11307,1287,7.371,1.977,1
2026-06-14T13:19:35.620000+00:00,11307,1287,32.913,3.476,41
2026-06-14T13:19:35.745000+00:00,11307,1287,39.814,2.541,31
2026-06-14T13:19:35.964000+00:00,11307,1287,53.619,,77
2026-06-14T13:19:36.199000+00:00,11307,1287,43.55,1.971,23
2026-06-14T13:19:36.245000+00:00,11307,1287,53.91,0.291,14
2026-06-14T13:19:36.339000+00:00,11307,1287,29.611,1.57,6
2026-06-14T13:19:36.417000+00:00,11307,1287,5.355,5.355,12
2026-06-14T13:19:36.777000+00:00,11307,1287,34.078,1.165,43
2026-06-14T13:19:36.949000+00:00,11307,1287,41.026,1.212,87
2026-06-14T13:19:37.355000+00:00,11307,1287,37.487,2.853,55
2026-06-14T13:19:37.355000+00:00,11307,1287,34.659,0.581,10
2026-06-14T13:19:37.402000+00:00,11307,1287,52.181,6.324,30
2026-06-14T13:19:37.667000+00:00,11307,1287,41.71,0.684,5
2026-06-14T13:19:38.011000+00:00,11307,1287,15.381,3.276,81
2026-06-14T13:19:38.433000+00:00,11307,1287,7.352,1.997,1
2026-06-14T13:19:38.839000+00:00,11307,1287,53.652,1.471,77
2026-06-14T13:19:38.933000+00:00,11307,1287,46.245,2.695,11
2026-06-14T13:19:38.964000+00:00,11307,1287,53.76,0.108,14
2026-06-14T13:19:39.137000+00:00,11307,1287,26.432,11.14,44
2026-06-14T13:19:39.308000+00:00,11307,1287,11.661,4.29,3
2026-06-14T13:19:39.714000+00:00,11307,1287,43.768,2.058,23
2026-06-14T13:19:39.792000+00:00,11307,1287,33.072,3.461,41
2026-06-14T13:19:39.886000+00:00,11307,1287,40.064,2.577,31
2026-06-14T13:19:39.902000+00:00,11307,1287,12.208,0.547,16
2026-06-14T13:19:39.933000+00:00,11307,1287,5.357,5.357,12
2026-06-14T13:19:40.245000+00:00,11307,1287,37.535,2.876,55
2026-06-14T13:19:40.339000+00:00,11307,1287,52.732,6.747,30
2026-06-14T13:19:40.855000+00:00,11307,1287,28.149,1.717,27
2026-06-14T13:19:40.980000+00:00,11307,1287,34.245,1.173,43
2026-06-14T13:19:41.089000+00:00,11307,1287,41.269,1.205,87
2026-06-14T13:19:41.355000+00:00,11307,1287,53.776,,77
2026-06-14T13:19:41.386000+00:00,11307,1287,53.769,1.037,14
2026-06-14T13:19:41.699000+00:00,11307,1287,34.939,0.694,10
2026-06-14T13:19:41.839000+00:00,11307,1287,42.025,0.756,5
2026-06-14T13:19:41.933000+00:00,11307,1287,5.313,5.313,12
2026-06-14T13:19:41.964000+00:00,11307,1287,7.382,2.025,1
2026-06-14T13:19:42.277000+00:00,11307,1287,46.322,2.554,11
2026-06-14T13:19:42.370000+00:00,11307,1287,29.658,1.509,6
2026-06-14T13:19:42.808000+00:00,11307,1287,11.724,4.372,3
2026-06-14T13:19:42.839000+00:00,11307,1287,40.169,2.634,31
2026-06-14T13:19:43.074000+00:00,11307,1287,15.372,3.164,81
2026-06-14T13:19:43.339000+00:00,11307,1287,12.265,0.541,16
2026-06-14T13:19:43.855000+00:00,11307,1287,44.033,2.008,23
2026-06-14T13:19:44.042000+00:00,11307,1287,7.387,2.074,1
2026-06-14T13:19:44.058000+00:00,11307,1287,41.354,1.185,87
2026-06-14T13:19:44.464000+00:00,11307,1287,37.728,2.789,55
2026-06-14T13:19:44.511000+00:00,11307,1287,26.063,10.724,44
2026-06-14T13:19:44.824000+00:00,11307,1287,42.114,0.76,5
2026-06-14T13:19:45.839000+00:00,11307,1287,53.157,6.912,30
2026-06-14T13:19:45.886000+00:00,11307,1287,33.173,3.515,41
2026-06-14T13:19:46.402000+00:00,11307,1287,11.83,4.448,3
2026-06-14T13:19:46.433000+00:00,11307,1287,46.612,2.579,11
2026-06-14T13:19:46.433000+00:00,11307,1287,15.374,3.109,81
2026-06-14T13:19:46.652000+00:00,11307,1287,28.227,2.164,27
2026-06-14T13:19:46.792000+00:00,11307,1287,44.097,1.983,23
2026-06-14T13:19:46.949000+00:00,11307,1287,54.276,1.119,14
2026-06-14T13:19:46.980000+00:00,11307,1287,12.401,0.571,16
2026-06-14T13:19:47.074000+00:00,11307,1287,34.369,1.196,43
2026-06-14T13:19:47.136000+00:00,11307,1287,40.46,2.732,31
2026-06-14T13:19:47.167000+00:00,11307,1287,54.509,0.233,77
2026-06-14T13:19:47.761000+00:00,11307,1287,35.048,0.679,10
2026-06-14T13:19:48.089000+00:00,11307,1287,29.7,1.473,6
2026-06-14T13:19:48.355000+00:00,11307,1287,41.574,1.114,87
2026-06-14T13:19:48.449000+00:00,11307,1287,11.805,4.418,3
2026-06-14T13:19:48.620000+00:00,11307,1287,25.976,10.595,44
2026-06-14T13:19:48.933000+00:00,11307,1287,42.189,0.615,5
2026-06-14T13:19:48.980000+00:00,11307,1287,12.357,0.552,16
2026-06-14T13:19:49.230000+00:00,11307,1287,53.268,6.946,30
2026-06-14T13:19:49.418000+00:00,11307,1287,46.729,2.632,11
2026-06-14T13:19:49.964000+00:00,11307,1287,15.384,2.983,81
2026-06-14T13:19:50.089000+00:00,11307,1287,5.169,5.169,12
2026-06-14T13:19:50.480000+00:00,11307,1287,54.531,1.263,14
2026-06-14T13:19:50.605000+00:00,11307,1287,37.883,2.835,55
2026-06-14T13:19:50.667000+00:00,11307,1287,54.734,0.203,77
2026-06-14T13:19:50.917000+00:00,11307,1287,28.278,2.302,27
2026-06-14T13:19:50.964000+00:00,11307,1287,44.224,2.035,23
2026-06-14T13:19:51.683000+00:00,11307,1287,33.235,3.535,41
2026-06-14T13:19:51.980000+00:00,11307,1287,15.358,3.001,81
2026-06-14T13:19:52.277000+00:00,11307,1287,7.361,2.192,1
2026-06-14T13:19:52.402000+00:00,11307,1287,29.756,1.478,6
2026-06-14T13:19:52.933000+00:00,11307,1287,34.505,1.27,43
