source_id,source_name,source_type,source_path_or_uri,source_timestamp_utc,source_sha256,source_role,gate_allowed,notes
forecast_source,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1294_spain_madrid_madring/post_qualifying/control_room_overlay/forecast_rows.csv,csv,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1294_spain_madrid_madring/post_qualifying/control_room_overlay/forecast_rows.csv,2026-09-12T23:44:40Z,68b5f5d411bf3e5ad8ff7eda62f5f113a66bdb80d85fdfaa6d46f9df71dc317a,forecast_source,True,Actual forecast source copied into immutable bundle.
