date,session_key,pit_duration,meeting_key,stop_duration,lap_number,driver_number,lane_duration,source_closure_retrieved_utc
2026-05-03T18:08:38.349000+00:00,11280,22.09,1284,2.8,37,18,22.09,2026-08-23T03:18:18.163353Z
2026-05-03T18:14:48.371000+00:00,11280,23.16,1284,3.1,41,14,23.16,2026-08-23T03:18:18.163353Z
2026-05-23T16:15:39.227000+00:00,11286,155.1,1285,,7,6,155.1,2026-08-23T03:19:02.653546Z
2026-05-23T16:18:32.832000+00:00,11286,23.5,1285,,9,6,23.5,2026-08-23T03:19:02.653546Z
2026-05-23T16:22:01.414000+00:00,11286,24.0,1285,,14,23,24.0,2026-08-23T03:19:02.653546Z
2026-05-23T16:23:24.074000+00:00,11286,24.6,1285,,15,14,24.6,2026-08-23T03:19:02.653546Z
2026-05-23T16:27:20.351000+00:00,11286,38.4,1285,,18,87,38.4,2026-08-23T03:19:02.653546Z
2026-05-23T16:29:03.467000+00:00,11286,70.6,1285,,19,10,70.6,2026-08-23T03:19:02.653546Z
2026-05-24T20:11:35.201000+00:00,11291,24.1,1285,,1,81,24.1,2026-08-23T03:19:11.226880Z
2026-05-24T20:12:53.655000+00:00,11291,23.4,1285,,2,1,23.4,2026-08-23T03:19:11.226880Z
2026-05-24T20:13:06.553000+00:00,11291,24.9,1285,,2,27,24.9,2026-08-23T03:19:11.226880Z
2026-05-24T20:13:10.208000+00:00,11291,24.7,1285,,2,55,24.7,2026-08-23T03:19:11.226880Z
2026-05-24T20:13:12.614000+00:00,11291,28.1,1285,,2,5,28.1,2026-08-23T03:19:11.226880Z
2026-05-24T20:13:13.091000+00:00,11291,25.7,1285,,2,11,25.7,2026-08-23T03:19:11.226880Z
2026-05-24T20:14:43.855000+00:00,11291,28.2,1285,,3,77,28.2,2026-08-23T03:19:11.226880Z
2026-05-24T20:23:13.509000+00:00,11291,24.8,1285,,9,77,24.8,2026-08-23T03:19:11.226880Z
2026-05-24T20:26:37.176000+00:00,11291,36.6,1285,,12,81,36.6,2026-08-23T03:19:11.226880Z
2026-05-24T20:29:29.471000+00:00,11291,24.2,1285,,14,18,24.2,2026-08-23T03:19:11.226880Z
2026-05-24T20:30:15.392000+00:00,11291,28.8,1285,,15,1,28.8,2026-08-23T03:19:11.226880Z
2026-05-24T20:30:47.863000+00:00,11291,25.1,1285,,15,11,25.1,2026-08-23T03:19:11.226880Z
2026-05-24T20:31:52.896000+00:00,11291,24.8,1285,,16,31,24.8,2026-08-23T03:19:11.226880Z
2026-05-24T20:34:34.135000+00:00,11291,24.7,1285,,18,5,24.7,2026-08-23T03:19:11.226880Z
2026-05-24T20:37:09.895000+00:00,11291,31.0,1285,,20,27,31.0,2026-08-23T03:19:11.226880Z
2026-05-24T20:37:15.069000+00:00,11291,24.7,1285,,20,14,24.7,2026-08-23T03:19:11.226880Z
2026-05-24T20:49:34.153000+00:00,11291,25.6,1285,,30,43,25.6,2026-08-23T03:19:11.226880Z
2026-05-24T20:49:46.801000+00:00,11291,24.9,1285,,29,11,24.9,2026-08-23T03:19:11.226880Z
2026-05-24T20:49:47.971000+00:00,11291,24.1,1285,,30,30,24.1,2026-08-23T03:19:11.226880Z
2026-05-24T20:49:55.410000+00:00,11291,25.6,1285,,30,10,25.6,2026-08-23T03:19:11.226880Z
2026-05-24T20:50:09.459000+00:00,11291,25.6,1285,,30,55,25.6,2026-08-23T03:19:11.226880Z
2026-05-24T20:50:16.912000+00:00,11291,25.1,1285,,31,12,25.1,2026-08-23T03:19:11.226880Z
2026-05-24T20:50:19.553000+00:00,11291,44.9,1285,,30,87,44.9,2026-08-23T03:19:11.226880Z
2026-05-24T20:50:23.022000+00:00,11291,25.1,1285,,31,3,25.1,2026-08-23T03:19:11.226880Z
2026-05-24T20:50:34.865000+00:00,11291,25.9,1285,,31,44,25.9,2026-08-23T03:19:11.226880Z
2026-05-24T20:50:38.006000+00:00,11291,24.9,1285,,31,6,24.9,2026-08-23T03:19:11.226880Z
2026-05-24T20:50:40.850000+00:00,11291,30.1,1285,,31,16,30.1,2026-08-23T03:19:11.226880Z
2026-05-24T20:51:02.188000+00:00,11291,24.4,1285,,29,77,24.4,2026-08-23T03:19:11.226880Z
2026-05-24T20:51:29.219000+00:00,11291,35.3,1285,,30,31,35.3,2026-08-23T03:19:11.226880Z
2026-05-24T21:17:51.300000+00:00,11291,24.1,1285,,49,18,24.1,2026-08-23T03:19:11.226880Z
2026-05-24T21:18:25.134000+00:00,11291,34.7,1285,,52,6,34.7,2026-08-23T03:19:11.226880Z
2026-05-24T21:18:48.229000+00:00,11291,31.1,1285,,49,77,31.1,2026-08-23T03:19:11.226880Z
2026-05-24T21:18:50.366000+00:00,11291,36.1,1285,,51,81,36.1,2026-08-23T03:19:11.226880Z
2026-05-24T21:31:49.681000+00:00,11291,34.8,1285,,62,6,34.8,2026-08-23T03:19:11.226880Z
2026-06-07T13:05:11.097000+00:00,11299,26.7,1286,,1,77,26.7,2026-08-23T03:20:14.543502Z
2026-06-07T13:05:11.753000+00:00,11299,25.9,1286,,1,5,25.9,2026-08-23T03:20:14.543502Z
2026-06-07T13:05:15.738000+00:00,11299,32.1,1286,,1,87,32.1,2026-08-23T03:20:14.543502Z
2026-06-07T13:07:51.620000+00:00,11299,24.9,1286,,3,14,24.9,2026-08-23T03:20:14.543502Z
2026-06-07T13:09:10.136000+00:00,11299,27.1,1286,,4,11,27.1,2026-08-23T03:20:14.543502Z
2026-06-07T13:09:14.620000+00:00,11299,24.8,1286,,4,18,24.8,2026-08-23T03:20:14.543502Z
2026-06-07T13:15:47.335000+00:00,11299,25.4,1286,,9,31,25.4,2026-08-23T03:20:14.543502Z
2026-06-07T13:15:59.835000+00:00,11299,19.7,1286,,9,11,19.7,2026-08-23T03:20:14.543502Z
2026-06-07T13:19:39.858000+00:00,11299,24.8,1286,,12,27,24.8,2026-08-23T03:20:14.543502Z
2026-06-07T13:39:40.204000+00:00,11299,24.1,1286,,28,44,24.1,2026-08-23T03:20:14.543502Z
2026-06-07T13:44:09.388000+00:00,11299,24.0,1286,,31,63,24.0,2026-08-23T03:20:14.543502Z
2026-06-07T13:45:28.474000+00:00,11299,24.7,1286,,32,6,24.7,2026-08-23T03:20:14.543502Z
2026-06-07T13:48:48.285000+00:00,11299,25.3,1286,,35,16,25.3,2026-08-23T03:20:14.543502Z
2026-06-07T13:50:05.535000+00:00,11299,25.7,1286,,35,43,25.7,2026-08-23T03:20:14.543502Z
2026-06-07T13:50:58.679000+00:00,11299,24.1,1286,,37,12,24.1,2026-08-23T03:20:14.543502Z
2026-06-07T14:00:37.472000+00:00,11299,25.5,1286,,43,23,25.5,2026-08-23T03:20:14.543502Z
2026-06-07T14:01:33.347000+00:00,11299,24.6,1286,,43,5,24.6,2026-08-23T03:20:14.543502Z
2026-06-07T14:01:42.457000+00:00,11299,25.6,1286,,44,30,25.6,2026-08-23T03:20:14.543502Z
2026-06-07T14:02:41.495000+00:00,11299,25.5,1286,,45,10,25.5,2026-08-23T03:20:14.543502Z
2026-06-07T14:06:31.029000+00:00,11299,24.2,1286,,48,81,24.2,2026-08-23T03:20:14.543502Z
2026-06-07T14:12:46.971000+00:00,11299,25.6,1286,,52,55,25.6,2026-08-23T03:20:14.543502Z
2026-06-07T14:21:17.307000+00:00,11299,20.5,1286,,58,27,20.5,2026-08-23T03:20:14.543502Z
2026-06-07T14:21:25.635000+00:00,11299,31.4,1286,,59,81,31.4,2026-08-23T03:20:14.543502Z
2026-06-07T14:21:26.073000+00:00,11299,31.2,1286,,60,44,31.2,2026-08-23T03:20:14.543502Z
2026-06-07T14:21:34.338000+00:00,11299,26.3,1286,,58,14,26.3,2026-08-23T03:20:14.543502Z
2026-06-07T14:21:34.463000+00:00,11299,34.9,1286,,60,16,34.9,2026-08-23T03:20:14.543502Z
2026-06-07T14:22:10.057000+00:00,11299,20.3,1286,,58,5,20.3,2026-08-23T03:20:14.543502Z
2026-06-07T14:22:39.778000+00:00,11299,26.8,1286,,61,12,26.8,2026-08-23T03:20:14.543502Z
2026-06-07T14:22:46.086000+00:00,11299,19.6,1286,,60,6,19.6,2026-08-23T03:20:14.543502Z
2026-06-07T14:22:50.085000+00:00,11299,35.2,1286,,60,63,35.2,2026-08-23T03:20:14.543502Z
2026-06-07T14:22:51.100000+00:00,11299,20.2,1286,,59,41,20.2,2026-08-23T03:20:14.543502Z
2026-06-07T14:22:52.596000+00:00,11299,19.7,1286,,59,23,19.7,2026-08-23T03:20:14.543502Z
2026-06-07T14:22:54.064000+00:00,11299,19.8,1286,,59,55,19.8,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:09.338000+00:00,11299,19.9,1286,,59,31,19.9,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:11.197000+00:00,11299,19.9,1286,,59,27,19.9,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:14.713000+00:00,11299,21.9,1286,,59,43,21.9,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:15.900000+00:00,11299,19.8,1286,,60,10,19.8,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:20.338000+00:00,11299,20.1,1286,,60,81,20.1,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:26.682000+00:00,11299,24.2,1286,,61,44,24.2,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:27.510000+00:00,11299,20.2,1286,,59,14,20.2,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:29.885000+00:00,11299,20.0,1286,,61,16,20.0,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:41.002000+00:00,11299,19.9,1286,,60,30,19.9,2026-08-23T03:20:14.543502Z
2026-06-07T14:23:51.502000+00:00,11299,26.0,1286,,59,11,26.0,2026-08-23T03:20:14.543502Z
2026-06-07T14:24:06.813000+00:00,11299,24.8,1286,,59,5,24.8,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:43.844000+00:00,11299,20.7,1286,,66,12,20.7,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:47.250000+00:00,11299,22.5,1286,,66,44,22.5,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:48.418000+00:00,11299,22.3,1286,,66,6,22.3,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:50.457000+00:00,11299,22.5,1286,,66,63,22.5,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:52.040000+00:00,11299,22.7,1286,,65,41,22.7,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:53.440000+00:00,11299,22.7,1286,,65,23,22.7,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:54.289000+00:00,11299,22.1,1286,,65,55,22.1,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:55.584000+00:00,11299,21.4,1286,,65,31,21.4,2026-08-23T03:20:14.543502Z
2026-06-07T14:32:57.280000+00:00,11299,22.3,1286,,65,27,22.3,2026-08-23T03:20:14.543502Z
2026-06-07T14:33:01.288000+00:00,11299,23.3,1286,,66,10,23.3,2026-08-23T03:20:14.543502Z
2026-06-07T14:33:02.693000+00:00,11299,23.3,1286,,65,43,23.3,2026-08-23T03:20:14.543502Z
2026-06-07T14:33:03.979000+00:00,11299,23.4,1286,,66,81,23.4,2026-08-23T03:20:14.543502Z
2026-06-07T14:33:05.205000+00:00,11299,24.0,1286,,65,14,24.0,2026-08-23T03:20:14.543502Z
2026-06-07T14:33:06.706000+00:00,11299,23.8,1286,,65,11,23.8,2026-08-23T03:20:14.543502Z
2026-06-07T14:33:07.685000+00:00,11299,22.7,1286,,65,5,22.7,2026-08-23T03:20:14.543502Z
2026-06-07T14:33:11.784000+00:00,11299,20.3,1286,,66,30,20.3,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:07.188000+00:00,11299,2023.0,1286,,67,41,2023.0,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:09.758000+00:00,11299,2024.1,1286,,67,23,2024.1,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:12.693000+00:00,11299,2025.7,1286,,67,55,2025.7,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:14.530000+00:00,11299,2025.9,1286,,67,31,2025.9,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:17.140000+00:00,11299,2027.0,1286,,67,27,2027.0,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:18.492000+00:00,11299,2025.8,1286,,67,43,2025.8,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:21.680000+00:00,11299,2024.7,1286,,67,14,2024.7,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:25.367000+00:00,11299,2026.8,1286,,67,11,2026.8,2026-08-23T03:20:14.543502Z
2026-06-07T15:10:29.774000+00:00,11299,2029.9,1286,,67,5,2029.9,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:12.024000+00:00,11299,2154.1,1286,,68,12,2154.1,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:15.196000+00:00,11299,2156.2,1286,,68,44,2156.2,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:17.821000+00:00,11299,2156.6,1286,,68,6,2156.6,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:20.728000+00:00,11299,2158.1,1286,,68,63,2158.1,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:23.290000+00:00,11299,2151.5,1286,,68,10,2151.5,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:26.556000+00:00,11299,2151.4,1286,,68,81,2151.4,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:29.165000+00:00,11299,2146.0,1286,,68,30,2146.0,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:32.696000+00:00,11299,62.5,1286,,68,41,62.5,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:34.790000+00:00,11299,62.2,1286,,68,23,62.2,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:37.618000+00:00,11299,61.9,1286,,68,55,61.9,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:39.884000+00:00,11299,62.6,1286,,68,31,62.6,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:42.993000+00:00,11299,61.9,1286,,68,27,61.9,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:48.759000+00:00,11299,64.4,1286,,68,43,64.4,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:51.994000+00:00,11299,64.9,1286,,68,14,64.9,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:54.552000+00:00,11299,65.8,1286,,68,11,65.8,2026-08-23T03:20:14.543502Z
2026-06-07T15:12:56.029000+00:00,11299,63.9,1286,,68,5,63.9,2026-08-23T03:20:14.543502Z
2026-06-07T15:19:38.018000+00:00,11299,19.7,1286,,72,63,19.7,2026-08-23T03:20:14.543502Z
2026-07-03T15:30:14.714000+00:00,11317,,1289,,1,11,,2026-08-23T03:23:01.442197Z
2026-07-03T15:30:20.299000+00:00,11317,,1289,,1,77,,2026-08-23T03:23:01.442197Z
2026-07-03T15:30:43.565000+00:00,11317,,1289,,1,31,,2026-08-23T03:23:01.442197Z
2026-07-03T15:30:47.676000+00:00,11317,,1289,,1,87,,2026-08-23T03:23:01.442197Z
2026-07-03T15:31:20.441000+00:00,11317,,1289,,1,12,,2026-08-23T03:23:01.442197Z
2026-07-03T15:31:26.105000+00:00,11317,,1289,,1,63,,2026-08-23T03:23:01.442197Z
2026-07-03T15:31:30.514000+00:00,11317,,1289,,1,16,,2026-08-23T03:23:01.442197Z
2026-07-03T15:31:35.738000+00:00,11317,,1289,,1,44,,2026-08-23T03:23:01.442197Z
2026-07-03T15:31:41.437000+00:00,11317,,1289,,1,5,,2026-08-23T03:23:01.442197Z
2026-07-03T15:31:51.388000+00:00,11317,,1289,,1,27,,2026-08-23T03:23:01.442197Z
2026-07-03T15:31:58.181000+00:00,11317,,1289,,1,30,,2026-08-23T03:23:01.442197Z
2026-07-03T15:32:02.555000+00:00,11317,,1289,,1,55,,2026-08-23T03:23:01.442197Z
2026-07-03T15:32:09.313000+00:00,11317,,1289,,1,23,,2026-08-23T03:23:01.442197Z
2026-07-03T15:32:15.533000+00:00,11317,,1289,,1,41,,2026-08-23T03:23:01.442197Z
2026-07-03T15:32:25.695000+00:00,11317,,1289,,1,3,,2026-08-23T03:23:01.442197Z
2026-07-03T15:32:30.481000+00:00,11317,,1289,,1,6,,2026-08-23T03:23:01.442197Z
2026-07-03T15:32:47.754000+00:00,11317,,1289,,1,81,,2026-08-23T03:23:01.442197Z
2026-07-03T15:33:00.221000+00:00,11317,,1289,,1,1,,2026-08-23T03:23:01.442197Z
2026-07-03T15:33:06.606000+00:00,11317,,1289,,1,10,,2026-08-23T03:23:01.442197Z
2026-07-03T15:33:14.292000+00:00,11317,,1289,,1,43,,2026-08-23T03:23:01.442197Z
2026-07-03T15:35:18.699000+00:00,11317,,1289,,1,14,,2026-08-23T03:23:01.442197Z
2026-07-03T15:35:22.626000+00:00,11317,,1289,,1,18,,2026-08-23T03:23:01.442197Z
2026-07-03T15:37:18.315000+00:00,11317,48.6,1289,,4,12,48.6,2026-08-23T03:23:01.442197Z
2026-07-03T15:38:03.502000+00:00,11317,76.3,1289,,4,63,76.3,2026-08-23T03:23:01.442197Z
2026-07-03T15:38:19.306000+00:00,11317,67.3,1289,,4,5,67.3,2026-08-23T03:23:01.442197Z
2026-07-03T15:38:28.897000+00:00,11317,68.2,1289,,4,27,68.2,2026-08-23T03:23:01.442197Z
2026-07-03T15:38:34.860000+00:00,11317,155.5,1289,,4,31,155.5,2026-08-23T03:23:01.442197Z
2026-07-03T15:38:38.322000+00:00,11317,151.5,1289,,4,87,151.5,2026-08-23T03:23:01.442197Z
2026-07-03T15:38:40.355000+00:00,11317,194.4,1289,,4,77,194.4,2026-08-23T03:23:01.442197Z
2026-07-03T15:38:43.485000+00:00,11317,208.2,1289,,4,11,208.2,2026-08-23T03:23:01.442197Z
2026-07-03T15:39:01.603000+00:00,11317,40.9,1289,,4,1,40.9,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:06.393000+00:00,11317,323.6,1289,,7,27,323.6,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:08.539000+00:00,11317,260.1,1289,,8,55,260.1,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:13.725000+00:00,11317,338.9,1289,,7,3,338.9,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:19.467000+00:00,11317,262.3,1289,,8,23,262.3,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:25.120000+00:00,11317,415.0,1289,,6,6,415.0,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:36.543000+00:00,11317,305.0,1289,,7,1,305.0,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:41.543000+00:00,11317,364.6,1289,,7,5,364.6,2026-08-23T03:23:01.442197Z
2026-07-03T15:49:49.229000+00:00,11317,697.5,1289,,4,81,697.5,2026-08-23T03:23:01.442197Z
2026-07-03T15:50:08.120000+00:00,11317,586.1,1289,,6,16,586.1,2026-08-23T03:23:01.442197Z
2026-07-03T15:50:11.894000+00:00,11317,457.7,1289,,7,44,457.7,2026-08-23T03:23:01.442197Z
2026-07-03T15:50:29.268000+00:00,11317,470.3,1289,,7,12,470.3,2026-08-23T03:23:01.442197Z
2026-07-03T15:50:36.741000+00:00,11317,443.3,1289,,7,63,443.3,2026-08-23T03:23:01.442197Z
2026-07-03T15:54:15.614000+00:00,11317,678.8,1289,,7,30,678.8,2026-08-23T03:23:01.442197Z
2026-07-03T15:54:19.893000+00:00,11317,632.5,1289,,7,41,632.5,2026-08-23T03:23:01.442197Z
2026-07-03T15:54:24.358000+00:00,11317,622.8,1289,,7,10,622.8,2026-08-23T03:23:01.442197Z
2026-07-03T15:54:26.968000+00:00,11317,579.8,1289,,7,43,579.8,2026-08-23T03:23:01.442197Z
2026-07-03T15:55:28.130000+00:00,11317,32.8,1289,,10,1,32.8,2026-08-23T03:23:01.442197Z
2026-07-03T15:55:50.842000+00:00,11317,107.1,1289,,11,55,107.1,2026-08-23T03:23:01.442197Z
2026-07-03T15:55:58.126000+00:00,11317,108.6,1289,,10,27,108.6,2026-08-23T03:23:01.442197Z
2026-07-03T15:56:10.106000+00:00,11317,65.6,1289,,10,5,65.6,2026-08-23T03:23:01.442197Z
2026-07-03T15:56:33.648000+00:00,11317,54.7,1289,,10,12,54.7,2026-08-23T03:23:01.442197Z
2026-07-03T15:56:40.495000+00:00,11317,122.5,1289,,11,23,122.5,2026-08-23T03:23:01.442197Z
2026-07-03T16:10:49.149000+00:00,11317,616.5,1289,,10,81,616.5,2026-08-23T03:23:01.442197Z
2026-07-03T16:10:53.933000+00:00,11317,667.3,1289,,10,41,667.3,2026-08-23T03:23:01.442197Z
2026-07-03T16:10:58.546000+00:00,11317,621.4,1289,,13,1,621.4,2026-08-23T03:23:01.442197Z
2026-07-03T16:11:01.956000+00:00,11317,695.4,1289,,10,30,695.4,2026-08-23T03:23:01.442197Z
2026-07-03T16:11:07.006000+00:00,11317,566.6,1289,,13,12,566.6,2026-08-23T03:23:01.442197Z
2026-07-03T16:11:10.107000+00:00,11317,611.4,1289,,12,16,611.4,2026-08-23T03:23:01.442197Z
2026-07-03T16:11:22.166000+00:00,11317,731.6,1289,,12,44,731.6,2026-08-23T03:23:01.442197Z
2026-07-03T16:11:32.581000+00:00,11317,1023.8,1289,,10,3,1023.8,2026-08-23T03:23:01.442197Z
2026-07-03T16:11:42.276000+00:00,11317,677.0,1289,,12,6,677.0,2026-08-23T03:23:01.442197Z
2026-07-03T16:11:55.242000+00:00,11317,642.0,1289,,13,63,642.0,2026-08-23T03:23:01.442197Z
2026-07-04T11:08:06.286000+00:00,11321,48.6,1289,,2,11,48.6,2026-08-23T03:23:05.789344Z
2026-07-04T11:27:18.703000+00:00,11321,30.9,1289,,14,18,30.9,2026-08-23T03:23:05.789344Z
2026-07-05T14:06:54.499000+00:00,11326,44.1,1289,,1,23,44.1,2026-08-23T03:23:15.497241Z
