date,session_key,meeting_key,driver_number,position
2026-09-26T10:07:06.143000+00:00,11377,1295,63,1
2026-09-26T10:07:06.143000+00:00,11377,1295,16,2
2026-09-26T10:07:06.143000+00:00,11377,1295,81,3
2026-09-26T10:07:06.143000+00:00,11377,1295,6,4
2026-09-26T10:07:06.143000+00:00,11377,1295,1,5
2026-09-26T10:07:06.143000+00:00,11377,1295,44,6
2026-09-26T10:07:06.143000+00:00,11377,1295,10,7
2026-09-26T10:07:06.143000+00:00,11377,1295,3,8
2026-09-26T10:07:06.143000+00:00,11377,1295,43,9
2026-09-26T10:07:06.143000+00:00,11377,1295,87,10
2026-09-26T10:07:06.143000+00:00,11377,1295,30,11
2026-09-26T10:07:06.143000+00:00,11377,1295,23,12
2026-09-26T10:07:06.143000+00:00,11377,1295,31,13
2026-09-26T10:07:06.143000+00:00,11377,1295,55,14
2026-09-26T10:07:06.143000+00:00,11377,1295,41,15
2026-09-26T10:07:06.143000+00:00,11377,1295,12,16
2026-09-26T10:07:06.143000+00:00,11377,1295,5,17
2026-09-26T10:07:06.143000+00:00,11377,1295,27,18
2026-09-26T10:07:06.143000+00:00,11377,1295,77,19
2026-09-26T10:07:06.143000+00:00,11377,1295,11,20
2026-09-26T10:07:06.143000+00:00,11377,1295,14,21
2026-09-26T10:07:06.143000+00:00,11377,1295,18,22
2026-09-26T11:04:04.172000+00:00,11377,1295,16,3
2026-09-26T11:04:04.172000+00:00,11377,1295,81,2
2026-09-26T11:04:04.556000+00:00,11377,1295,6,5
2026-09-26T11:04:04.556000+00:00,11377,1295,1,4
2026-09-26T11:04:05.409000+00:00,11377,1295,44,7
2026-09-26T11:04:05.409000+00:00,11377,1295,10,6
2026-09-26T11:04:05.920000+00:00,11377,1295,87,11
2026-09-26T11:04:05.920000+00:00,11377,1295,30,10
2026-09-26T11:04:06.856000+00:00,11377,1295,55,15
2026-09-26T11:04:06.856000+00:00,11377,1295,41,14
2026-09-26T11:04:07.116000+00:00,11377,1295,12,17
2026-09-26T11:04:07.116000+00:00,11377,1295,5,18
2026-09-26T11:04:07.116000+00:00,11377,1295,27,16
2026-09-26T11:04:07.745000+00:00,11377,1295,77,20
2026-09-26T11:04:07.745000+00:00,11377,1295,11,19
2026-09-26T11:04:08.126000+00:00,11377,1295,77,21
2026-09-26T11:04:08.126000+00:00,11377,1295,14,20
2026-09-26T11:04:10.722000+00:00,11377,1295,44,6
2026-09-26T11:04:10.722000+00:00,11377,1295,10,7
2026-09-26T11:04:10.961000+00:00,11377,1295,10,8
2026-09-26T11:04:10.961000+00:00,11377,1295,3,7
2026-09-26T11:04:13.726000+00:00,11377,1295,11,20
2026-09-26T11:04:13.726000+00:00,11377,1295,14,19
2026-09-26T11:04:24.123000+00:00,11377,1295,55,16
2026-09-26T11:04:24.123000+00:00,11377,1295,27,15
2026-09-26T11:04:28.645000+00:00,11377,1295,87,12
2026-09-26T11:04:28.645000+00:00,11377,1295,23,11
2026-09-26T11:04:29.523000+00:00,11377,1295,55,15
2026-09-26T11:04:29.523000+00:00,11377,1295,27,16
2026-09-26T11:04:35.470000+00:00,11377,1295,55,16
2026-09-26T11:04:35.470000+00:00,11377,1295,27,15
2026-09-26T11:05:53.714000+00:00,11377,1295,55,15
2026-09-26T11:05:53.714000+00:00,11377,1295,27,16
2026-09-26T11:05:54.621000+00:00,11377,1295,87,11
2026-09-26T11:05:54.621000+00:00,11377,1295,23,12
2026-09-26T11:05:55.525000+00:00,11377,1295,11,19
2026-09-26T11:05:55.525000+00:00,11377,1295,14,20
2026-09-26T11:05:58.148000+00:00,11377,1295,55,16
2026-09-26T11:05:58.148000+00:00,11377,1295,27,15
2026-09-26T11:06:05.739000+00:00,11377,1295,87,12
2026-09-26T11:06:05.739000+00:00,11377,1295,23,11
2026-09-26T11:06:12.220000+00:00,11377,1295,44,7
2026-09-26T11:06:12.220000+00:00,11377,1295,3,6
2026-09-26T11:06:16.503000+00:00,11377,1295,87,11
2026-09-26T11:06:16.503000+00:00,11377,1295,23,12
2026-09-26T11:07:35.489000+00:00,11377,1295,6,4
2026-09-26T11:07:35.489000+00:00,11377,1295,1,5
2026-09-26T11:07:45.094000+00:00,11377,1295,55,15
2026-09-26T11:07:45.094000+00:00,11377,1295,27,16
2026-09-26T11:08:01.328000+00:00,11377,1295,1,6
2026-09-26T11:08:01.328000+00:00,11377,1295,3,5
2026-09-26T11:09:28.510000+00:00,11377,1295,16,4
2026-09-26T11:09:28.510000+00:00,11377,1295,6,3
2026-09-26T11:09:32.893000+00:00,11377,1295,12,16
2026-09-26T11:09:32.893000+00:00,11377,1295,27,17
2026-09-26T11:09:34.701000+00:00,11377,1295,16,3
2026-09-26T11:09:34.701000+00:00,11377,1295,6,4
2026-09-26T11:09:41.801000+00:00,11377,1295,77,20
2026-09-26T11:09:41.801000+00:00,11377,1295,14,21
2026-09-26T11:09:49.959000+00:00,11377,1295,16,4
2026-09-26T11:09:49.959000+00:00,11377,1295,6,3
2026-09-26T11:11:14.731000+00:00,11377,1295,16,5
2026-09-26T11:11:14.731000+00:00,11377,1295,3,4
2026-09-26T11:11:51.912000+00:00,11377,1295,55,16
2026-09-26T11:11:51.912000+00:00,11377,1295,12,15
2026-09-26T11:13:14.956000+00:00,11377,1295,87,10
2026-09-26T11:13:14.956000+00:00,11377,1295,30,11
2026-09-26T11:13:19.704000+00:00,11377,1295,41,15
2026-09-26T11:13:19.704000+00:00,11377,1295,12,14
2026-09-26T11:14:54.326000+00:00,11377,1295,6,4
2026-09-26T11:14:54.326000+00:00,11377,1295,3,3
2026-09-26T11:18:52.178000+00:00,11377,1295,55,17
2026-09-26T11:18:52.178000+00:00,11377,1295,27,16
2026-09-26T11:20:36.526000+00:00,11377,1295,31,14
2026-09-26T11:20:36.526000+00:00,11377,1295,12,13
2026-09-26T11:22:24.265000+00:00,11377,1295,30,12
2026-09-26T11:22:24.265000+00:00,11377,1295,23,11
2026-09-26T11:22:30.406000+00:00,11377,1295,30,11
2026-09-26T11:22:30.406000+00:00,11377,1295,23,12
2026-09-26T11:24:36.206000+00:00,11377,1295,23,13
2026-09-26T11:24:36.206000+00:00,11377,1295,12,12
2026-09-26T11:26:00.014000+00:00,11377,1295,30,12
2026-09-26T11:26:00.014000+00:00,11377,1295,12,11
2026-09-26T11:26:12.914000+00:00,11377,1295,55,18
2026-09-26T11:26:12.914000+00:00,11377,1295,5,17
2026-09-26T11:26:19.034000+00:00,11377,1295,55,17
2026-09-26T11:26:19.034000+00:00,11377,1295,5,18
2026-09-26T11:26:56.004000+00:00,11377,1295,77,21
2026-09-26T11:26:56.004000+00:00,11377,1295,14,20
2026-09-26T11:28:26.795000+00:00,11377,1295,77,20
2026-09-26T11:28:26.795000+00:00,11377,1295,14,21
2026-09-26T11:32:59.978000+00:00,11377,1295,1,7
2026-09-26T11:32:59.978000+00:00,11377,1295,44,6
2026-09-26T11:33:17.172000+00:00,11377,1295,87,11
2026-09-26T11:33:17.172000+00:00,11377,1295,12,10
2026-09-26T11:33:28.318000+00:00,11377,1295,55,18
2026-09-26T11:33:28.318000+00:00,11377,1295,5,17
2026-09-26T11:33:28.421000+00:00,11377,1295,55,17
2026-09-26T11:33:28.421000+00:00,11377,1295,5,18
2026-09-26T11:34:23.202000+00:00,11377,1295,77,21
2026-09-26T11:34:23.202000+00:00,11377,1295,14,20
2026-09-26T11:35:21.974000+00:00,11377,1295,55,18
2026-09-26T11:35:21.974000+00:00,11377,1295,5,17
2026-09-26T11:35:49.470000+00:00,11377,1295,77,20
2026-09-26T11:35:49.470000+00:00,11377,1295,14,21
2026-09-26T11:38:07.042000+00:00,11377,1295,77,21
2026-09-26T11:38:07.042000+00:00,11377,1295,14,20
2026-09-26T11:39:29.577000+00:00,11377,1295,77,20
2026-09-26T11:39:29.577000+00:00,11377,1295,14,21
2026-09-26T11:39:59.200000+00:00,11377,1295,77,21
2026-09-26T11:39:59.200000+00:00,11377,1295,14,20
2026-09-26T11:40:49.529000+00:00,11377,1295,55,19
2026-09-26T11:40:49.529000+00:00,11377,1295,11,18
2026-09-26T11:41:22.426000+00:00,11377,1295,77,20
2026-09-26T11:41:22.426000+00:00,11377,1295,14,21
2026-09-26T11:44:00.653000+00:00,11377,1295,43,10
2026-09-26T11:44:00.653000+00:00,11377,1295,12,9
2026-09-26T11:52:07.151000+00:00,11377,1295,5,16
2026-09-26T11:52:07.151000+00:00,11377,1295,27,17
2026-09-26T11:53:42.224000+00:00,11377,1295,23,14
2026-09-26T11:53:42.224000+00:00,11377,1295,31,13
2026-09-26T11:53:47.350000+00:00,11377,1295,23,13
2026-09-26T11:53:47.350000+00:00,11377,1295,31,14
2026-09-26T11:56:40.711000+00:00,11377,1295,1,8
2026-09-26T11:56:40.711000+00:00,11377,1295,10,7
2026-09-26T11:56:43.749000+00:00,11377,1295,1,9
2026-09-26T11:56:43.749000+00:00,11377,1295,12,8
2026-09-26T11:57:40.410000+00:00,11377,1295,23,14
2026-09-26T11:57:40.410000+00:00,11377,1295,31,13
2026-09-26T11:57:46.464000+00:00,11377,1295,23,15
2026-09-26T11:57:46.464000+00:00,11377,1295,41,14
2026-09-26T11:57:54.427000+00:00,11377,1295,23,16
2026-09-26T11:57:54.427000+00:00,11377,1295,5,15
2026-09-26T11:57:55.673000+00:00,11377,1295,23,17
2026-09-26T11:57:55.673000+00:00,11377,1295,27,16
2026-09-26T11:58:02.911000+00:00,11377,1295,23,18
2026-09-26T11:58:02.911000+00:00,11377,1295,11,17
2026-09-26T11:58:20.221000+00:00,11377,1295,23,19
2026-09-26T11:58:20.221000+00:00,11377,1295,55,18
2026-09-26T11:59:04.577000+00:00,11377,1295,1,10
2026-09-26T11:59:04.577000+00:00,11377,1295,43,11
2026-09-26T11:59:04.577000+00:00,11377,1295,87,12
2026-09-26T11:59:04.577000+00:00,11377,1295,30,9
2026-09-26T11:59:24.374000+00:00,11377,1295,5,16
2026-09-26T11:59:24.374000+00:00,11377,1295,27,15
2026-09-26T11:59:31.456000+00:00,11377,1295,41,15
2026-09-26T11:59:31.456000+00:00,11377,1295,27,14
2026-09-26T12:00:06.829000+00:00,11377,1295,23,20
2026-09-26T12:00:06.829000+00:00,11377,1295,77,19
2026-09-26T12:01:31.880000+00:00,11377,1295,1,9
2026-09-26T12:01:31.880000+00:00,11377,1295,30,10
2026-09-26T12:01:41.013000+00:00,11377,1295,43,10
2026-09-26T12:01:41.013000+00:00,11377,1295,30,11
2026-09-26T12:01:47.365000+00:00,11377,1295,87,11
2026-09-26T12:01:47.365000+00:00,11377,1295,30,12
2026-09-26T12:04:11.730000+00:00,11377,1295,41,14
2026-09-26T12:04:11.730000+00:00,11377,1295,27,15
2026-09-26T12:11:28.085000+00:00,11377,1295,30,13
2026-09-26T12:11:28.085000+00:00,11377,1295,31,12
2026-09-26T12:11:28.190000+00:00,11377,1295,30,12
2026-09-26T12:11:28.190000+00:00,11377,1295,31,13
2026-09-26T12:11:30.906000+00:00,11377,1295,81,3
2026-09-26T12:11:30.906000+00:00,11377,1295,3,2
2026-09-26T12:11:31.680000+00:00,11377,1295,1,7
2026-09-26T12:11:31.680000+00:00,11377,1295,10,8
2026-09-26T12:11:31.680000+00:00,11377,1295,12,9
2026-09-26T12:11:31.854000+00:00,11377,1295,43,9
2026-09-26T12:11:31.854000+00:00,11377,1295,12,10
2026-09-26T12:11:32.666000+00:00,11377,1295,30,13
2026-09-26T12:11:32.666000+00:00,11377,1295,31,12
2026-09-26T12:11:38.637000+00:00,11377,1295,1,8
2026-09-26T12:11:38.637000+00:00,11377,1295,10,9
2026-09-26T12:11:38.637000+00:00,11377,1295,43,10
2026-09-26T12:11:38.637000+00:00,11377,1295,12,7
2026-09-26T12:11:38.953000+00:00,11377,1295,1,9
2026-09-26T12:11:38.953000+00:00,11377,1295,10,10
2026-09-26T12:11:38.953000+00:00,11377,1295,43,11
2026-09-26T12:11:38.953000+00:00,11377,1295,87,8
2026-09-26T12:11:39.018000+00:00,11377,1295,1,10
2026-09-26T12:11:39.018000+00:00,11377,1295,10,11
2026-09-26T12:11:39.018000+00:00,11377,1295,43,12
2026-09-26T12:11:39.018000+00:00,11377,1295,31,9
2026-09-26T12:11:39.815000+00:00,11377,1295,1,11
2026-09-26T12:11:39.815000+00:00,11377,1295,10,12
2026-09-26T12:11:39.815000+00:00,11377,1295,43,13
2026-09-26T12:11:39.815000+00:00,11377,1295,30,14
2026-09-26T12:11:39.815000+00:00,11377,1295,41,15
2026-09-26T12:11:39.815000+00:00,11377,1295,27,10
2026-09-26T12:11:39.849000+00:00,11377,1295,1,12
2026-09-26T12:11:39.849000+00:00,11377,1295,10,13
2026-09-26T12:11:39.849000+00:00,11377,1295,43,14
2026-09-26T12:11:39.849000+00:00,11377,1295,30,15
2026-09-26T12:11:39.849000+00:00,11377,1295,41,11
2026-09-26T12:11:40.263000+00:00,11377,1295,1,13
2026-09-26T12:11:40.263000+00:00,11377,1295,10,14
2026-09-26T12:11:40.263000+00:00,11377,1295,43,15
2026-09-26T12:11:40.263000+00:00,11377,1295,30,16
2026-09-26T12:11:40.263000+00:00,11377,1295,55,12
2026-09-26T12:11:40.263000+00:00,11377,1295,5,17
2026-09-26T12:11:40.263000+00:00,11377,1295,11,18
2026-09-26T12:11:41.066000+00:00,11377,1295,1,14
2026-09-26T12:11:41.066000+00:00,11377,1295,10,15
2026-09-26T12:11:41.066000+00:00,11377,1295,43,16
2026-09-26T12:11:41.066000+00:00,11377,1295,30,17
2026-09-26T12:11:41.066000+00:00,11377,1295,5,18
2026-09-26T12:11:41.066000+00:00,11377,1295,11,13
2026-09-26T12:11:41.660000+00:00,11377,1295,1,15
2026-09-26T12:11:41.660000+00:00,11377,1295,10,16
2026-09-26T12:11:41.660000+00:00,11377,1295,43,17
2026-09-26T12:11:41.660000+00:00,11377,1295,30,18
2026-09-26T12:11:41.660000+00:00,11377,1295,5,14
2026-09-26T12:11:44.132000+00:00,11377,1295,87,9
2026-09-26T12:11:44.132000+00:00,11377,1295,31,8
