source_id,source_name,source_type,source_path_or_uri,source_timestamp_utc,source_sha256,source_role,gate_allowed,notes
forecast_source,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1293_italy_monza_monza/post_qualifying/stable_baseline/forecast_rows.csv,csv,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1293_italy_monza_monza/post_qualifying/stable_baseline/forecast_rows.csv,2026-09-06T11:06:43Z,5b24cf919b2894e6bb615ddc1f4ee2e6872c72ceb70261eddd4bf9f3e433bd02,forecast_source,True,Actual forecast source copied into immutable bundle.
