lane,rows,result,reason,required_status,heavy_endpoint
weather,5023,pass,evidence_bearing,required_lightweight,False
race_control,2077,pass,evidence_bearing,required_lightweight,False
intervals,85287,pass,evidence_bearing,required_lightweight,False
position,14027,pass,evidence_bearing,required_lightweight,False
stints,2586,pass,evidence_bearing,required_lightweight,False
pit,182,pass,evidence_bearing,required_lightweight,False
starting_grid,88,pass,evidence_bearing,required_lightweight,False
drivers,628,pass,evidence_bearing,required_lightweight,False
team_radio,141,pass,evidence_bearing,opportunistic,False
