date,session_key,rainfall,meeting_key,humidity,pressure,wind_direction,air_temperature,track_temperature,wind_speed
2026-06-14T12:57:26.500000+00:00,11307,0,1287,29.4,1000.6,159,30.6,51.7,3.2
2026-06-14T12:58:26.498000+00:00,11307,0,1287,29.2,1000.6,150,30.7,51.6,2.0
2026-06-14T12:59:26.504000+00:00,11307,0,1287,29.3,1000.7,156,30.7,50.7,3.2
2026-06-14T13:00:26.518000+00:00,11307,0,1287,29.6,1000.6,162,30.6,51.1,3.0
2026-06-14T13:01:26.540000+00:00,11307,0,1287,30.0,1000.7,118,30.6,51.5,3.5
2026-06-14T13:02:26.543000+00:00,11307,0,1287,29.5,1000.7,117,30.8,51.4,3.9
2026-06-14T13:03:26.541000+00:00,11307,0,1287,29.4,1000.7,108,30.9,52.3,1.9
2026-06-14T13:04:26.540000+00:00,11307,0,1287,28.5,1000.7,105,30.8,51.7,1.7
2026-06-14T13:06:26.588000+00:00,11307,0,1287,28.4,1000.6,91,30.7,49.9,4.3
2026-06-14T13:07:26.588000+00:00,11307,0,1287,28.8,1000.7,99,30.7,51.4,1.5
2026-06-14T13:08:26.586000+00:00,11307,0,1287,28.6,1000.6,112,30.7,51.1,2.6
2026-06-14T13:09:26.589000+00:00,11307,0,1287,27.9,1000.6,84,30.8,51.1,2.7
2026-06-14T13:10:26.581000+00:00,11307,0,1287,27.4,1000.5,96,30.8,50.2,4.3
2026-06-14T13:11:26.587000+00:00,11307,0,1287,28.4,1000.5,75,30.7,50.8,3.3
2026-06-14T13:12:26.607000+00:00,11307,0,1287,28.2,1000.7,65,30.7,51.1,2.3
2026-06-14T13:13:26.627000+00:00,11307,0,1287,28.0,1000.7,119,30.9,50.3,2.2
2026-06-14T13:14:26.630000+00:00,11307,0,1287,28.1,1000.6,156,31.0,50.0,2.7
2026-06-14T13:15:26.634000+00:00,11307,0,1287,29.0,1000.5,62,31.0,51.5,2.8
2026-06-14T13:16:26.647000+00:00,11307,0,1287,28.0,1000.5,101,30.9,50.4,3.1
2026-06-14T13:17:26.644000+00:00,11307,0,1287,28.0,1000.5,120,30.9,49.7,5.1
2026-06-14T13:18:26.658000+00:00,11307,0,1287,28.3,1000.7,143,30.9,49.0,3.9
2026-06-14T13:19:26.636000+00:00,11307,0,1287,28.5,1000.6,147,30.9,49.4,2.3
2026-06-14T13:20:26.649000+00:00,11307,0,1287,28.3,1000.5,127,30.9,50.7,1.4
2026-06-14T13:21:26.649000+00:00,11307,0,1287,28.5,1000.5,91,30.9,50.5,2.3
2026-06-14T13:22:26.665000+00:00,11307,0,1287,27.7,1000.4,62,30.8,50.7,1.4
2026-06-14T13:23:26.681000+00:00,11307,0,1287,27.6,1000.5,360,30.9,51.2,0.4
2026-06-14T13:24:26.694000+00:00,11307,0,1287,27.5,1000.5,139,31.0,50.7,2.5
2026-06-14T13:25:26.699000+00:00,11307,0,1287,28.1,1000.4,79,31.0,51.0,1.2
2026-06-14T13:26:26.696000+00:00,11307,0,1287,28.2,1000.5,170,31.1,51.2,2.5
2026-06-14T13:27:26.698000+00:00,11307,0,1287,27.8,1000.4,165,31.1,50.2,3.1
2026-06-14T13:28:26.702000+00:00,11307,0,1287,28.0,1000.3,110,30.9,49.9,3.1
2026-06-14T13:29:26.718000+00:00,11307,0,1287,28.4,1000.2,126,30.9,50.5,1.5
2026-06-14T13:30:26.732000+00:00,11307,0,1287,28.2,1000.4,105,30.9,49.8,3.8
2026-06-14T13:31:26.732000+00:00,11307,0,1287,28.6,1000.2,122,30.9,49.6,2.4
2026-06-14T13:32:26.741000+00:00,11307,0,1287,28.6,1000.3,110,30.9,49.3,3.6
2026-06-14T13:33:26.731000+00:00,11307,0,1287,29.0,1000.4,96,30.9,50.1,1.7
2026-06-14T13:34:26.740000+00:00,11307,0,1287,28.1,1000.3,76,31.0,50.6,3.0
2026-06-14T13:35:26.739000+00:00,11307,0,1287,27.8,1000.3,112,31.0,49.6,3.4
2026-06-14T13:36:26.754000+00:00,11307,0,1287,27.6,1000.4,88,30.9,49.8,2.0
2026-06-14T13:37:26.738000+00:00,11307,0,1287,27.4,1000.3,86,30.8,50.6,2.0
2026-06-14T13:38:26.732000+00:00,11307,0,1287,27.8,1000.3,85,30.8,49.7,3.7
2026-06-14T13:39:26.743000+00:00,11307,0,1287,27.6,1000.5,119,30.8,49.0,3.6
2026-06-14T13:40:26.744000+00:00,11307,0,1287,28.2,1000.5,144,30.9,51.0,0.7
2026-06-14T13:41:26.748000+00:00,11307,0,1287,27.7,1000.5,88,30.9,49.8,3.0
2026-06-14T13:42:26.746000+00:00,11307,0,1287,27.9,1000.4,113,30.8,48.9,3.2
2026-06-14T13:43:26.757000+00:00,11307,0,1287,28.3,1000.4,81,30.6,48.7,4.9
2026-06-14T13:44:26.735000+00:00,11307,0,1287,28.3,1000.5,142,30.5,50.3,3.0
2026-06-14T13:45:26.747000+00:00,11307,0,1287,28.3,1000.4,128,30.4,49.2,2.7
2026-06-14T13:46:26.755000+00:00,11307,0,1287,28.4,1000.4,98,30.3,49.0,2.6
2026-06-14T13:47:26.740000+00:00,11307,0,1287,28.5,1000.4,101,30.3,48.5,4.2
2026-06-14T13:48:26.749000+00:00,11307,0,1287,27.9,1000.5,87,29.8,49.2,3.6
2026-06-14T13:49:26.757000+00:00,11307,0,1287,27.9,1000.5,87,29.8,49.2,3.6
2026-06-14T13:50:26.744000+00:00,11307,0,1287,28.4,1000.4,66,30.2,49.9,3.5
2026-06-14T13:51:26.745000+00:00,11307,0,1287,28.4,1000.4,66,30.2,49.9,3.5
2026-06-14T13:52:26.755000+00:00,11307,0,1287,28.8,1000.5,101,30.2,49.5,3.8
2026-06-14T13:53:26.759000+00:00,11307,0,1287,28.9,1000.4,110,30.1,49.6,3.7
2026-06-14T13:54:26.760000+00:00,11307,0,1287,29.1,1000.4,96,30.2,50.9,1.3
2026-06-14T13:55:26.747000+00:00,11307,0,1287,28.9,1000.4,105,30.3,50.5,2.4
2026-06-14T13:56:26.763000+00:00,11307,0,1287,28.9,1000.4,105,30.3,50.5,2.4
2026-06-14T13:57:26.749000+00:00,11307,0,1287,28.8,1000.4,90,30.3,50.5,1.7
2026-06-14T13:58:26.761000+00:00,11307,0,1287,28.4,1000.4,86,30.4,50.4,2.4
2026-06-14T13:59:26.766000+00:00,11307,0,1287,27.6,1000.5,87,30.3,49.2,2.3
2026-06-14T14:00:26.757000+00:00,11307,0,1287,28.5,1000.4,82,30.1,49.2,2.2
2026-06-14T14:01:26.753000+00:00,11307,0,1287,29.5,1000.5,161,30.1,49.5,2.4
2026-06-14T14:02:26.763000+00:00,11307,0,1287,29.6,1000.5,176,30.1,50.3,1.9
2026-06-14T14:03:26.751000+00:00,11307,0,1287,29.2,1000.5,75,30.1,50.6,1.6
2026-06-14T14:04:26.754000+00:00,11307,0,1287,28.5,1000.5,99,30.2,50.7,1.1
2026-06-14T14:05:26.755000+00:00,11307,0,1287,28.4,1000.3,0,30.3,50.5,0.0
2026-06-14T14:06:26.768000+00:00,11307,0,1287,27.0,1000.3,120,30.3,48.4,3.7
2026-06-14T14:07:26.756000+00:00,11307,0,1287,27.4,1000.4,85,30.1,49.4,2.7
2026-06-14T14:08:26.766000+00:00,11307,0,1287,28.2,1000.4,106,29.9,49.8,3.0
2026-06-14T14:09:26.767000+00:00,11307,0,1287,28.4,1000.5,116,30.0,49.5,2.0
2026-06-14T14:10:26.757000+00:00,11307,0,1287,28.5,1000.3,108,30.1,49.7,1.2
2026-06-14T14:11:26.760000+00:00,11307,0,1287,28.7,1000.4,79,30.2,50.0,2.6
2026-06-14T14:12:26.789000+00:00,11307,0,1287,28.5,1000.5,66,30.3,50.4,1.3
2026-06-14T14:13:26.785000+00:00,11307,0,1287,28.2,1000.4,111,30.4,50.8,1.5
2026-06-14T14:14:26.799000+00:00,11307,0,1287,28.0,1000.3,78,30.5,50.8,1.9
2026-06-14T14:15:26.819000+00:00,11307,0,1287,27.8,1000.4,82,30.6,50.1,2.2
2026-06-14T14:16:26.828000+00:00,11307,0,1287,28.5,1000.4,89,30.5,50.5,1.3
2026-06-14T14:17:26.841000+00:00,11307,0,1287,27.4,1000.4,104,30.3,49.6,2.6
2026-06-14T14:18:26.882000+00:00,11307,0,1287,27.9,1000.4,0,30.2,50.3,0.0
2026-06-14T14:19:26.886000+00:00,11307,0,1287,27.5,1000.4,67,30.3,50.3,1.6
2026-06-14T14:20:26.877000+00:00,11307,0,1287,27.2,1000.3,109,29.9,48.7,1.6
2026-06-14T14:21:26.890000+00:00,11307,0,1287,27.2,1000.3,109,29.9,48.7,1.6
2026-06-14T14:22:26.893000+00:00,11307,0,1287,27.4,1000.4,65,29.9,49.8,2.7
2026-06-14T14:23:26.897000+00:00,11307,0,1287,27.8,1000.3,65,30.0,49.4,1.4
2026-06-14T14:24:26.917000+00:00,11307,0,1287,27.9,1000.3,89,30.1,49.0,2.3
2026-06-14T14:25:26.945000+00:00,11307,0,1287,27.9,1000.3,99,30.1,48.6,2.7
2026-06-14T14:26:26.946000+00:00,11307,0,1287,28.1,1000.3,127,30.1,49.0,1.3
2026-06-14T14:27:26.943000+00:00,11307,0,1287,28.4,1000.4,89,30.2,49.3,1.8
2026-06-14T14:28:26.962000+00:00,11307,0,1287,28.3,1000.3,121,30.2,49.2,2.2
2026-06-14T14:29:26.951000+00:00,11307,0,1287,28.5,1000.3,133,30.2,49.3,2.2
2026-06-14T14:30:26.950000+00:00,11307,0,1287,28.6,1000.3,128,30.4,49.3,1.0
2026-06-14T14:31:26.975000+00:00,11307,0,1287,28.4,1000.3,104,30.3,48.4,2.2
2026-06-14T14:32:26.970000+00:00,11307,0,1287,28.7,1000.3,151,30.3,49.7,1.6
2026-06-14T14:33:26.999000+00:00,11307,0,1287,29.3,1000.3,101,30.3,48.8,3.2
2026-06-14T14:34:27.009000+00:00,11307,0,1287,29.1,1000.3,81,30.1,48.4,3.6
2026-06-14T14:35:27+00:00,11307,0,1287,29.8,1000.3,145,30.0,49.8,1.0
2026-06-14T14:36:27.023000+00:00,11307,0,1287,29.4,1000.3,88,29.9,49.5,2.7
2026-06-14T14:37:27.020000+00:00,11307,0,1287,29.2,1000.3,79,29.8,50.0,0.9
2026-06-14T14:38:27.023000+00:00,11307,0,1287,28.8,1000.3,116,30.0,49.8,0.9
2026-06-14T14:39:27.020000+00:00,11307,0,1287,28.1,1000.4,102,30.1,50.0,0.9
