date,session_key,meeting_key,gap_to_leader,interval,driver_number
2026-09-26T11:04:08.200000+00:00,11377,1295,4.209,0.099,14
2026-09-26T11:04:08.374000+00:00,11377,1295,4.659,0.246,18
2026-09-26T11:04:09.063000+00:00,11377,1295,0.685,0.685,81
2026-09-26T11:04:09.548000+00:00,11377,1295,1.17,0.485,16
2026-09-26T11:04:09.891000+00:00,11377,1295,1.529,0.359,1
2026-09-26T11:04:10.141000+00:00,11377,1295,1.805,0.276,6
2026-09-26T11:04:10.771000+00:00,11377,1295,2.411,0.606,44
2026-09-26T11:04:11.043000+00:00,11377,1295,2.638,0.227,3
2026-09-26T11:04:11.089000+00:00,11377,1295,2.704,0.066,10
2026-09-26T11:04:11.511000+00:00,11377,1295,3.036,0.332,43
2026-09-26T11:04:11.869000+00:00,11377,1295,3.358,0.322,30
2026-09-26T11:04:11.919000+00:00,11377,1295,3.42,0.062,87
2026-09-26T11:04:12.185000+00:00,11377,1295,3.709,0.289,23
2026-09-26T11:04:12.465000+00:00,11377,1295,4.039,0.33,31
2026-09-26T11:04:12.669000+00:00,11377,1295,4.227,0.188,41
2026-09-26T11:04:12.832000+00:00,11377,1295,4.443,0.216,55
2026-09-26T11:04:13+00:00,11377,1295,4.614,0.171,27
2026-09-26T11:04:13.346000+00:00,11377,1295,5.0,0.386,12
2026-09-26T11:04:13.655000+00:00,11377,1295,5.227,0.227,5
2026-09-26T11:04:13.805000+00:00,11377,1295,5.438,0.211,14
2026-09-26T11:04:13.934000+00:00,11377,1295,5.541,0.103,11
2026-09-26T11:04:14.245000+00:00,11377,1295,5.873,0.332,77
2026-09-26T11:04:14.263000+00:00,11377,1295,5.91,0.037,18
2026-09-26T11:04:14.745000+00:00,11377,1295,0.71,0.71,81
2026-09-26T11:04:15.221000+00:00,11377,1295,1.204,0.494,16
2026-09-26T11:04:15.600000+00:00,11377,1295,1.563,,1
2026-09-26T11:04:15.883000+00:00,11377,1295,1.865,0.302,6
2026-09-26T11:04:16.567000+00:00,11377,1295,2.549,0.684,44
2026-09-26T11:04:16.718000+00:00,11377,1295,2.678,0.129,3
2026-09-26T11:04:16.868000+00:00,11377,1295,2.836,0.158,10
2026-09-26T11:04:17.165000+00:00,11377,1295,3.147,0.311,43
2026-09-26T11:04:17.491000+00:00,11377,1295,3.472,0.325,30
2026-09-26T11:04:17.590000+00:00,11377,1295,3.555,0.083,87
2026-09-26T11:04:17.764000+00:00,11377,1295,3.748,0.193,23
2026-09-26T11:04:18.124000+00:00,11377,1295,4.113,0.365,31
2026-09-26T11:04:18.374000+00:00,11377,1295,4.334,0.221,41
2026-09-26T11:04:18.554000+00:00,11377,1295,4.498,0.164,55
2026-09-26T11:04:18.701000+00:00,11377,1295,4.692,0.194,27
2026-09-26T11:04:19.221000+00:00,11377,1295,5.205,0.513,12
2026-09-26T11:04:19.299000+00:00,11377,1295,5.291,0.086,5
2026-09-26T11:04:19.643000+00:00,11377,1295,5.627,0.336,14
2026-09-26T11:04:19.667000+00:00,11377,1295,5.646,0.019,11
2026-09-26T11:04:19.691000+00:00,11377,1295,0.831,0.831,81
2026-09-26T11:04:19.990000+00:00,11377,1295,5.943,0.297,77
2026-09-26T11:04:20.132000+00:00,11377,1295,1.304,0.473,16
2026-09-26T11:04:20.206000+00:00,11377,1295,6.181,0.238,18
2026-09-26T11:04:20.567000+00:00,11377,1295,1.764,0.46,1
2026-09-26T11:04:20.926000+00:00,11377,1295,2.093,0.329,6
2026-09-26T11:04:21.567000+00:00,11377,1295,2.731,0.638,44
2026-09-26T11:04:21.861000+00:00,11377,1295,3.018,0.287,3
2026-09-26T11:04:22.098000+00:00,11377,1295,3.272,0.254,10
2026-09-26T11:04:22.602000+00:00,11377,1295,3.712,0.44,43
2026-09-26T11:04:22.748000+00:00,11377,1295,3.899,0.187,30
2026-09-26T11:04:23.037000+00:00,11377,1295,4.126,0.227,87
2026-09-26T11:04:23.107000+00:00,11377,1295,4.204,0.078,23
2026-09-26T11:04:23.650000+00:00,11377,1295,4.573,0.369,31
2026-09-26T11:04:23.700000+00:00,11377,1295,4.618,0.045,41
2026-09-26T11:04:24.202000+00:00,11377,1295,5.071,0.453,27
2026-09-26T11:04:24.231000+00:00,11377,1295,5.075,0.004,55
2026-09-26T11:04:24.567000+00:00,11377,1295,0.891,0.891,81
2026-09-26T11:04:24.692000+00:00,11377,1295,5.514,0.439,12
2026-09-26T11:04:24.973000+00:00,11377,1295,5.819,0.305,5
2026-09-26T11:04:25.088000+00:00,11377,1295,5.938,0.119,14
2026-09-26T11:04:25.201000+00:00,11377,1295,1.529,0.638,16
2026-09-26T11:04:25.264000+00:00,11377,1295,6.143,0.205,11
2026-09-26T11:04:25.562000+00:00,11377,1295,6.494,0.351,77
2026-09-26T11:04:25.574000+00:00,11377,1295,1.894,0.365,1
2026-09-26T11:04:25.667000+00:00,11377,1295,6.611,0.117,18
2026-09-26T11:04:26.071000+00:00,11377,1295,2.4,0.506,6
2026-09-26T11:04:26.793000+00:00,11377,1295,3.102,0.702,44
2026-09-26T11:04:27.186000+00:00,11377,1295,3.535,0.433,3
2026-09-26T11:04:27.597000+00:00,11377,1295,3.902,0.367,10
2026-09-26T11:04:28.124000+00:00,11377,1295,4.403,0.501,43
2026-09-26T11:04:28.346000+00:00,11377,1295,4.682,0.279,30
2026-09-26T11:04:28.731000+00:00,11377,1295,5.043,0.361,23
2026-09-26T11:04:28.790000+00:00,11377,1295,5.101,0.058,87
2026-09-26T11:04:29.176000+00:00,11377,1295,5.498,0.397,31
2026-09-26T11:04:29.226000+00:00,11377,1295,5.578,0.08,41
2026-09-26T11:04:29.602000+00:00,11377,1295,5.913,0.335,55
2026-09-26T11:04:29.648000+00:00,11377,1295,5.968,0.055,27
2026-09-26T11:04:29.803000+00:00,11377,1295,0.942,0.942,81
2026-09-26T11:04:30.028000+00:00,11377,1295,6.372,0.404,12
2026-09-26T11:04:30.354000+00:00,11377,1295,1.486,0.544,16
2026-09-26T11:04:30.368000+00:00,11377,1295,6.695,0.323,5
2026-09-26T11:04:30.504000+00:00,11377,1295,6.854,0.159,14
2026-09-26T11:04:30.795000+00:00,11377,1295,7.107,0.253,11
2026-09-26T11:04:30.893000+00:00,11377,1295,2.056,0.57,1
2026-09-26T11:04:31.285000+00:00,11377,1295,7.61,0.503,77
2026-09-26T11:04:31.309000+00:00,11377,1295,7.628,0.018,18
2026-09-26T11:04:31.391000+00:00,11377,1295,2.515,0.459,6
2026-09-26T11:04:32.180000+00:00,11377,1295,3.258,0.743,44
2026-09-26T11:04:32.601000+00:00,11377,1295,3.743,0.485,3
2026-09-26T11:04:33.184000+00:00,11377,1295,0.994,0.994,81
2026-09-26T11:04:33.201000+00:00,11377,1295,4.303,0.56,10
2026-09-26T11:04:33.767000+00:00,11377,1295,4.909,0.606,43
2026-09-26T11:04:33.826000+00:00,11377,1295,1.601,0.607,16
2026-09-26T11:04:34.122000+00:00,11377,1295,5.238,0.329,30
2026-09-26T11:04:34.309000+00:00,11377,1295,2.092,0.491,1
2026-09-26T11:04:34.575000+00:00,11377,1295,5.681,0.443,23
2026-09-26T11:04:34.705000+00:00,11377,1295,2.502,0.41,6
2026-09-26T11:04:34.721000+00:00,11377,1295,5.839,0.158,87
2026-09-26T11:04:34.984000+00:00,11377,1295,6.12,0.281,31
2026-09-26T11:04:35.500000+00:00,11377,1295,6.478,0.358,41
2026-09-26T11:04:35.557000+00:00,11377,1295,6.637,0.159,27
2026-09-26T11:04:35.605000+00:00,11377,1295,3.347,0.845,44
2026-09-26T11:04:35.808000+00:00,11377,1295,6.887,0.25,55
2026-09-26T11:04:35.964000+00:00,11377,1295,3.74,0.393,3
2026-09-26T11:04:36.200000+00:00,11377,1295,7.335,0.448,12
2026-09-26T11:04:36.567000+00:00,11377,1295,7.603,0.268,5
2026-09-26T11:04:36.622000+00:00,11377,1295,4.397,0.657,10
2026-09-26T11:04:36.682000+00:00,11377,1295,7.818,0.215,14
2026-09-26T11:04:36.954000+00:00,11377,1295,8.093,0.275,11
2026-09-26T11:04:37.218000+00:00,11377,1295,5.023,0.626,43
2026-09-26T11:04:37.364000+00:00,11377,1295,8.508,0.415,77
2026-09-26T11:04:37.413000+00:00,11377,1295,8.55,0.042,18
2026-09-26T11:04:37.564000+00:00,11377,1295,5.36,0.337,30
2026-09-26T11:04:37.965000+00:00,11377,1295,5.749,0.389,23
2026-09-26T11:04:38.254000+00:00,11377,1295,6.05,0.301,87
2026-09-26T11:04:38.469000+00:00,11377,1295,6.265,0.215,31
2026-09-26T11:04:38.846000+00:00,11377,1295,6.609,0.344,41
2026-09-26T11:04:39.061000+00:00,11377,1295,6.857,0.248,27
2026-09-26T11:04:39.254000+00:00,11377,1295,7.075,0.218,55
2026-09-26T11:04:39.683000+00:00,11377,1295,7.484,0.409,12
2026-09-26T11:04:39.789000+00:00,11377,1295,1.009,1.009,81
2026-09-26T11:04:40.026000+00:00,11377,1295,7.834,0.35,5
2026-09-26T11:04:40.202000+00:00,11377,1295,8.009,0.175,14
2026-09-26T11:04:40.483000+00:00,11377,1295,8.296,0.287,11
2026-09-26T11:04:40.559000+00:00,11377,1295,1.698,0.689,16
2026-09-26T11:04:40.928000+00:00,11377,1295,8.724,0.428,77
2026-09-26T11:04:40.928000+00:00,11377,1295,8.759,0.035,18
2026-09-26T11:04:41.010000+00:00,11377,1295,2.258,0.56,1
2026-09-26T11:04:41.472000+00:00,11377,1295,2.664,0.406,6
2026-09-26T11:04:42.254000+00:00,11377,1295,3.436,0.772,44
2026-09-26T11:04:42.700000+00:00,11377,1295,3.919,0.483,3
2026-09-26T11:04:43.439000+00:00,11377,1295,0.993,0.993,81
2026-09-26T11:04:43.480000+00:00,11377,1295,4.723,0.804,10
2026-09-26T11:04:44.103000+00:00,11377,1295,5.317,0.594,43
2026-09-26T11:04:44.191000+00:00,11377,1295,1.747,0.754,16
2026-09-26T11:04:44.673000+00:00,11377,1295,5.842,0.525,30
2026-09-26T11:04:44.749000+00:00,11377,1295,2.285,0.538,1
2026-09-26T11:04:45.143000+00:00,11377,1295,2.675,0.39,6
2026-09-26T11:04:45.370000+00:00,11377,1295,6.515,0.673,23
2026-09-26T11:04:45.604000+00:00,11377,1295,6.829,0.314,87
2026-09-26T11:04:45.927000+00:00,11377,1295,7.163,0.334,31
2026-09-26T11:04:45.927000+00:00,11377,1295,3.486,0.811,44
2026-09-26T11:04:46.373000+00:00,11377,1295,3.914,0.428,3
2026-09-26T11:04:46.432000+00:00,11377,1295,7.641,0.478,41
2026-09-26T11:04:46.848000+00:00,11377,1295,8.028,0.387,27
2026-09-26T11:04:47.227000+00:00,11377,1295,4.789,0.875,10
2026-09-26T11:04:47.362000+00:00,11377,1295,8.567,0.539,55
2026-09-26T11:04:47.818000+00:00,11377,1295,9.05,0.483,12
2026-09-26T11:04:47.942000+00:00,11377,1295,5.486,0.697,43
2026-09-26T11:04:48.027000+00:00,11377,1295,9.255,0.205,5
2026-09-26T11:04:48.235000+00:00,11377,1295,9.42,0.165,14
2026-09-26T11:04:48.372000+00:00,11377,1295,5.865,0.379,30
2026-09-26T11:04:48.542000+00:00,11377,1295,9.768,0.348,11
2026-09-26T11:04:48.842000+00:00,11377,1295,10.053,0.285,77
2026-09-26T11:04:49.013000+00:00,11377,1295,6.541,0.676,23
2026-09-26T11:04:49.079000+00:00,11377,1295,10.234,0.181,18
2026-09-26T11:04:49.366000+00:00,11377,1295,6.909,0.368,87
2026-09-26T11:04:49.675000+00:00,11377,1295,7.23,0.321,31
2026-09-26T11:04:50.116000+00:00,11377,1295,1.032,1.032,81
2026-09-26T11:04:50.154000+00:00,11377,1295,7.719,0.489,41
2026-09-26T11:04:50.676000+00:00,11377,1295,8.199,0.48,27
2026-09-26T11:04:51.081000+00:00,11377,1295,1.971,0.939,16
2026-09-26T11:04:51.129000+00:00,11377,1295,8.687,0.488,55
2026-09-26T11:04:51.618000+00:00,11377,1295,2.515,0.544,1
2026-09-26T11:04:51.691000+00:00,11377,1295,9.225,0.538,12
2026-09-26T11:04:52.097000+00:00,11377,1295,9.6,0.375,5
2026-09-26T11:04:52.113000+00:00,11377,1295,2.956,0.441,6
2026-09-26T11:04:52.354000+00:00,11377,1295,9.892,0.292,14
2026-09-26T11:04:52.547000+00:00,11377,1295,10.092,0.2,11
2026-09-26T11:04:52.800000+00:00,11377,1295,10.357,0.265,77
2026-09-26T11:04:52.957000+00:00,11377,1295,3.841,0.885,44
2026-09-26T11:04:53.058000+00:00,11377,1295,10.621,0.264,18
2026-09-26T11:04:53.418000+00:00,11377,1295,4.348,0.507,3
2026-09-26T11:04:54.267000+00:00,11377,1295,5.156,0.808,10
2026-09-26T11:04:54.620000+00:00,11377,1295,1.186,1.186,81
2026-09-26T11:04:55.054000+00:00,11377,1295,5.97,0.814,43
2026-09-26T11:04:55.539000+00:00,11377,1295,2.1,0.914,16
2026-09-26T11:04:55.564000+00:00,11377,1295,6.447,0.477,30
2026-09-26T11:04:56.095000+00:00,11377,1295,2.671,0.571,1
2026-09-26T11:04:56.162000+00:00,11377,1295,7.098,0.651,23
2026-09-26T11:04:56.593000+00:00,11377,1295,3.124,0.453,6
2026-09-26T11:04:56.682000+00:00,11377,1295,7.618,0.52,87
2026-09-26T11:04:57.184000+00:00,11377,1295,8.1,0.482,31
2026-09-26T11:04:57.518000+00:00,11377,1295,4.083,0.959,44
2026-09-26T11:04:57.798000+00:00,11377,1295,8.713,0.613,41
2026-09-26T11:04:58.065000+00:00,11377,1295,4.604,0.521,3
2026-09-26T11:04:58.290000+00:00,11377,1295,9.178,0.465,27
2026-09-26T11:04:58.819000+00:00,11377,1295,9.661,0.483,55
2026-09-26T11:04:58.860000+00:00,11377,1295,5.421,0.817,10
2026-09-26T11:04:59.082000+00:00,11377,1295,10.022,0.361,12
2026-09-26T11:04:59.601000+00:00,11377,1295,10.51,0.488,5
2026-09-26T11:04:59.654000+00:00,11377,1295,6.221,0.8,43
2026-09-26T11:04:59.959000+00:00,11377,1295,1.157,1.157,81
2026-09-26T11:05:00.304000+00:00,11377,1295,6.881,0.66,30
2026-09-26T11:05:00.555000+00:00,11377,1295,11.46,0.95,14
2026-09-26T11:05:00.773000+00:00,11377,1295,11.689,0.229,11
2026-09-26T11:05:00.891000+00:00,11377,1295,7.446,0.565,23
2026-09-26T11:05:00.962000+00:00,11377,1295,2.135,0.978,16
2026-09-26T11:05:01.119000+00:00,11377,1295,12.051,0.362,77
2026-09-26T11:05:01.420000+00:00,11377,1295,7.992,0.546,87
2026-09-26T11:05:01.569000+00:00,11377,1295,2.758,0.623,1
2026-09-26T11:05:01.972000+00:00,11377,1295,8.519,0.527,31
2026-09-26T11:05:02.093000+00:00,11377,1295,3.288,0.53,6
2026-09-26T11:05:02.106000+00:00,11377,1295,12.946,0.895,18
2026-09-26T11:05:02.669000+00:00,11377,1295,9.223,0.704,41
2026-09-26T11:05:02.941000+00:00,11377,1295,4.146,0.858,44
2026-09-26T11:05:03.092000+00:00,11377,1295,9.674,0.451,27
2026-09-26T11:05:03.526000+00:00,11377,1295,4.716,0.57,3
2026-09-26T11:05:03.767000+00:00,11377,1295,10.321,0.647,55
2026-09-26T11:05:03.808000+00:00,11377,1295,1.162,1.162,81
2026-09-26T11:05:04.125000+00:00,11377,1295,10.688,0.367,12
2026-09-26T11:05:04.372000+00:00,11377,1295,5.572,0.856,10
2026-09-26T11:05:04.573000+00:00,11377,1295,11.121,0.433,5
2026-09-26T11:05:04.812000+00:00,11377,1295,2.141,0.979,16
2026-09-26T11:05:05.171000+00:00,11377,1295,6.359,0.787,43
2026-09-26T11:05:05.425000+00:00,11377,1295,,0.617,1
2026-09-26T11:05:05.487000+00:00,11377,1295,12.038,0.917,14
2026-09-26T11:05:05.868000+00:00,11377,1295,7.065,0.706,30
2026-09-26T11:05:06.007000+00:00,11377,1295,3.344,0.586,6
2026-09-26T11:05:06.022000+00:00,11377,1295,12.593,0.555,11
2026-09-26T11:05:06.510000+00:00,11377,1295,7.714,0.649,23
2026-09-26T11:05:06.583000+00:00,11377,1295,13.144,0.551,77
2026-09-26T11:05:06.833000+00:00,11377,1295,4.174,0.83,44
2026-09-26T11:05:07.001000+00:00,11377,1295,8.17,0.456,87
2026-09-26T11:05:07.185000+00:00,11377,1295,13.754,0.61,18
2026-09-26T11:05:07.467000+00:00,11377,1295,4.814,0.64,3
2026-09-26T11:05:07.491000+00:00,11377,1295,1.226,1.226,81
2026-09-26T11:05:07.568000+00:00,11377,1295,8.758,0.588,31
2026-09-26T11:05:08.296000+00:00,11377,1295,9.481,0.723,41
2026-09-26T11:05:08.304000+00:00,11377,1295,5.642,0.828,10
2026-09-26T11:05:08.390000+00:00,11377,1295,2.123,0.897,16
2026-09-26T11:05:08.790000+00:00,11377,1295,9.964,0.483,27
2026-09-26T11:05:09.072000+00:00,11377,1295,2.806,0.683,1
2026-09-26T11:05:09.105000+00:00,11377,1295,6.439,0.797,43
2026-09-26T11:05:09.396000+00:00,11377,1295,10.585,0.621,55
2026-09-26T11:05:09.742000+00:00,11377,1295,3.463,0.657,6
2026-09-26T11:05:09.814000+00:00,11377,1295,7.142,0.703,30
2026-09-26T11:05:09.852000+00:00,11377,1295,11.063,0.478,12
2026-09-26T11:05:10.305000+00:00,11377,1295,11.492,0.429,5
2026-09-26T11:05:10.365000+00:00,11377,1295,1.258,1.258,81
2026-09-26T11:05:10.374000+00:00,11377,1295,7.736,0.594,23
2026-09-26T11:05:10.445000+00:00,11377,1295,4.164,0.701,44
2026-09-26T11:05:10.845000+00:00,11377,1295,8.172,0.436,87
2026-09-26T11:05:11.054000+00:00,11377,1295,12.235,0.743,14
2026-09-26T11:05:11.200000+00:00,11377,1295,4.926,0.762,3
2026-09-26T11:05:11.354000+00:00,11377,1295,2.241,0.983,16
2026-09-26T11:05:11.503000+00:00,11377,1295,8.771,0.599,31
2026-09-26T11:05:11.801000+00:00,11377,1295,12.997,0.762,11
2026-09-26T11:05:12.093000+00:00,11377,1295,2.914,0.673,1
2026-09-26T11:05:12.119000+00:00,11377,1295,5.795,0.869,10
2026-09-26T11:05:12.204000+00:00,11377,1295,9.533,0.762,41
2026-09-26T11:05:12.369000+00:00,11377,1295,13.567,0.57,77
2026-09-26T11:05:12.670000+00:00,11377,1295,3.546,0.632,6
2026-09-26T11:05:12.764000+00:00,11377,1295,10.11,0.577,27
2026-09-26T11:05:12.800000+00:00,11377,1295,6.558,0.763,43
2026-09-26T11:05:12.913000+00:00,11377,1295,14.101,0.534,18
2026-09-26T11:05:13.254000+00:00,11377,1295,10.607,0.497,55
2026-09-26T11:05:13.354000+00:00,11377,1295,4.224,0.678,44
2026-09-26T11:05:13.537000+00:00,11377,1295,7.258,0.7,30
2026-09-26T11:05:13.556000+00:00,11377,1295,1.235,1.235,81
2026-09-26T11:05:13.767000+00:00,11377,1295,11.111,0.504,12
2026-09-26T11:05:14.132000+00:00,11377,1295,5.022,0.798,3
2026-09-26T11:05:14.154000+00:00,11377,1295,7.886,0.628,23
2026-09-26T11:05:14.255000+00:00,11377,1295,11.6,0.489,5
2026-09-26T11:05:14.485000+00:00,11377,1295,2.238,1.003,16
2026-09-26T11:05:14.517000+00:00,11377,1295,8.244,0.358,87
2026-09-26T11:05:15.016000+00:00,11377,1295,8.751,0.507,31
2026-09-26T11:05:15.025000+00:00,11377,1295,5.906,0.884,10
2026-09-26T11:05:15.046000+00:00,11377,1295,12.397,0.797,14
2026-09-26T11:05:15.149000+00:00,11377,1295,2.896,0.658,1
2026-09-26T11:05:15.709000+00:00,11377,1295,13.056,0.659,11
2026-09-26T11:05:15.773000+00:00,11377,1295,3.497,0.601,6
2026-09-26T11:05:15.803000+00:00,11377,1295,6.691,0.785,43
2026-09-26T11:05:15.926000+00:00,11377,1295,9.671,0.92,41
2026-09-26T11:05:16.300000+00:00,11377,1295,13.654,0.598,77
2026-09-26T11:05:16.468000+00:00,11377,1295,4.212,0.715,44
2026-09-26T11:05:16.536000+00:00,11377,1295,7.362,0.671,30
2026-09-26T11:05:16.550000+00:00,11377,1295,10.272,0.601,27
2026-09-26T11:05:16.902000+00:00,11377,1295,14.243,0.589,18
2026-09-26T11:05:16.990000+00:00,11377,1295,7.898,0.536,23
2026-09-26T11:05:17.009000+00:00,11377,1295,10.76,0.488,55
2026-09-26T11:05:17.351000+00:00,11377,1295,5.023,0.811,3
2026-09-26T11:05:17.493000+00:00,11377,1295,11.216,0.456,12
2026-09-26T11:05:17.570000+00:00,11377,1295,8.451,0.553,87
2026-09-26T11:05:17.960000+00:00,11377,1295,1.255,1.255,81
2026-09-26T11:05:18.004000+00:00,11377,1295,11.758,0.542,5
2026-09-26T11:05:18.154000+00:00,11377,1295,9.039,0.588,31
2026-09-26T11:05:18.221000+00:00,11377,1295,5.939,0.916,10
2026-09-26T11:05:18.910000+00:00,11377,1295,2.166,0.911,16
2026-09-26T11:05:18.910000+00:00,11377,1295,12.612,0.854,14
2026-09-26T11:05:19.080000+00:00,11377,1295,6.75,0.811,43
2026-09-26T11:05:19.098000+00:00,11377,1295,9.999,0.96,41
2026-09-26T11:05:19.503000+00:00,11377,1295,13.216,0.604,11
2026-09-26T11:05:19.571000+00:00,11377,1295,10.443,0.444,27
2026-09-26T11:05:19.654000+00:00,11377,1295,2.944,0.778,1
2026-09-26T11:05:19.675000+00:00,11377,1295,7.411,0.661,30
2026-09-26T11:05:20.140000+00:00,11377,1295,3.43,0.486,6
2026-09-26T11:05:20.305000+00:00,11377,1295,14.044,0.828,77
2026-09-26T11:05:20.321000+00:00,11377,1295,11.199,0.756,55
2026-09-26T11:05:20.321000+00:00,11377,1295,8.014,0.603,23
2026-09-26T11:05:20.654000+00:00,11377,1295,11.544,0.345,12
2026-09-26T11:05:20.735000+00:00,11377,1295,8.484,0.47,87
2026-09-26T11:05:20.805000+00:00,11377,1295,14.546,0.502,18
2026-09-26T11:05:20.833000+00:00,11377,1295,4.127,0.697,44
2026-09-26T11:05:21.109000+00:00,11377,1295,12.02,0.476,5
2026-09-26T11:05:21.391000+00:00,11377,1295,9.133,0.649,31
2026-09-26T11:05:21.700000+00:00,11377,1295,5.016,0.889,3
2026-09-26T11:05:21.961000+00:00,11377,1295,12.864,0.844,14
2026-09-26T11:05:22.391000+00:00,11377,1295,10.084,0.951,41
2026-09-26T11:05:22.640000+00:00,11377,1295,13.538,0.674,11
2026-09-26T11:05:22.701000+00:00,11377,1295,6.012,0.996,10
2026-09-26T11:05:22.842000+00:00,11377,1295,10.528,,27
2026-09-26T11:05:22.900000+00:00,11377,1295,1.306,1.306,81
2026-09-26T11:05:23.506000+00:00,11377,1295,6.81,0.798,43
2026-09-26T11:05:23.542000+00:00,11377,1295,14.412,0.874,77
2026-09-26T11:05:23.708000+00:00,11377,1295,11.4,0.872,55
2026-09-26T11:05:23.783000+00:00,11377,1295,1.297,1.297,81
2026-09-26T11:05:23.807000+00:00,11377,1295,2.206,0.9,16
2026-09-26T11:05:24.022000+00:00,11377,1295,7.322,0.512,30
2026-09-26T11:05:24.093000+00:00,11377,1295,14.984,0.572,18
2026-09-26T11:05:24.124000+00:00,11377,1295,11.864,0.464,12
2026-09-26T11:05:24.542000+00:00,11377,1295,12.25,0.386,5
2026-09-26T11:05:24.593000+00:00,11377,1295,2.987,0.781,1
2026-09-26T11:05:24.641000+00:00,11377,1295,2.21,0.913,16
2026-09-26T11:05:24.768000+00:00,11377,1295,8.072,0.75,23
2026-09-26T11:05:25.125000+00:00,11377,1295,8.414,0.342,87
2026-09-26T11:05:25.167000+00:00,11377,1295,3.584,0.597,6
2026-09-26T11:05:25.369000+00:00,11377,1295,13.05,0.8,14
2026-09-26T11:05:25.437000+00:00,11377,1295,2.985,0.775,1
2026-09-26T11:05:25.800000+00:00,11377,1295,9.048,0.634,31
2026-09-26T11:05:25.800000+00:00,11377,1295,4.186,0.602,44
2026-09-26T11:05:26.006000+00:00,11377,1295,13.709,0.659,11
2026-09-26T11:05:26.022000+00:00,11377,1295,3.581,0.596,6
2026-09-26T11:05:26.663000+00:00,11377,1295,4.22,0.639,44
2026-09-26T11:05:26.679000+00:00,11377,1295,5.092,0.906,3
2026-09-26T11:05:26.749000+00:00,11377,1295,10.048,1.0,41
2026-09-26T11:05:26.856000+00:00,11377,1295,14.567,0.858,77
2026-09-26T11:05:27.114000+00:00,11377,1295,1.281,1.281,81
2026-09-26T11:05:27.259000+00:00,11377,1295,10.558,0.51,27
2026-09-26T11:05:27.514000+00:00,11377,1295,15.226,0.659,18
2026-09-26T11:05:27.537000+00:00,11377,1295,5.09,0.87,3
2026-09-26T11:05:27.692000+00:00,11377,1295,6.113,1.021,10
