timestamp_utc,endpoint,strategy,params_json,rows,status,error,elapsed_seconds
2026-08-14T18:08:16.239002Z,sessions,sessions_by_year,"{""year"": 2026}",131,pass,,0.551
2026-08-14T18:08:16.912352Z,weather,weather_by_session_key,"{""session_key"": 11465}",540,pass,,0.511
2026-08-14T18:08:17.765198Z,race_control,race_control_by_session_key,"{""session_key"": 11465}",56,pass,,0.751
2026-08-14T18:08:18.309711Z,intervals,intervals_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.443
2026-08-14T18:08:18.952258Z,position,position_by_session_key,"{""session_key"": 11465}",415,pass,,0.541
2026-08-14T18:08:20.997156Z,stints,stints_by_session_key,"{""session_key"": 11465}",207,pass,,1.943
2026-08-14T18:08:21.099142Z,pit,skip_non_race_like_session,"{""session_key"": 11465}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-14T18:08:21.749836Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.651
2026-08-14T18:08:25.351419Z,drivers,drivers_by_session_key,"{""session_key"": 11465}",22,pass,,3.5
2026-08-14T18:08:25.999666Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.546
2026-08-14T18:08:26.579196Z,weather,weather_by_session_key,"{""session_key"": 11466}",484,pass,,0.478
2026-08-14T18:08:27.206675Z,race_control,race_control_by_session_key,"{""session_key"": 11466}",67,pass,,0.526
2026-08-14T18:08:28.010190Z,intervals,intervals_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.702
2026-08-14T18:08:28.583597Z,position,position_by_session_key,"{""session_key"": 11466}",280,pass,,0.472
2026-08-14T18:08:29.195156Z,stints,stints_by_session_key,"{""session_key"": 11466}",233,pass,,0.51
2026-08-14T18:08:29.297092Z,pit,skip_non_race_like_session,"{""session_key"": 11466}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-14T18:08:29.740439Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.443
2026-08-14T18:08:30.434679Z,drivers,drivers_by_session_key,"{""session_key"": 11466}",22,pass,,0.593
2026-08-14T18:08:30.975747Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.439
2026-08-14T18:08:31.550207Z,weather,weather_by_session_key,"{""session_key"": 11467}",528,pass,,0.473
2026-08-14T18:08:32.096001Z,race_control,race_control_by_session_key,"{""session_key"": 11467}",109,pass,,0.444
2026-08-14T18:08:32.667665Z,intervals,intervals_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.47
2026-08-14T18:08:33.222674Z,position,position_by_session_key,"{""session_key"": 11467}",216,pass,,0.454
2026-08-14T18:08:33.977608Z,stints,stints_by_session_key,"{""session_key"": 11467}",211,pass,,0.653
2026-08-14T18:08:34.079634Z,pit,skip_non_race_like_session,"{""session_key"": 11467}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-14T18:08:34.519525Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.44
2026-08-14T18:08:35.231491Z,drivers,drivers_by_session_key,"{""session_key"": 11467}",22,pass,,0.611
2026-08-14T18:08:36.907492Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11467}",1,pass,,1.574
2026-08-14T18:08:37.485746Z,weather,weather_by_session_key,"{""session_key"": 11470}",517,pass,,0.476
2026-08-14T18:08:38.035933Z,race_control,race_control_by_session_key,"{""session_key"": 11470}",57,pass,,0.448
2026-08-14T18:08:38.576887Z,intervals,intervals_by_session_key,"{""session_key"": 11470}",0,http_404,"{""detail"":""No results found.""}",0.439
2026-08-14T18:08:39.126927Z,position,position_by_session_key,"{""session_key"": 11470}",429,pass,,0.449
2026-08-14T18:08:39.855794Z,stints,stints_by_session_key,"{""session_key"": 11470}",243,pass,,0.627
2026-08-14T18:08:39.957754Z,pit,skip_non_race_like_session,"{""session_key"": 11470}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-14T18:08:40.399761Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.442
2026-08-14T18:08:40.998855Z,drivers,drivers_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.498
2026-08-14T18:08:41.540540Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 1, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.437
2026-08-14T18:08:42.082932Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 3, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.441
2026-08-14T18:08:42.625302Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 5, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.441
2026-08-14T18:08:43.348771Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 6, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.622
2026-08-14T18:08:43.889758Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 10, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.44
2026-08-14T18:08:44.600495Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 11, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.61
2026-08-14T18:08:45.139577Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 12, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.438
2026-08-14T18:08:45.680052Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 14, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.439
2026-08-14T18:08:46.218018Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 16, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.437
2026-08-14T18:08:46.760253Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 18, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.441
2026-08-14T18:08:47.307723Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 23, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.446
2026-08-14T18:08:47.846608Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 27, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.438
2026-08-14T18:08:48.391180Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 30, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.443
2026-08-14T18:08:49.086678Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 31, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.594
2026-08-14T18:08:49.782806Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 41, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.595
2026-08-14T18:08:50.321763Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 43, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.438
2026-08-14T18:08:50.871665Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 44, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.449
2026-08-14T18:08:51.413631Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 55, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.441
2026-08-14T18:08:51.952921Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 63, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.438
2026-08-14T18:08:52.496905Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 77, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.443
2026-08-14T18:08:53.098381Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 81, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.5
2026-08-14T18:08:53.641162Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 87, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.442
2026-08-14T18:08:54.378725Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 241, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.636
2026-08-14T18:08:54.917174Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 243, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.437
2026-08-14T18:08:55.460095Z,drivers,drivers_by_observed_driver_number,"{""driver_number"": 247, ""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.442
2026-08-14T18:08:56.003086Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.442
2026-08-14T18:08:56.541718Z,weather,weather_by_session_key,"{""session_key"": 11469}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.437
2026-08-14T18:08:57.094061Z,race_control,race_control_by_session_key,"{""session_key"": 11469}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.451
2026-08-14T18:08:57.654507Z,intervals,intervals_by_session_key,"{""session_key"": 11469}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.459
2026-08-14T18:08:58.211500Z,position,position_by_session_key,"{""session_key"": 11469}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.456
2026-08-14T18:08:58.855481Z,position,position_by_meeting_key_fallback,"{""meeting_key"": 1305}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.543
2026-08-14T18:08:59.403817Z,stints,stints_by_session_key,"{""session_key"": 11469}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.447
2026-08-14T18:08:59.505114Z,pit,skip_non_race_like_session,"{""session_key"": 11469}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-14T18:08:59.947574Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11469}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.442
2026-08-14T18:09:00.498902Z,drivers,drivers_by_session_key,"{""session_key"": 11469}",22,pass,,0.45
2026-08-14T18:09:01.045456Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11469}",0,http_404,"{""detail"":""No results found.""}",0.445
2026-08-14T18:09:01.631895Z,weather,weather_by_session_key,"{""session_key"": 11468}",559,pass,,0.485
2026-08-14T18:09:02.332174Z,race_control,race_control_by_session_key,"{""session_key"": 11468}",46,pass,,0.598
2026-08-14T18:09:02.988226Z,intervals,intervals_by_session_key,"{""session_key"": 11468}",0,http_404,"{""detail"":""No results found.""}",0.554
2026-08-14T18:09:03.879080Z,position,position_by_session_key,"{""session_key"": 11468}",341,pass,,0.79
2026-08-14T18:09:05.968633Z,stints,stints_by_session_key,"{""session_key"": 11468}",290,pass,,1.988
2026-08-14T18:09:06.070619Z,pit,skip_non_race_like_session,"{""session_key"": 11468}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-14T18:09:06.978616Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11468}",0,http_404,"{""detail"":""No results found.""}",0.908
2026-08-14T18:09:07.658678Z,drivers,drivers_by_session_key,"{""session_key"": 11468}",22,pass,,0.579
2026-08-14T18:09:08.205963Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11468}",1,pass,,0.445
2026-08-14T18:09:08.767820Z,weather,weather_by_session_key,"{""session_key"": 11227}",82,pass,,0.46
2026-08-14T18:09:09.804074Z,race_control,race_control_by_session_key,"{""session_key"": 11227}",45,pass,,0.934
2026-08-14T18:09:10.419159Z,intervals,intervals_by_session_key,"{""session_key"": 11227}",0,http_404,"{""detail"":""No results found.""}",0.513
2026-08-14T18:09:11.260010Z,position,position_by_session_key,"{""session_key"": 11227}",717,pass,,0.74
2026-08-14T18:09:11.920295Z,stints,stints_by_session_key,"{""session_key"": 11227}",83,pass,,0.558
2026-08-14T18:09:12.022300Z,pit,skip_non_race_like_session,"{""session_key"": 11227}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-08-14T18:09:12.466881Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11227}",0,http_404,"{""detail"":""No results found.""}",0.444
2026-08-14T18:09:13.014214Z,drivers,drivers_by_session_key,"{""session_key"": 11227}",22,pass,,0.446
