lane,rows,result,reason,required_status,heavy_endpoint
weather,3811,pass,evidence_bearing,required_lightweight,False
race_control,1379,pass,evidence_bearing,required_lightweight,False
intervals,39263,pass,evidence_bearing,required_lightweight,False
position,10610,pass,evidence_bearing,required_lightweight,False
stints,2560,pass,evidence_bearing,required_lightweight,False
pit,134,pass,evidence_bearing,required_lightweight,False
starting_grid,0,pass_with_warnings,zero_rows_after_endpoint_specific_retry_needs_review,required_lightweight,False
drivers,532,pass,evidence_bearing,required_lightweight,False
team_radio,137,pass,evidence_bearing,opportunistic,False
