date,session_key,meeting_key,driver_number,gap_to_leader,interval,source_closure_retrieved_utc
2026-07-04T11:04:06.289000+00:00,11321,1289,14,2.38,,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:06.383000+00:00,11321,1289,11,2.531,0.191,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:06.570000+00:00,11321,1289,77,2.716,0.185,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:06.820000+00:00,11321,1289,18,2.968,0.588,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:07.836000+00:00,11321,1289,12,0.204,0.204,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:08.102000+00:00,11321,1289,1,0.382,0.178,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:08.227000+00:00,11321,1289,81,0.504,0.122,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:08.227000+00:00,11321,1289,63,0.52,0.016,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:08.492000+00:00,11321,1289,3,0.853,0.333,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:08.649000+00:00,11321,1289,16,1.002,0.149,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:09.008000+00:00,11321,1289,10,1.355,0.353,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:09.117000+00:00,11321,1289,41,1.418,0.063,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:09.227000+00:00,11321,1289,43,1.545,0.127,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:09.367000+00:00,11321,1289,30,1.651,0.106,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:09.570000+00:00,11321,1289,6,1.891,0.24,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:09.774000+00:00,11321,1289,55,2.122,0.231,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:09.883000+00:00,11321,1289,87,2.229,0.107,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:10.320000+00:00,11321,1289,27,2.638,0.409,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:10.414000+00:00,11321,1289,5,2.727,0.089,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:10.570000+00:00,11321,1289,31,2.9,0.173,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:10.805000+00:00,11321,1289,14,3.121,0.221,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:10.914000+00:00,11321,1289,11,3.259,0.138,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:11.180000+00:00,11321,1289,77,3.504,0.245,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:11.258000+00:00,11321,1289,18,3.594,0.09,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:11.258000+00:00,11321,1289,12,0.357,0.357,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:11.555000+00:00,11321,1289,1,0.629,0.272,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:11.742000+00:00,11321,1289,81,0.822,0.193,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:11.774000+00:00,11321,1289,63,0.827,0.005,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:12.149000+00:00,11321,1289,3,1.242,0.415,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:12.414000+00:00,11321,1289,16,1.484,0.242,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:12.555000+00:00,11321,1289,10,1.65,0.166,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:12.774000+00:00,11321,1289,41,1.844,0.194,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:12.852000+00:00,11321,1289,43,1.937,0.093,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:12.914000+00:00,11321,1289,30,2.002,0.065,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:13.227000+00:00,11321,1289,6,2.251,0.249,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:13.555000+00:00,11321,1289,55,2.583,0.332,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:13.570000+00:00,11321,1289,87,2.602,0.019,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:13.899000+00:00,11321,1289,27,2.93,0.328,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:14.195000+00:00,11321,1289,5,3.144,0.214,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:14.430000+00:00,11321,1289,31,3.31,0.166,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:14.727000+00:00,11321,1289,14,3.542,0.232,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:14.883000+00:00,11321,1289,11,3.695,0.153,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:15.195000+00:00,11321,1289,77,4.036,0.341,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:15.258000+00:00,11321,1289,18,4.095,0.059,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:15.289000+00:00,11321,1289,12,0.482,0.482,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:15.586000+00:00,11321,1289,1,0.775,0.293,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:15.867000+00:00,11321,1289,81,1.009,0.234,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:15.883000+00:00,11321,1289,63,1.026,0.017,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:16.289000+00:00,11321,1289,3,1.482,0.456,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:16.461000+00:00,11321,1289,16,1.666,0.184,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:16.758000+00:00,11321,1289,10,1.948,0.282,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:17.070000+00:00,11321,1289,41,2.219,0.271,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:17.086000+00:00,11321,1289,43,2.249,0.03,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:17.399000+00:00,11321,1289,23,9.586,5.992,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:17.445000+00:00,11321,1289,30,2.504,0.255,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:17.461000+00:00,11321,1289,6,2.628,0.124,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:17.852000+00:00,11321,1289,87,3.024,0.396,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:18.195000+00:00,11321,1289,55,3.352,0.328,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:18.338000+00:00,11321,1289,27,3.515,0.163,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:18.633000+00:00,11321,1289,5,3.73,0.215,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:18.711000+00:00,11321,1289,31,3.852,0.122,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:18.914000+00:00,11321,1289,14,3.978,0.126,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:19.117000+00:00,11321,1289,11,4.252,0.274,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:19.367000+00:00,11321,1289,18,4.513,0.261,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:19.399000+00:00,11321,1289,77,4.539,0.026,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:21.227000+00:00,11321,1289,23,10.246,6.21,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:21.289000+00:00,11321,1289,12,0.579,0.579,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:21.602000+00:00,11321,1289,1,0.884,0.305,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:21.883000+00:00,11321,1289,63,1.081,0.197,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:22.117000+00:00,11321,1289,81,1.318,0.237,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:22.508000+00:00,11321,1289,3,1.739,0.421,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:22.602000+00:00,11321,1289,16,1.858,0.119,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:23.102000+00:00,11321,1289,10,2.353,0.495,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:23.320000+00:00,11321,1289,41,2.516,0.163,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:23.430000+00:00,11321,1289,43,2.654,0.138,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:23.602000+00:00,11321,1289,30,2.796,0.142,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:23.789000+00:00,11321,1289,6,3.027,0.231,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:24.133000+00:00,11321,1289,87,3.389,0.362,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:24.742000+00:00,11321,1289,31,4.042,0.653,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:24.945000+00:00,11321,1289,27,4.151,0.109,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.039000+00:00,11321,1289,55,4.264,0.113,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.102000+00:00,11321,1289,12,0.501,0.501,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.258000+00:00,11321,1289,5,4.348,0.084,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.274000+00:00,11321,1289,14,4.423,0.075,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.289000+00:00,11321,1289,23,10.453,5.914,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.352000+00:00,11321,1289,1,0.731,0.23,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.367000+00:00,11321,1289,11,4.528,0.105,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.508000+00:00,11321,1289,18,4.65,0.122,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.617000+00:00,11321,1289,77,4.853,0.203,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.695000+00:00,11321,1289,63,1.054,0.323,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:25.836000+00:00,11321,1289,81,1.223,0.169,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:26.274000+00:00,11321,1289,3,1.665,0.442,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:26.633000+00:00,11321,1289,16,2.029,0.364,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:26.867000+00:00,11321,1289,10,2.253,0.224,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:27.149000+00:00,11321,1289,41,2.507,0.254,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:27.242000+00:00,11321,1289,43,2.608,0.101,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:27.445000+00:00,11321,1289,30,2.819,0.211,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:27.602000+00:00,11321,1289,6,3.006,0.187,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:27.930000+00:00,11321,1289,87,3.307,0.301,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:28.774000+00:00,11321,1289,31,4.148,0.841,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:28.883000+00:00,11321,1289,27,4.27,0.122,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.117000+00:00,11321,1289,55,4.493,0.223,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.149000+00:00,11321,1289,12,0.214,0.214,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.305000+00:00,11321,1289,1,0.29,0.076,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.477000+00:00,11321,1289,5,4.829,0.336,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.680000+00:00,11321,1289,14,5.047,0.218,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.742000+00:00,11321,1289,11,5.108,0.061,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.789000+00:00,11321,1289,81,0.825,0.535,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.789000+00:00,11321,1289,18,5.173,0.065,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:29.867000+00:00,11321,1289,63,0.875,0.05,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:30.086000+00:00,11321,1289,77,5.484,0.311,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:30.414000+00:00,11321,1289,3,1.413,0.538,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:30.492000+00:00,11321,1289,12,0.201,0.201,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:30.617000+00:00,11321,1289,1,0.303,0.102,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:30.789000+00:00,11321,1289,10,1.814,0.401,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:30.867000+00:00,11321,1289,16,1.858,0.044,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.039000+00:00,11321,1289,81,0.754,0.451,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.242000+00:00,11321,1289,63,0.891,0.137,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.336000+00:00,11321,1289,43,2.337,0.479,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.383000+00:00,11321,1289,23,10.616,5.763,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.414000+00:00,11321,1289,41,2.408,0.071,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.524000+00:00,11321,1289,30,2.516,0.108,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.649000+00:00,11321,1289,6,2.633,0.117,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:31.711000+00:00,11321,1289,3,1.38,0.489,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.070000+00:00,11321,1289,87,3.097,0.464,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.070000+00:00,11321,1289,10,1.716,0.336,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.102000+00:00,11321,1289,16,1.799,0.083,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.617000+00:00,11321,1289,43,2.301,0.502,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.680000+00:00,11321,1289,41,2.381,0.08,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.867000+00:00,11321,1289,30,2.541,0.16,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.961000+00:00,11321,1289,6,2.622,0.081,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:32.977000+00:00,11321,1289,27,3.99,0.893,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:33.086000+00:00,11321,1289,31,4.115,0.125,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:33.133000+00:00,11321,1289,55,4.15,0.035,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:33.445000+00:00,11321,1289,87,3.146,0.524,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:33.570000+00:00,11321,1289,5,4.573,0.423,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:33.852000+00:00,11321,1289,14,4.873,0.3,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:34.242000+00:00,11321,1289,18,5.205,0.332,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:34.433000+00:00,11321,1289,11,5.295,0.09,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:34.442000+00:00,11321,1289,27,4.001,0.855,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:34.506000+00:00,11321,1289,31,4.165,0.164,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:34.562000+00:00,11321,1289,77,5.563,0.268,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:34.655000+00:00,11321,1289,55,4.244,0.079,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:34.923000+00:00,11321,1289,5,4.588,0.344,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:35.185000+00:00,11321,1289,23,10.53,5.046,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:35.240000+00:00,11321,1289,14,4.883,0.295,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:35.599000+00:00,11321,1289,18,5.273,0.39,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:35.607000+00:00,11321,1289,12,0.428,0.428,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:35.768000+00:00,11321,1289,11,5.436,0.163,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:35.845000+00:00,11321,1289,1,0.672,0.244,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:36.002000+00:00,11321,1289,77,5.731,0.295,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:36.236000+00:00,11321,1289,81,1.05,0.378,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:36.580000+00:00,11321,1289,63,1.415,0.365,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:36.861000+00:00,11321,1289,3,1.709,0.294,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:37.369000+00:00,11321,1289,16,2.207,0.498,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:37.466000+00:00,11321,1289,10,2.307,0.1,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:37.969000+00:00,11321,1289,43,2.809,,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:38.290000+00:00,11321,1289,41,3.112,0.303,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:38.334000+00:00,11321,1289,30,3.163,0.051,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:38.616000+00:00,11321,1289,6,3.443,0.28,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:38.790000+00:00,11321,1289,87,3.611,0.168,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:39.314000+00:00,11321,1289,23,10.305,4.742,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:39.595000+00:00,11321,1289,27,4.449,0.838,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:40.064000+00:00,11321,1289,31,4.862,0.413,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:40.236000+00:00,11321,1289,55,5.042,0.18,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:40.455000+00:00,11321,1289,5,5.306,0.264,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:40.627000+00:00,11321,1289,23,10.313,4.582,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:40.861000+00:00,11321,1289,14,5.708,0.402,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:40.908000+00:00,11321,1289,12,0.582,0.582,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:41.064000+00:00,11321,1289,1,0.766,0.184,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:41.314000+00:00,11321,1289,18,6.12,0.412,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:41.486000+00:00,11321,1289,11,6.323,0.203,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:41.658000+00:00,11321,1289,81,1.349,0.583,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:41.814000+00:00,11321,1289,77,6.65,0.327,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:42.096000+00:00,11321,1289,63,1.772,0.423,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:42.236000+00:00,11321,1289,3,1.924,0.152,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:42.908000+00:00,11321,1289,10,2.633,0.709,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:43.111000+00:00,11321,1289,16,2.798,0.165,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:43.424000+00:00,11321,1289,43,3.117,0.319,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:43.799000+00:00,11321,1289,30,3.473,0.356,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:43.814000+00:00,11321,1289,41,3.493,0.02,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:44.267000+00:00,11321,1289,6,3.933,0.44,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:44.439000+00:00,11321,1289,87,4.12,0.187,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:45.174000+00:00,11321,1289,27,4.86,0.74,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:45.408000+00:00,11321,1289,31,5.095,0.235,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:45.580000+00:00,11321,1289,23,10.412,3.762,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:45.845000+00:00,11321,1289,55,5.528,0.433,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:46.080000+00:00,11321,1289,5,5.766,0.238,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:46.299000+00:00,11321,1289,12,0.687,0.687,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:46.377000+00:00,11321,1289,1,0.769,0.082,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:46.549000+00:00,11321,1289,14,6.204,0.438,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:46.955000+00:00,11321,1289,18,6.658,0.454,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:46.986000+00:00,11321,1289,81,1.377,0.608,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:47.377000+00:00,11321,1289,11,7.052,0.394,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:47.484000+00:00,11321,1289,63,1.851,0.474,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:47.546000+00:00,11321,1289,77,7.235,0.183,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:47.571000+00:00,11321,1289,3,1.959,0.108,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:48.480000+00:00,11321,1289,10,2.89,0.931,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:48.527000+00:00,11321,1289,16,2.921,0.031,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:48.824000+00:00,11321,1289,43,3.228,0.307,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:49.058000+00:00,11321,1289,30,3.457,0.229,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:49.386000+00:00,11321,1289,41,3.507,0.05,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:49.652000+00:00,11321,1289,6,4.039,0.532,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:49.745000+00:00,11321,1289,87,4.143,0.104,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:50.136000+00:00,11321,1289,1,0.698,0.698,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:50.339000+00:00,11321,1289,12,0.921,0.223,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:50.589000+00:00,11321,1289,27,4.97,0.827,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:50.714000+00:00,11321,1289,31,5.122,0.152,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:50.777000+00:00,11321,1289,81,1.338,0.417,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:51.089000+00:00,11321,1289,23,10.755,3.52,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:51.230000+00:00,11321,1289,63,1.784,0.446,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:51.293000+00:00,11321,1289,55,5.676,0.554,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:51.339000+00:00,11321,1289,3,1.903,0.119,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:51.589000+00:00,11321,1289,5,5.982,0.306,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.152000+00:00,11321,1289,14,6.542,0.56,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.277000+00:00,11321,1289,16,2.862,0.959,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.511000+00:00,11321,1289,18,6.894,0.352,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.542000+00:00,11321,1289,10,3.127,0.265,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.730000+00:00,11321,1289,30,3.295,0.168,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.808000+00:00,11321,1289,11,7.197,0.303,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.839000+00:00,11321,1289,43,3.378,0.083,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.949000+00:00,11321,1289,41,3.521,0.143,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:52.964000+00:00,11321,1289,77,7.364,0.167,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:53.433000+00:00,11321,1289,6,3.992,0.471,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:53.620000+00:00,11321,1289,87,4.195,0.203,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:54.245000+00:00,11321,1289,1,0.906,0.906,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:54.511000+00:00,11321,1289,27,4.959,0.764,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:54.527000+00:00,11321,1289,31,5.016,0.057,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:54.542000+00:00,11321,1289,12,1.241,0.335,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:54.792000+00:00,11321,1289,81,1.503,0.262,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:55.183000+00:00,11321,1289,55,5.717,0.701,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:55.245000+00:00,11321,1289,63,1.97,0.467,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:55.511000+00:00,11321,1289,5,6.085,0.368,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:55.527000+00:00,11321,1289,3,2.242,0.272,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:56.168000+00:00,11321,1289,14,6.719,0.634,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:56.386000+00:00,11321,1289,16,3.07,0.828,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:56.480000+00:00,11321,1289,18,7.063,0.344,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:56.480000+00:00,11321,1289,23,10.884,,2026-07-18T20:34:06.132515Z
2026-07-04T11:04:56.699000+00:00,11321,1289,11,7.277,0.214,2026-07-18T20:34:06.132515Z
