date,session_key,meeting_key,driver_number,gap_to_leader,interval,source_closure_retrieved_utc
2026-07-04T11:07:13.620000+00:00,11321,1289,43,10.103,1.233,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:13.698000+00:00,11321,1289,3,4.413,0.274,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:13.730000+00:00,11321,1289,14,20.169,2.874,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:13.730000+00:00,11321,1289,12,1.069,1.069,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:13.855000+00:00,11321,1289,63,4.579,0.166,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:13.886000+00:00,11321,1289,27,12.35,1.467,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.074000+00:00,11321,1289,87,10.555,0.452,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.370000+00:00,11321,1289,55,14.064,0.913,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.464000+00:00,11321,1289,81,5.165,0.586,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.464000+00:00,11321,1289,31,12.88,0.53,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.464000+00:00,11321,1289,6,10.927,0.372,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.542000+00:00,11321,1289,43,10.112,1.245,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.792000+00:00,11321,1289,5,13.217,0.337,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:14.855000+00:00,11321,1289,16,5.529,0.364,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:15.027000+00:00,11321,1289,87,10.576,0.464,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:15.089000+00:00,11321,1289,14,20.233,,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:15.355000+00:00,11321,1289,6,10.935,0.359,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:15.698000+00:00,11321,1289,55,14.152,0.935,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:15.980000+00:00,11321,1289,27,12.42,1.493,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:16.511000+00:00,11321,1289,31,12.981,0.561,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:16.808000+00:00,11321,1289,27,12.432,1.497,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:16.823000+00:00,11321,1289,1,4.144,3.075,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:16.855000+00:00,11321,1289,5,13.321,0.34,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:16.917000+00:00,11321,1289,10,7.644,2.115,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.042000+00:00,11321,1289,3,4.374,0.23,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.042000+00:00,11321,1289,12,1.102,1.102,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.370000+00:00,11321,1289,30,8.084,0.44,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.386000+00:00,11321,1289,63,4.702,0.328,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.417000+00:00,11321,1289,31,13.004,0.572,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.433000+00:00,11321,1289,77,17.207,3.143,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.730000+00:00,11321,1289,5,13.336,0.332,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.777000+00:00,11321,1289,55,14.261,0.94,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.808000+00:00,11321,1289,81,5.13,0.428,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.839000+00:00,11321,1289,41,8.551,0.467,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:17.948000+00:00,11321,1289,23,17.717,0.51,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:18.058000+00:00,11321,1289,16,5.425,0.295,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:18.434000+00:00,11321,1289,18,18.224,0.507,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:18.683000+00:00,11321,1289,55,14.289,0.953,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:18.777000+00:00,11321,1289,77,17.221,3.069,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:19.198000+00:00,11321,1289,43,9.914,1.363,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:19.339000+00:00,11321,1289,23,17.779,0.558,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:19.714000+00:00,11321,1289,87,10.444,0.53,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:19.870000+00:00,11321,1289,18,18.309,0.53,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:19.948000+00:00,11321,1289,6,10.661,0.217,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:20.261000+00:00,11321,1289,1,4.263,3.161,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:20.308000+00:00,11321,1289,3,4.302,0.039,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:20.355000+00:00,11321,1289,10,7.673,2.248,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:20.683000+00:00,11321,1289,30,8.021,0.348,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:20.823000+00:00,11321,1289,77,17.301,3.04,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:20.902000+00:00,11321,1289,63,4.909,0.607,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:20.933000+00:00,11321,1289,14,20.726,,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.074000+00:00,11321,1289,12,0.993,0.993,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.167000+00:00,11321,1289,41,8.514,0.493,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.355000+00:00,11321,1289,81,5.321,0.412,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.402000+00:00,11321,1289,23,17.881,0.58,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.511000+00:00,11321,1289,16,5.572,0.251,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.652000+00:00,11321,1289,27,12.373,1.712,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.730000+00:00,11321,1289,77,17.337,3.048,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:21.933000+00:00,11321,1289,18,18.422,0.541,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:22.136000+00:00,11321,1289,31,12.866,0.493,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:22.308000+00:00,11321,1289,23,17.913,0.576,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:22.308000+00:00,11321,1289,14,20.765,,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:22.446000+00:00,11321,1289,5,13.152,0.286,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:22.513000+00:00,11321,1289,43,9.852,1.338,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:22.947000+00:00,11321,1289,18,18.463,0.55,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:23.189000+00:00,11321,1289,87,10.529,0.677,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:23.334000+00:00,11321,1289,6,10.653,0.124,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:23.490000+00:00,11321,1289,55,14.213,1.061,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:23.847000+00:00,11321,1289,10,7.829,2.257,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:24.283000+00:00,11321,1289,30,8.263,0.434,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:24.355000+00:00,11321,1289,1,4.338,3.345,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:24.389000+00:00,11321,1289,14,20.846,,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:24.700000+00:00,11321,1289,41,8.679,0.416,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:24.825000+00:00,11321,1289,3,4.582,0.244,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:24.939000+00:00,11321,1289,63,4.889,0.307,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:25.111000+00:00,11321,1289,27,12.418,1.765,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:25.246000+00:00,11321,1289,14,20.88,1.424,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:25.483000+00:00,11321,1289,81,5.406,0.517,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:25.685000+00:00,11321,1289,16,5.611,0.205,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:25.691000+00:00,11321,1289,31,13.025,0.607,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:25.846000+00:00,11321,1289,5,13.174,0.149,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:26.021000+00:00,11321,1289,43,10.006,1.327,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:26.584000+00:00,11321,1289,77,17.299,3.086,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:26.605000+00:00,11321,1289,87,10.609,0.603,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:26.636000+00:00,11321,1289,6,10.647,0.038,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:26.917000+00:00,11321,1289,55,14.251,1.077,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:26.964000+00:00,11321,1289,12,0.988,0.988,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:27.089000+00:00,11321,1289,23,17.825,0.526,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:27.870000+00:00,11321,1289,18,18.593,0.768,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:27.996000+00:00,11321,1289,10,7.937,2.326,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:28.401000+00:00,11321,1289,30,8.341,0.404,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:28.714000+00:00,11321,1289,27,12.679,2.032,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:28.901000+00:00,11321,1289,41,8.84,0.499,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:29.261000+00:00,11321,1289,5,13.25,0.571,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:29.293000+00:00,11321,1289,31,13.297,0.047,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.136000+00:00,11321,1289,77,17.485,3.234,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.214000+00:00,11321,1289,43,10.151,1.311,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.261000+00:00,11321,1289,14,20.971,2.378,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.418000+00:00,11321,1289,55,14.405,1.108,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.448000+00:00,11321,1289,23,17.787,0.302,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.495000+00:00,11321,1289,1,4.539,3.551,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.792000+00:00,11321,1289,12,0.946,0.946,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.870000+00:00,11321,1289,3,4.874,0.335,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.886000+00:00,11321,1289,6,10.782,0.631,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:30.995000+00:00,11321,1289,87,10.928,0.146,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:31.089000+00:00,11321,1289,63,5.086,0.212,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:31.339000+00:00,11321,1289,18,18.663,0.876,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:31.651000+00:00,11321,1289,81,5.721,0.635,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:32.120000+00:00,11321,1289,16,6.084,0.363,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:32.823000+00:00,11321,1289,27,12.784,1.856,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:33.483000+00:00,11321,1289,31,13.353,0.569,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:33.501000+00:00,11321,1289,5,13.442,0.089,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:33.606000+00:00,11321,1289,77,17.601,3.196,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:33.846000+00:00,11321,1289,14,21.181,2.518,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.005000+00:00,11321,1289,10,8.017,1.933,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.027000+00:00,11321,1289,23,18.051,0.45,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.476000+00:00,11321,1289,30,8.355,0.338,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.483000+00:00,11321,1289,1,4.496,3.55,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.589000+00:00,11321,1289,55,14.526,1.084,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.640000+00:00,11321,1289,3,4.799,0.303,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.890000+00:00,11321,1289,63,4.988,0.189,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:34.969000+00:00,11321,1289,41,8.919,0.564,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:35.014000+00:00,11321,1289,18,18.95,0.899,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:35.106000+00:00,11321,1289,12,0.839,0.839,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:35.514000+00:00,11321,1289,81,5.633,0.645,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:35.890000+00:00,11321,1289,16,6.049,0.416,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:36.301000+00:00,11321,1289,43,10.315,1.396,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:36.348000+00:00,11321,1289,12,0.842,0.842,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:37.036000+00:00,11321,1289,6,11.028,0.713,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:37.114000+00:00,11321,1289,87,11.13,0.102,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:37.411000+00:00,11321,1289,14,21.41,2.46,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:37.755000+00:00,11321,1289,77,17.692,3.166,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:37.786000+00:00,11321,1289,10,7.958,1.909,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:38.161000+00:00,11321,1289,30,8.293,0.335,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:38.192000+00:00,11321,1289,23,18.122,0.43,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:38.676000+00:00,11321,1289,1,4.457,3.618,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:38.708000+00:00,11321,1289,41,8.853,0.56,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:38.817000+00:00,11321,1289,3,4.565,0.108,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:38.817000+00:00,11321,1289,27,12.824,1.694,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:38.833000+00:00,11321,1289,63,4.609,0.044,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:39.115000+00:00,11321,1289,18,19.063,0.941,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:39.556000+00:00,11321,1289,81,5.327,0.718,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:39.725000+00:00,11321,1289,31,13.739,0.915,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:39.784000+00:00,11321,1289,5,13.795,0.056,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:39.884000+00:00,11321,1289,16,5.687,0.36,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:39.962000+00:00,11321,1289,1,4.461,3.619,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:40.089000+00:00,11321,1289,3,4.504,0.043,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:40.181000+00:00,11321,1289,43,10.279,1.426,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:40.230000+00:00,11321,1289,63,4.665,0.161,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:40.631000+00:00,11321,1289,55,14.638,0.843,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:40.813000+00:00,11321,1289,81,5.307,0.642,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:40.843000+00:00,11321,1289,6,10.97,0.691,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:41.013000+00:00,11321,1289,87,11.142,0.172,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:41.105000+00:00,11321,1289,16,5.625,0.318,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:41.190000+00:00,11321,1289,12,0.982,0.982,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:41.463000+00:00,11321,1289,14,21.42,2.357,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:42.005000+00:00,11321,1289,10,7.761,2.074,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:42.323000+00:00,11321,1289,30,8.088,0.327,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:42.696000+00:00,11321,1289,27,12.832,1.69,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:42.883000+00:00,11321,1289,41,8.645,0.557,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:43.311000+00:00,11321,1289,10,7.77,2.145,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:43.561000+00:00,11321,1289,31,13.714,0.882,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:43.655000+00:00,11321,1289,30,8.128,0.358,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:43.670000+00:00,11321,1289,77,17.734,3.096,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:43.764000+00:00,11321,1289,5,13.918,0.204,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:44.170000+00:00,11321,1289,23,18.191,0.457,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:44.217000+00:00,11321,1289,41,8.685,,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:44.311000+00:00,11321,1289,43,10.091,1.446,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:44.373000+00:00,11321,1289,55,14.545,0.627,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:44.976000+00:00,11321,1289,1,4.768,3.786,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:45.005000+00:00,11321,1289,6,10.791,0.7,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:45.105000+00:00,11321,1289,87,10.839,0.048,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:45.134000+00:00,11321,1289,3,4.939,0.171,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:45.184000+00:00,11321,1289,18,19.219,1.028,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:45.570000+00:00,11321,1289,63,5.361,0.422,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:45.633000+00:00,11321,1289,43,10.104,1.419,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:45.789000+00:00,11321,1289,81,5.589,0.228,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:46.305000+00:00,11321,1289,16,6.1,0.511,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:46.320000+00:00,11321,1289,6,10.777,0.673,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:46.430000+00:00,11321,1289,12,1.044,1.044,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:46.586000+00:00,11321,1289,87,10.781,0.004,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:47.070000+00:00,11321,1289,27,12.839,2.0,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:47.492000+00:00,11321,1289,14,21.509,2.29,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:47.586000+00:00,11321,1289,77,17.732,3.187,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:47.930000+00:00,11321,1289,31,13.701,0.862,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:48.039000+00:00,11321,1289,23,18.102,0.37,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:48.258000+00:00,11321,1289,5,13.807,0.106,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:48.320000+00:00,11321,1289,10,8.095,1.995,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:48.430000+00:00,11321,1289,27,12.887,2.106,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:48.461000+00:00,11321,1289,55,14.226,0.419,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:48.836000+00:00,11321,1289,30,8.637,0.542,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:49.086000+00:00,11321,1289,18,19.249,1.147,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:49.320000+00:00,11321,1289,31,13.772,0.885,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:49.383000+00:00,11321,1289,41,9.162,0.525,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:49.398000+00:00,11321,1289,5,13.859,0.087,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:49.773000+00:00,11321,1289,55,14.254,0.395,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:50.226000+00:00,11321,1289,1,4.843,3.799,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:50.539000+00:00,11321,1289,3,5.133,0.29,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:50.664000+00:00,11321,1289,43,10.47,1.308,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.008000+00:00,11321,1289,63,5.619,0.486,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.289000+00:00,11321,1289,81,5.885,0.266,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.383000+00:00,11321,1289,14,21.547,2.298,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.476000+00:00,11321,1289,6,11.264,0.794,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.555000+00:00,11321,1289,16,6.159,0.274,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.726000+00:00,11321,1289,87,11.54,0.276,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.805000+00:00,11321,1289,12,1.043,1.043,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:51.961000+00:00,11321,1289,77,17.75,3.524,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:52.055000+00:00,11321,1289,23,17.826,0.076,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:53.336000+00:00,11321,1289,77,17.822,3.568,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:53.383000+00:00,11321,1289,23,17.84,0.018,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:53.430000+00:00,11321,1289,27,13.224,1.684,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:53.555000+00:00,11321,1289,18,19.298,1.472,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:53.758000+00:00,11321,1289,10,8.407,2.248,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:54.462000+00:00,11321,1289,30,8.984,0.577,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:54.546000+00:00,11321,1289,31,14.318,1.094,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:54.808000+00:00,11321,1289,5,14.556,0.238,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:54.917000+00:00,11321,1289,41,9.474,0.49,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:54.933000+00:00,11321,1289,18,19.346,1.506,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:55.198000+00:00,11321,1289,55,14.994,0.438,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:55.526000+00:00,11321,1289,1,4.791,3.748,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:55.667000+00:00,11321,1289,12,1.125,1.125,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:55.808000+00:00,11321,1289,3,5.081,,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:55.901000+00:00,11321,1289,14,21.668,2.37,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:56.261000+00:00,11321,1289,43,10.865,1.391,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:56.449000+00:00,11321,1289,63,5.689,0.608,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:56.526000+00:00,11321,1289,81,5.768,0.079,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:56.901000+00:00,11321,1289,6,11.512,0.647,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:56.964000+00:00,11321,1289,16,6.212,0.444,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:57.245000+00:00,11321,1289,87,11.854,0.342,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:57.292000+00:00,11321,1289,14,21.756,2.41,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:58.573000+00:00,11321,1289,23,18.358,3.364,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:58.808000+00:00,11321,1289,77,18.603,0.245,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:58.966000+00:00,11321,1289,27,13.577,1.723,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:59.198000+00:00,11321,1289,10,8.446,2.234,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:59.401000+00:00,11321,1289,12,1.056,1.056,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:59.417000+00:00,11321,1289,1,4.865,3.74,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:59.667000+00:00,11321,1289,3,5.1,0.235,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:59.792000+00:00,11321,1289,30,9.036,0.59,2026-07-18T20:34:06.132515Z
2026-07-04T11:07:59.901000+00:00,11321,1289,31,14.5,0.923,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:00.105000+00:00,11321,1289,18,19.882,1.279,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:00.230000+00:00,11321,1289,5,14.836,0.336,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:00.261000+00:00,11321,1289,41,9.509,0.473,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:00.276000+00:00,11321,1289,81,5.743,0.643,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:00.433000+00:00,11321,1289,63,5.882,0.139,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:00.698000+00:00,11321,1289,16,6.154,0.272,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:00.839000+00:00,11321,1289,55,15.46,0.624,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:01.651000+00:00,11321,1289,43,10.884,1.375,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:01.855000+00:00,11321,1289,12,1.03,1.03,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:02.230000+00:00,11321,1289,6,11.5,0.616,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:02.386000+00:00,11321,1289,14,22.192,2.31,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:02.714000+00:00,11321,1289,87,11.964,0.464,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:03.042000+00:00,11321,1289,10,8.489,2.335,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:03.198000+00:00,11321,1289,1,4.856,3.8,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:03.620000+00:00,11321,1289,3,5.255,0.399,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:03.667000+00:00,11321,1289,30,9.112,0.623,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:04.042000+00:00,11321,1289,23,18.66,3.2,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:04.108000+00:00,11321,1289,41,9.556,0.444,2026-07-18T20:34:06.132515Z
2026-07-04T11:08:04.327000+00:00,11321,1289,77,18.941,0.281,2026-07-18T20:34:06.132515Z
