date,session_key,meeting_key,interval,driver_number,gap_to_leader
2026-06-14T13:29:18.609000+00:00,11307,1287,11.781,41,35.206
2026-06-14T13:29:19.015000+00:00,11307,1287,1.228,23,67.369
2026-06-14T13:29:19.124000+00:00,11307,1287,0.619,87,47.406
2026-06-14T13:29:19.437000+00:00,11307,1287,0.296,27,47.702
2026-06-14T13:29:19.515000+00:00,11307,1287,8.141,16,21.816
2026-06-14T13:29:19.906000+00:00,11307,1287,1.95,1,9.504
2026-06-14T13:29:20.234000+00:00,11307,1287,2.008,31,60.414
2026-06-14T13:29:20.562000+00:00,11307,1287,1.523,11,68.892
2026-06-14T13:29:20.734000+00:00,11307,1287,1.316,43,49.018
2026-06-14T13:29:20.952000+00:00,11307,1287,5.581,30,47.001
2026-06-14T13:29:21.031000+00:00,11307,1287,11.819,41,35.244
2026-06-14T13:29:21.140000+00:00,11307,1287,1.616,81,23.432
2026-06-14T13:29:21.765000+00:00,11307,1287,1.025,10,50.043
2026-06-14T13:29:21.781000+00:00,11307,1287,,27,47.841
2026-06-14T13:29:21.984000+00:00,11307,1287,6.248,6,41.445
2026-06-14T13:29:22.187000+00:00,11307,1287,1.97,44,1.97
2026-06-14T13:29:22.390000+00:00,11307,1287,8.204,16,21.862
2026-06-14T13:29:23.077000+00:00,11307,1287,1.294,43,49.135
2026-06-14T13:29:23.390000+00:00,11307,1287,5.633,30,47.067
2026-06-14T13:29:23.515000+00:00,11307,1287,8.464,55,58.402
2026-06-14T13:29:23.577000+00:00,11307,1287,5.615,12,7.52
2026-06-14T13:29:23.999000+00:00,11307,1287,1.563,81,23.425
2026-06-14T13:29:23.999000+00:00,11307,1287,4.076,3,13.58
2026-06-14T13:29:24.077000+00:00,11307,1287,1.004,10,50.139
2026-06-14T13:29:24.124000+00:00,11307,1287,5.64,30,47.078
2026-06-14T13:29:24.249000+00:00,11307,1287,,27,47.886
2026-06-14T13:29:24.843000+00:00,11307,1287,6.24,6,41.446
2026-06-14T13:29:24.890000+00:00,11307,1287,0.814,27,47.892
2026-06-14T13:29:24.968000+00:00,11307,1287,4.723,5,65.137
2026-06-14T13:29:25.515000+00:00,11307,1287,,43,49.18
2026-06-14T13:29:25.562000+00:00,11307,1287,1.987,1,9.507
2026-06-14T13:29:25.687000+00:00,11307,1287,2.153,31,60.555
2026-06-14T13:29:26.190000+00:00,11307,1287,1.292,43,49.184
2026-06-14T13:29:26.296000+00:00,11307,1287,12.169,41,35.601
2026-06-14T13:29:26.421000+00:00,11307,1287,8.188,16,21.8
2026-06-14T13:29:26.421000+00:00,11307,1287,1.413,14,66.55
2026-06-14T13:29:26.531000+00:00,11307,1287,,10,50.211
2026-06-14T13:29:26.843000+00:00,11307,1287,8.436,55,58.431
2026-06-14T13:29:27.124000+00:00,11307,1287,1.975,44,1.975
2026-06-14T13:29:27.171000+00:00,11307,1287,6.178,6,41.422
2026-06-14T13:29:27.249000+00:00,11307,1287,1.035,10,50.219
2026-06-14T13:29:27.390000+00:00,11307,1287,1.012,23,67.562
2026-06-14T13:29:27.640000+00:00,11307,1287,5.654,30,47.099
2026-06-14T13:29:27.781000+00:00,11307,1287,1.503,81,23.303
2026-06-14T13:29:27.796000+00:00,11307,1287,5.578,12,7.548
2026-06-14T13:29:28.374000+00:00,11307,1287,0.723,27,47.822
2026-06-14T13:29:28.921000+00:00,11307,1287,1.524,11,69.086
2026-06-14T13:29:28.999000+00:00,11307,1287,2.156,31,60.587
2026-06-14T13:29:29.577000+00:00,11307,1287,4.043,3,13.55
2026-06-14T13:29:29.703000+00:00,11307,1287,1.332,43,49.154
2026-06-14T13:29:29.703000+00:00,11307,1287,12.35,41,35.838
2026-06-14T13:29:29.734000+00:00,11307,1287,1.962,1,9.51
2026-06-14T13:29:30.234000+00:00,11307,1287,11.104,55,58.51
2026-06-14T13:29:30.265000+00:00,11307,1287,4.602,5,65.157
2026-06-14T13:29:30.421000+00:00,11307,1287,1.984,44,1.984
2026-06-14T13:29:30.499000+00:00,11307,1287,5.656,30,47.102
2026-06-14T13:29:30.718000+00:00,11307,1287,1.038,10,50.192
2026-06-14T13:29:31.124000+00:00,11307,1287,0.607,27,47.709
2026-06-14T13:29:31.999000+00:00,11307,1287,1.703,14,66.86
2026-06-14T13:29:32.046000+00:00,11307,1287,5.755,6,41.356
2026-06-14T13:29:32.062000+00:00,11307,1287,8.086,16,21.666
2026-06-14T13:29:32.437000+00:00,11307,1287,2.22,31,60.73
2026-06-14T13:29:32.515000+00:00,11307,1287,1.394,43,49.103
2026-06-14T13:29:32.562000+00:00,11307,1287,,55,58.64
2026-06-14T13:29:32.671000+00:00,11307,1287,5.571,12,7.546
2026-06-14T13:29:32.874000+00:00,11307,1287,0.835,23,67.695
2026-06-14T13:29:32.984000+00:00,11307,1287,5.779,30,47.201
2026-06-14T13:29:33.640000+00:00,11307,1287,1.032,10,50.135
2026-06-14T13:29:33.640000+00:00,11307,1287,0.566,27,47.767
2026-06-14T13:29:33.734000+00:00,11307,1287,4.622,5,65.209
2026-06-14T13:29:33.734000+00:00,11307,1287,1.605,81,23.271
2026-06-14T13:29:33.781000+00:00,11307,1287,12.615,41,36.047
2026-06-14T13:29:33.781000+00:00,11307,1287,4.029,3,13.539
2026-06-14T13:29:33.923000+00:00,11307,1287,2.017,44,2.017
2026-06-14T13:29:34.406000+00:00,11307,1287,1.553,11,69.248
2026-06-14T13:29:34.718000+00:00,11307,1287,2.029,1,9.575
2026-06-14T13:29:34.812000+00:00,11307,1287,2.245,31,60.885
2026-06-14T13:29:34.921000+00:00,11307,1287,1.368,43,49.135
2026-06-14T13:29:35.062000+00:00,11307,1287,,55,58.738
2026-06-14T13:29:35.218000+00:00,11307,1287,5.515,6,41.353
2026-06-14T13:29:35.453000+00:00,11307,1287,1.839,14,67.048
2026-06-14T13:29:35.765000+00:00,11307,1287,7.055,55,58.756
2026-06-14T13:29:35.906000+00:00,11307,1287,0.996,10,50.131
2026-06-14T13:29:35.953000+00:00,11307,1287,2.022,44,2.022
2026-06-14T13:29:36.004000+00:00,11307,1287,5.561,12,7.545
2026-06-14T13:29:36.142000+00:00,11307,1287,0.679,23,67.727
2026-06-14T13:29:36.640000+00:00,11307,1287,12.647,41,36.072
2026-06-14T13:29:37.067000+00:00,11307,1287,4.603,5,65.333
2026-06-14T13:29:37.286000+00:00,11307,1287,2.237,31,60.975
2026-06-14T13:29:37.621000+00:00,11307,1287,8.008,16,21.558
2026-06-14T13:29:37.756000+00:00,11307,1287,1.622,11,69.349
2026-06-14T13:29:37.978000+00:00,11307,1287,2.235,31,60.991
2026-06-14T13:29:38.018000+00:00,11307,1287,5.967,30,47.323
2026-06-14T13:29:38.032000+00:00,11307,1287,2.013,1,9.558
2026-06-14T13:29:38.554000+00:00,11307,1287,0.526,27,47.849
2026-06-14T13:29:38.680000+00:00,11307,1287,3.989,3,13.564
2026-06-14T13:29:38.934000+00:00,11307,1287,5.19,6,41.237
2026-06-14T13:29:39.028000+00:00,11307,1287,1.962,14,67.295
2026-06-14T13:29:39.341000+00:00,11307,1287,8.602,55,58.794
2026-06-14T13:29:39.356000+00:00,11307,1287,4.533,5,65.418
2026-06-14T13:29:39.372000+00:00,11307,1287,1.757,81,23.315
2026-06-14T13:29:39.450000+00:00,11307,1287,5.522,12,7.539
2026-06-14T13:29:39.622000+00:00,11307,1287,0.605,23,67.9
2026-06-14T13:29:39.934000+00:00,11307,1287,1.379,43,49.228
2026-06-14T13:29:40.762000+00:00,11307,1287,12.953,41,36.256
2026-06-14T13:29:40.981000+00:00,11307,1287,1.036,10,50.264
2026-06-14T13:29:41.278000+00:00,11307,1287,1.652,11,69.55199999999999
2026-06-14T13:29:41.356000+00:00,11307,1287,6.15,30,47.503
2026-06-14T13:29:41.419000+00:00,11307,1287,5.478,12,7.5
2026-06-14T13:29:41.452000+00:00,11307,1287,2.017,1,9.556
2026-06-14T13:29:41.497000+00:00,11307,1287,2.144,14,67.562
2026-06-14T13:29:41.544000+00:00,11307,1287,2.222,31,61.016
2026-06-14T13:29:41.747000+00:00,11307,1287,7.994,16,21.533
2026-06-14T13:29:41.794000+00:00,11307,1287,0.424,27,47.927
2026-06-14T13:29:41.794000+00:00,11307,1287,,5,65.472
2026-06-14T13:29:42.044000+00:00,11307,1287,0.505,23,68.06700000000001
2026-06-14T13:29:42.091000+00:00,11307,1287,5.127,6,41.199
2026-06-14T13:29:42.138000+00:00,11307,1287,4.07,3,13.628
2026-06-14T13:29:42.216000+00:00,11307,1287,8.672,55,58.807
2026-06-14T13:29:42.512000+00:00,11307,1287,4.493,5,65.484
2026-06-14T13:29:43.169000+00:00,11307,1287,1.382,43,49.309
2026-06-14T13:29:43.481000+00:00,11307,1287,2.063,1,9.563
2026-06-14T13:29:43.544000+00:00,11307,1287,1.777,81,23.31
2026-06-14T13:29:43.653000+00:00,11307,1287,1.651,11,69.718
2026-06-14T13:29:44.028000+00:00,11307,1287,2.228,14,67.7
2026-06-14T13:29:44.184000+00:00,11307,1287,1.017,10,50.326
2026-06-14T13:29:44.203000+00:00,11307,1287,2.027,44,2.027
2026-06-14T13:29:44.403000+00:00,11307,1287,2.213,31,61.02
2026-06-14T13:29:44.481000+00:00,11307,1287,0.466,23,68.166
2026-06-14T13:29:44.606000+00:00,11307,1287,8.684,55,58.815
2026-06-14T13:29:44.748000+00:00,11307,1287,2.246,14,67.73
2026-06-14T13:29:45.184000+00:00,11307,1287,0.449,23,68.179
2026-06-14T13:29:45.216000+00:00,11307,1287,6.273,30,47.51
2026-06-14T13:29:45.575000+00:00,11307,1287,4.117,3,13.673
2026-06-14T13:29:45.637000+00:00,11307,1287,,27,47.934
2026-06-14T13:29:45.794000+00:00,11307,1287,5.022,6,41.278
2026-06-14T13:29:46.037000+00:00,11307,1287,4.488,5,65.504
2026-06-14T13:29:46.139000+00:00,11307,1287,1.663,11,69.82900000000001
2026-06-14T13:29:46.659000+00:00,11307,1287,7.964,16,21.528
2026-06-14T13:29:46.832000+00:00,11307,1287,2.232,31,61.047
2026-06-14T13:29:46.852000+00:00,11307,1287,1.669,11,69.848
2026-06-14T13:29:46.875000+00:00,11307,1287,13.211,41,36.482
2026-06-14T13:29:46.961000+00:00,11307,1287,1.316,43,49.25
2026-06-14T13:29:47.644000+00:00,11307,1287,4.134,3,13.697
2026-06-14T13:29:48.049000+00:00,11307,1287,1.081,10,50.331
2026-06-14T13:29:48.065000+00:00,11307,1287,6.291,30,47.49
2026-06-14T13:29:48.346000+00:00,11307,1287,2.3,14,67.804
2026-06-14T13:29:48.487000+00:00,11307,1287,1.829,81,23.357
2026-06-14T13:29:48.581000+00:00,11307,1287,0.512,27,48.002
2026-06-14T13:29:48.627000+00:00,11307,1287,0.29,23,68.094
2026-06-14T13:29:48.909000+00:00,11307,1287,4.484,5,
2026-06-14T13:29:49.424000+00:00,11307,1287,5.228,12,7.255
2026-06-14T13:29:49.518000+00:00,11307,1287,1.99,44,1.99
2026-06-14T13:29:49.627000+00:00,11307,1287,8.697,55,58.961
2026-06-14T13:29:49.815000+00:00,11307,1287,1.234,43,49.236
2026-06-14T13:29:50.002000+00:00,11307,1287,7.924,16,21.552
2026-06-14T13:29:50.409000+00:00,11307,1287,,11,69.872
2026-06-14T13:29:50.940000+00:00,11307,1287,1.123,10,50.359
2026-06-14T13:29:51.252000+00:00,11307,1287,2.352,14,67.856
2026-06-14T13:29:51.315000+00:00,11307,1287,4.46,5,65.507
2026-06-14T13:29:51.346000+00:00,11307,1287,0.06,23,67.916
2026-06-14T13:29:51.627000+00:00,11307,1287,2.202,1,9.457
2026-06-14T13:29:51.627000+00:00,11307,1287,4.733,6,41.215
2026-06-14T13:29:51.815000+00:00,11307,1287,1.804,81,23.356
2026-06-14T13:29:51.940000+00:00,11307,1287,2.29,31,61.251
2026-06-14T13:29:52.268000+00:00,11307,1287,6.482,30,47.76
2026-06-14T13:29:52.596000+00:00,11307,1287,0.353,27,48.113
2026-06-14T13:29:52.690000+00:00,11307,1287,13.368,41,36.683
2026-06-14T13:29:52.784000+00:00,11307,1287,1.954,44,1.954
2026-06-14T13:29:52.987000+00:00,11307,1287,8.821,55,59.147
2026-06-14T13:29:53.252000+00:00,11307,1287,1.955,11,69.871
2026-06-14T13:29:53.409000+00:00,11307,1287,7.848,16,21.521
2026-06-14T13:29:53.747000+00:00,11307,1287,2.427,23,67.934
2026-06-14T13:29:53.868000+00:00,11307,1287,0.159,14,68.093
2026-06-14T13:29:53.974000+00:00,11307,1287,1.267,43,49.38
2026-06-14T13:29:54.662000+00:00,11307,1287,5.14,12,7.13
2026-06-14T13:29:54.774000+00:00,11307,1287,1.445,87,71.316
2026-06-14T13:29:55.018000+00:00,11307,1287,1.107,10,50.487
2026-06-14T13:29:55.224000+00:00,11307,1287,2.229,31,61.376
2026-06-14T13:29:55.242000+00:00,11307,1287,1.821,81,23.342
2026-06-14T13:29:55.442000+00:00,11307,1287,7.797,16,21.494
2026-06-14T13:29:55.713000+00:00,11307,1287,1.843,11,69.936
2026-06-14T13:29:55.821000+00:00,11307,1287,4.198,3,13.655
2026-06-14T13:29:56.128000+00:00,11307,1287,1.94,44,1.94
2026-06-14T13:29:56.263000+00:00,11307,1287,4.31,5,65.561
2026-06-14T13:29:56.911000+00:00,11307,1287,8.878,55,59.209
2026-06-14T13:29:56.944000+00:00,11307,1287,2.268,1,9.398
2026-06-14T13:29:56.995000+00:00,11307,1287,13.439,41,36.749
2026-06-14T13:29:57.240000+00:00,11307,1287,1.827,81,23.321
2026-06-14T13:29:57.240000+00:00,11307,1287,4.497,6,41.18
2026-06-14T13:29:57.625000+00:00,11307,1287,1.943,87,71.879
2026-06-14T13:29:57.958000+00:00,11307,1287,5.157,12,7.111
2026-06-14T13:29:58.232000+00:00,11307,1287,6.596,30,47.811
2026-06-14T13:29:58.337000+00:00,11307,1287,1.928,44,1.928
2026-06-14T13:29:58.679000+00:00,11307,1287,0.441,27,48.252
2026-06-14T13:29:59.061000+00:00,11307,1287,2.795,23,68.356
2026-06-14T13:29:59.185000+00:00,11307,1287,2.272,31,61.481
2026-06-14T13:29:59.294000+00:00,11307,1287,0.244,14,68.6
2026-06-14T13:29:59.463000+00:00,11307,1287,0.0,63,0.0
2026-06-14T13:29:59.545000+00:00,11307,1287,4.303,5,65.679
2026-06-14T13:29:59.802000+00:00,11307,1287,8.873,55,59.232
2026-06-14T13:29:59.858000+00:00,11307,1287,1.184,43,49.436
2026-06-14T13:30:00.198000+00:00,11307,1287,2.252,1,9.363
2026-06-14T13:30:00.744000+00:00,11307,1287,1.966,44,1.966
2026-06-14T13:30:00.899000+00:00,11307,1287,1.599,11,70.199
2026-06-14T13:30:00.945000+00:00,11307,1287,1.101,10,50.537
2026-06-14T13:30:01.224000+00:00,11307,1287,4.274,3,13.672
2026-06-14T13:30:01.296000+00:00,11307,1287,5.158,12,7.098
2026-06-14T13:30:01.380000+00:00,11307,1287,4.417,6,41.166
2026-06-14T13:30:01.432000+00:00,11307,1287,1.975,44,1.975
2026-06-14T13:30:02.094000+00:00,11307,1287,2.322,31,61.554
2026-06-14T13:30:02.094000+00:00,11307,1287,13.597,41,36.954
2026-06-14T13:30:02.479000+00:00,11307,1287,2.97,23,68.649
2026-06-14T13:30:02.785000+00:00,11307,1287,0.297,14,68.946
2026-06-14T13:30:03.223000+00:00,11307,1287,2.33,87,72.529
2026-06-14T13:30:03.417000+00:00,11307,1287,4.221,5,65.702
2026-06-14T13:30:03.520000+00:00,11307,1287,7.698,16,21.353
2026-06-14T13:30:03.538000+00:00,11307,1287,5.198,12,7.126
2026-06-14T13:30:03.538000+00:00,11307,1287,2.257,1,9.355
2026-06-14T13:30:03.897000+00:00,11307,1287,6.673,30,47.853
2026-06-14T13:30:04.016000+00:00,11307,1287,8.965,55,59.452
2026-06-14T13:30:04.256000+00:00,11307,1287,1.444,11,70.39
2026-06-14T13:30:04.423000+00:00,11307,1287,4.228,3,13.591
2026-06-14T13:30:04.523000+00:00,11307,1287,0.612,27,48.465
2026-06-14T13:30:04.974000+00:00,11307,1287,1.989,44,1.989
2026-06-14T13:30:05.343000+00:00,11307,1287,1.826,81,23.179
2026-06-14T13:30:05.618000+00:00,11307,1287,1.094,43,49.559
2026-06-14T13:30:05.658000+00:00,11307,1287,13.834,41,37.19
2026-06-14T13:30:05.778000+00:00,11307,1287,2.237,1,9.363
2026-06-14T13:30:05.926000+00:00,11307,1287,5.196,12,7.162
2026-06-14T13:30:06.256000+00:00,11307,1287,2.316,31,61.768
2026-06-14T13:30:06.300000+00:00,11307,1287,4.179,5,65.733
2026-06-14T13:30:06.400000+00:00,11307,1287,4.285,6,41.239
2026-06-14T13:30:06.594000+00:00,11307,1287,2.358,87,72.748
2026-06-14T13:30:06.617000+00:00,11307,1287,3.161,23,68.863
2026-06-14T13:30:06.617000+00:00,11307,1287,5.191,12,7.166
2026-06-14T13:30:06.644000+00:00,11307,1287,1.026,10,50.585
2026-06-14T13:30:07.024000+00:00,11307,1287,0.47,14,69.333
2026-06-14T13:30:07.779000+00:00,11307,1287,4.241,3,13.596
2026-06-14T13:30:07.838000+00:00,11307,1287,1.994,44,1.994
2026-06-14T13:30:08.118000+00:00,11307,1287,6.723,30,47.889
2026-06-14T13:30:08.162000+00:00,11307,1287,2.245,1,9.407
2026-06-14T13:30:08.297000+00:00,11307,1287,1.288,11,70.621
2026-06-14T13:30:08.747000+00:00,11307,1287,0.622,27,48.511
2026-06-14T13:30:08.762000+00:00,11307,1287,7.569,16,21.241
2026-06-14T13:30:08.858000+00:00,11307,1287,2.249,1,9.415
2026-06-14T13:30:09.262000+00:00,11307,1287,14.023,41,37.365
2026-06-14T13:30:09.450000+00:00,11307,1287,3.182,23,68.91499999999999
2026-06-14T13:30:09.716000+00:00,11307,1287,4.068,6,41.258
2026-06-14T13:30:09.887000+00:00,11307,1287,1.123,43,49.634
2026-06-14T13:30:09.950000+00:00,11307,1287,8.959,55,59.496
2026-06-14T13:30:10.028000+00:00,11307,1287,0.538,14,69.453
2026-06-14T13:30:10.106000+00:00,11307,1287,4.299,3,13.662
2026-06-14T13:30:10.153000+00:00,11307,1287,5.18,12,7.169
2026-06-14T13:30:10.262000+00:00,11307,1287,2.069,44,2.069
2026-06-14T13:30:10.278000+00:00,11307,1287,4.015,5,65.783
2026-06-14T13:30:10.497000+00:00,11307,1287,2.191,87,72.812
2026-06-14T13:30:10.622000+00:00,11307,1287,1.877,81,23.118
2026-06-14T13:30:10.842000+00:00,11307,1287,0.985,10,50.619
2026-06-14T13:30:11.293000+00:00,11307,1287,1.273,11,70.726
2026-06-14T13:30:11.325000+00:00,11307,1287,14.072,41,37.393
2026-06-14T13:30:12.043000+00:00,11307,1287,7.636,16,21.227
2026-06-14T13:30:12.216000+00:00,11307,1287,2.302,31,61.798
2026-06-14T13:30:12.418000+00:00,11307,1287,2.261,1,9.43
2026-06-14T13:30:12.512000+00:00,11307,1287,4.337,3,13.744
2026-06-14T13:30:12.981000+00:00,11307,1287,5.165,12,7.159
2026-06-14T13:30:13.122000+00:00,11307,1287,6.737,30,47.976
2026-06-14T13:30:13.200000+00:00,11307,1287,4.343,3,13.758
2026-06-14T13:30:13.200000+00:00,11307,1287,3.928,6,41.293
2026-06-14T13:30:13.387000+00:00,11307,1287,2.106,87,72.832
2026-06-14T13:30:13.716000+00:00,11307,1287,3.355,23,69.138
2026-06-14T13:30:13.841000+00:00,11307,1287,0.698,27,48.674
2026-06-14T13:30:13.965000+00:00,11307,1287,1.89,81,23.117
2026-06-14T13:30:14.372000+00:00,11307,1287,0.698,14,69.836
2026-06-14T13:30:14.825000+00:00,11307,1287,1.029,43,49.703
2026-06-14T13:30:15.106000+00:00,11307,1287,2.021,44,2.021
2026-06-14T13:30:15.247000+00:00,11307,1287,2.279,1,9.438
2026-06-14T13:30:15.247000+00:00,11307,1287,3.925,6,41.318
2026-06-14T13:30:15.372000+00:00,11307,1287,5.061,12,7.13
2026-06-14T13:30:15.387000+00:00,11307,1287,1.026,11,70.862
2026-06-14T13:30:15.403000+00:00,11307,1287,7.631,16,
2026-06-14T13:30:15.622000+00:00,11307,1287,8.984,55,59.569
2026-06-14T13:30:15.887000+00:00,11307,1287,1.059,10,50.762
2026-06-14T13:30:16.200000+00:00,11307,1287,3.989,5,65.787
2026-06-14T13:30:16.606000+00:00,11307,1287,6.9,30,48.158
2026-06-14T13:30:16.731000+00:00,11307,1287,,3,13.773
2026-06-14T13:30:17.278000+00:00,11307,1287,0.681,27,48.839
2026-06-14T13:30:17.325000+00:00,11307,1287,1.912,81,23.139
2026-06-14T13:30:17.403000+00:00,11307,1287,2.047,87,72.909
2026-06-14T13:30:17.622000+00:00,11307,1287,2.298,1,9.428
2026-06-14T13:30:17.653000+00:00,11307,1287,7.581,16,21.243
2026-06-14T13:30:17.997000+00:00,11307,1287,2.379,31,61.948
2026-06-14T13:30:18.262000+00:00,11307,1287,0.978,43,49.817
2026-06-14T13:30:18.262000+00:00,11307,1287,1.986,44,1.986
2026-06-14T13:30:19.344000+00:00,11307,1287,1.076,10,50.893
2026-06-14T13:30:19.579000+00:00,11307,1287,1.931,81,23.174
2026-06-14T13:30:19.637000+00:00,11307,1287,4.341,3,13.779
2026-06-14T13:30:19.782000+00:00,11307,1287,3.548,23,69.33500000000001
2026-06-14T13:30:19.796000+00:00,11307,1287,14.448,41,37.627
2026-06-14T13:30:19.835000+00:00,11307,1287,8.991,55,59.61
2026-06-14T13:30:20.042000+00:00,11307,1287,7.54,16,21.284
2026-06-14T13:30:20.133000+00:00,11307,1287,6.923,30,48.216
2026-06-14T13:30:20.239000+00:00,11307,1287,5.087,12,7.108
2026-06-14T13:30:20.616000+00:00,11307,1287,0.869,14,70.20400000000001
2026-06-14T13:30:20.744000+00:00,11307,1287,7.539,16,21.297
2026-06-14T13:30:20.874000+00:00,11307,1287,0.739,27,48.955
2026-06-14T13:30:21.518000+00:00,11307,1287,0.921,11,71.125
2026-06-14T13:30:21.828000+00:00,11307,1287,0.942,43,49.897
2026-06-14T13:30:21.932000+00:00,11307,1287,3.913,5,65.861
2026-06-14T13:30:22.001000+00:00,11307,1287,1.938,81,23.222
2026-06-14T13:30:22.020000+00:00,11307,1287,4.363,3,13.791
2026-06-14T13:30:22.143000+00:00,11307,1287,1.984,44,1.984
2026-06-14T13:30:22.223000+00:00,11307,1287,6.941,30,48.259
2026-06-14T13:30:22.223000+00:00,11307,1287,2.393,31,62.003
2026-06-14T13:30:22.441000+00:00,11307,1287,2.264,1,9.372
2026-06-14T13:30:22.687000+00:00,11307,1287,1.933,81,23.23
2026-06-14T13:30:22.862000+00:00,11307,1287,0.69,27,48.949
2026-06-14T13:30:22.902000+00:00,11307,1287,1.106,10,51.003
2026-06-14T13:30:23.310000+00:00,11307,1287,1.761,87,72.886
2026-06-14T13:30:23.339000+00:00,11307,1287,5.05,12,7.036
2026-06-14T13:30:23.438000+00:00,11307,1287,3.637,6,41.264
2026-06-14T13:30:24.299000+00:00,11307,1287,7.56,16,21.333
2026-06-14T13:30:24.579000+00:00,11307,1287,1.672,43,50.621
2026-06-14T13:30:24.944000+00:00,11307,1287,9.059,55,59.821
2026-06-14T13:30:24.976000+00:00,11307,1287,0.409,10,51.03
2026-06-14T13:30:25.016000+00:00,11307,1287,2.051,44,2.051
2026-06-14T13:30:25.418000+00:00,11307,1287,14.782,41,37.9
2026-06-14T13:30:25.563000+00:00,11307,1287,3.652,23,69.513
2026-06-14T13:30:25.668000+00:00,11307,1287,2.357,1,9.393
2026-06-14T13:30:26.027000+00:00,11307,1287,3.805,5,65.80799999999999
2026-06-14T13:30:26.238000+00:00,11307,1287,1.909,81,23.242
2026-06-14T13:30:26.518000+00:00,11307,1287,0.945,14,70.458
2026-06-14T13:30:26.901000+00:00,11307,1287,4.409,3,13.781
2026-06-14T13:30:27.182000+00:00,11307,1287,7.58,16,21.359
2026-06-14T13:30:27.213000+00:00,11307,1287,5.081,12,7.065
2026-06-14T13:30:27.353000+00:00,11307,1287,2.396,31,62.217
2026-06-14T13:30:27.385000+00:00,11307,1287,0.872,11,71.33
2026-06-14T13:30:28.432000+00:00,11307,1287,9.089,55,59.982
2026-06-14T13:30:28.822000+00:00,11307,1287,3.349,6,41.249
2026-06-14T13:30:28.916000+00:00,11307,1287,14.947,41,38.064
2026-06-14T13:30:28.947000+00:00,11307,1287,1.955,44,1.955
2026-06-14T13:30:28.947000+00:00,11307,1287,1.582,87,72.912
2026-06-14T13:30:29.057000+00:00,11307,1287,1.882,81,23.241
2026-06-14T13:30:29.494000+00:00,11307,1287,2.295,1,9.36
2026-06-14T13:30:29.588000+00:00,11307,1287,7.603,16,21.394
2026-06-14T13:30:29.838000+00:00,11307,1287,3.81,23,69.618
2026-06-14T13:30:30.057000+00:00,11307,1287,5.057,12,7.108
2026-06-14T13:30:30.103000+00:00,11307,1287,4.417,3,13.81
2026-06-14T13:30:30.432000+00:00,11307,1287,7.011,30,48.275
2026-06-14T13:30:30.807000+00:00,11307,1287,2.372,31,62.354
2026-06-14T13:30:30.916000+00:00,11307,1287,1.096,14,70.714
2026-06-14T13:30:31.104000+00:00,11307,1287,3.753,5,65.97
2026-06-14T13:30:31.229000+00:00,11307,1287,0.797,27,49.072
2026-06-14T13:30:31.447000+00:00,11307,1287,1.851,81,23.245
2026-06-14T13:30:31.635000+00:00,11307,1287,0.714,11,71.428
2026-06-14T13:30:32.041000+00:00,11307,1287,3.163,6,41.227
2026-06-14T13:30:32.135000+00:00,11307,1287,9.166,55,60.169
2026-06-14T13:30:32.354000+00:00,11307,1287,2.26,1,9.368
2026-06-14T13:30:32.369000+00:00,11307,1287,15.051,41,38.19
2026-06-14T13:30:33.166000+00:00,11307,1287,1.512,87,72.94
2026-06-14T13:30:33.232000+00:00,11307,1287,2.008,10,51.08
2026-06-14T13:30:33.854000+00:00,11307,1287,0.602,43,51.682
2026-06-14T13:30:33.979000+00:00,11307,1287,5.072,12,7.027
2026-06-14T13:30:34.057000+00:00,11307,1287,4.507,3,13.867
2026-06-14T13:30:34.197000+00:00,11307,1287,9.615,55,60.236
2026-06-14T13:30:34.416000+00:00,11307,1287,7.515,16,21.296
2026-06-14T13:30:34.463000+00:00,11307,1287,2.386,31,62.555
2026-06-14T13:30:34.650000+00:00,11307,1287,3.816,5,66.17
2026-06-14T13:30:34.838000+00:00,11307,1287,1.972,44,1.972
2026-06-14T13:30:34.838000+00:00,11307,1287,15.209,41,38.383
2026-06-14T13:30:34.963000+00:00,11307,1287,3.879,23,69.849
2026-06-14T13:30:35.354000+00:00,11307,1287,2.994,6,41.184
2026-06-14T13:30:35.900000+00:00,11307,1287,7.089,30,48.338
2026-06-14T13:30:36.135000+00:00,11307,1287,1.15,14,70.999
2026-06-14T13:30:36.291000+00:00,11307,1287,2.295,1,9.322
2026-06-14T13:30:36.369000+00:00,11307,1287,1.995,81,23.291
2026-06-14T13:30:36.479000+00:00,11307,1287,2.3,31,62.536
2026-06-14T13:30:36.713000+00:00,11307,1287,0.83,27,49.168
2026-06-14T13:30:36.822000+00:00,11307,1287,0.702,11,71.701
2026-06-14T13:30:36.869000+00:00,11307,1287,4.515,3,13.883
2026-06-14T13:30:37.291000+00:00,11307,1287,15.29,41,38.512
2026-06-14T13:30:37.572000+00:00,11307,1287,2.792,6,41.175
2026-06-14T13:30:37.697000+00:00,11307,1287,7.598,16,21.408
2026-06-14T13:30:37.994000+00:00,11307,1287,15.302,41,38.532
2026-06-14T13:30:38.182000+00:00,11307,1287,1.352,87,73.053
2026-06-14T13:30:38.213000+00:00,11307,1287,3.754,5,66.309
2026-06-14T13:30:38.463000+00:00,11307,1287,3.853,23,70.023
2026-06-14T13:30:38.650000+00:00,11307,1287,1.933,10,51.101
