date,session_key,driver_number,position,meeting_key
2026-09-12T13:46:11.613000+00:00,11365,12,1,1294
2026-09-12T13:46:11.613000+00:00,11365,16,2,1294
2026-09-12T13:46:11.613000+00:00,11365,81,3,1294
2026-09-12T13:46:11.613000+00:00,11365,1,4,1294
2026-09-12T13:46:11.613000+00:00,11365,3,5,1294
2026-09-12T13:46:11.613000+00:00,11365,63,6,1294
2026-09-12T13:46:11.613000+00:00,11365,30,7,1294
2026-09-12T13:46:11.613000+00:00,11365,27,8,1294
2026-09-12T13:46:11.613000+00:00,11365,44,9,1294
2026-09-12T13:46:11.613000+00:00,11365,5,10,1294
2026-09-12T13:46:11.613000+00:00,11365,43,11,1294
2026-09-12T13:46:11.613000+00:00,11365,31,12,1294
2026-09-12T13:46:11.613000+00:00,11365,87,13,1294
2026-09-12T13:46:11.613000+00:00,11365,41,14,1294
2026-09-12T13:46:11.613000+00:00,11365,22,15,1294
2026-09-12T13:46:11.613000+00:00,11365,10,16,1294
2026-09-12T13:46:11.613000+00:00,11365,14,17,1294
2026-09-12T13:46:11.613000+00:00,11365,55,18,1294
2026-09-12T13:46:11.613000+00:00,11365,18,19,1294
2026-09-12T13:46:11.613000+00:00,11365,11,20,1294
2026-09-12T13:46:11.613000+00:00,11365,77,21,1294
2026-09-12T13:46:11.613000+00:00,11365,23,22,1294
2026-09-12T14:03:30.920000+00:00,11365,12,2,1294
2026-09-12T14:03:30.920000+00:00,11365,16,3,1294
2026-09-12T14:03:30.920000+00:00,11365,81,4,1294
2026-09-12T14:03:30.920000+00:00,11365,1,5,1294
2026-09-12T14:03:30.920000+00:00,11365,3,6,1294
2026-09-12T14:03:30.920000+00:00,11365,63,7,1294
2026-09-12T14:03:30.920000+00:00,11365,30,8,1294
2026-09-12T14:03:30.920000+00:00,11365,27,9,1294
2026-09-12T14:03:30.920000+00:00,11365,44,10,1294
2026-09-12T14:03:30.920000+00:00,11365,5,11,1294
2026-09-12T14:03:30.920000+00:00,11365,43,12,1294
2026-09-12T14:03:30.920000+00:00,11365,31,13,1294
2026-09-12T14:03:30.920000+00:00,11365,87,14,1294
2026-09-12T14:03:30.920000+00:00,11365,41,15,1294
2026-09-12T14:03:30.920000+00:00,11365,22,16,1294
2026-09-12T14:03:30.920000+00:00,11365,10,17,1294
2026-09-12T14:03:30.920000+00:00,11365,14,18,1294
2026-09-12T14:03:30.920000+00:00,11365,55,19,1294
2026-09-12T14:03:30.920000+00:00,11365,18,20,1294
2026-09-12T14:03:30.920000+00:00,11365,11,21,1294
2026-09-12T14:03:30.920000+00:00,11365,77,1,1294
2026-09-12T14:03:35.382000+00:00,11365,12,3,1294
2026-09-12T14:03:35.382000+00:00,11365,16,4,1294
2026-09-12T14:03:35.382000+00:00,11365,81,5,1294
2026-09-12T14:03:35.382000+00:00,11365,1,6,1294
2026-09-12T14:03:35.382000+00:00,11365,3,7,1294
2026-09-12T14:03:35.382000+00:00,11365,63,8,1294
2026-09-12T14:03:35.382000+00:00,11365,11,1,1294
2026-09-12T14:03:35.382000+00:00,11365,77,2,1294
2026-09-12T14:03:35.382000+00:00,11365,23,21,1294
2026-09-12T14:03:35.439000+00:00,11365,30,9,1294
2026-09-12T14:03:35.439000+00:00,11365,27,10,1294
2026-09-12T14:03:35.439000+00:00,11365,44,11,1294
2026-09-12T14:03:35.439000+00:00,11365,5,12,1294
2026-09-12T14:03:35.439000+00:00,11365,43,13,1294
2026-09-12T14:03:35.439000+00:00,11365,31,14,1294
2026-09-12T14:03:35.439000+00:00,11365,87,15,1294
2026-09-12T14:03:35.439000+00:00,11365,41,16,1294
2026-09-12T14:03:35.439000+00:00,11365,22,17,1294
2026-09-12T14:03:35.439000+00:00,11365,10,18,1294
2026-09-12T14:03:35.439000+00:00,11365,14,19,1294
2026-09-12T14:03:35.439000+00:00,11365,55,20,1294
2026-09-12T14:03:35.439000+00:00,11365,18,21,1294
2026-09-12T14:03:35.439000+00:00,11365,23,22,1294
2026-09-12T14:03:38.599000+00:00,11365,12,1,1294
2026-09-12T14:03:38.599000+00:00,11365,11,2,1294
2026-09-12T14:03:38.599000+00:00,11365,77,3,1294
2026-09-12T14:03:45.474000+00:00,11365,16,5,1294
2026-09-12T14:03:45.474000+00:00,11365,81,6,1294
2026-09-12T14:03:45.474000+00:00,11365,1,7,1294
2026-09-12T14:03:45.474000+00:00,11365,3,8,1294
2026-09-12T14:03:45.474000+00:00,11365,63,2,1294
2026-09-12T14:03:45.474000+00:00,11365,11,3,1294
2026-09-12T14:03:45.474000+00:00,11365,77,4,1294
2026-09-12T14:03:51.770000+00:00,11365,16,6,1294
2026-09-12T14:03:51.770000+00:00,11365,81,7,1294
2026-09-12T14:03:51.770000+00:00,11365,1,8,1294
2026-09-12T14:03:51.770000+00:00,11365,3,2,1294
2026-09-12T14:03:51.770000+00:00,11365,63,3,1294
2026-09-12T14:03:51.770000+00:00,11365,11,4,1294
2026-09-12T14:03:51.770000+00:00,11365,77,5,1294
2026-09-12T14:04:13.184000+00:00,11365,16,7,1294
2026-09-12T14:04:13.184000+00:00,11365,81,8,1294
2026-09-12T14:04:13.184000+00:00,11365,1,9,1294
