lane,rows,result,reason,required_status,heavy_endpoint
weather,6310,pass,evidence_bearing,required_lightweight,False
race_control,3899,pass,evidence_bearing,required_lightweight,False
intervals,229966,pass,evidence_bearing,required_lightweight,False
position,28964,pass,evidence_bearing,required_lightweight,False
stints,3748,pass,evidence_bearing,required_lightweight,False
pit,352,pass,evidence_bearing,required_lightweight,False
starting_grid,264,pass,evidence_bearing,required_lightweight,False
drivers,1003,pass,evidence_bearing,required_lightweight,False
team_radio,335,pass,evidence_bearing,opportunistic,False
