lane,rows,result,reason,required_status,heavy_endpoint
weather,5744,pass,evidence_bearing,required_lightweight,False
race_control,2865,pass,evidence_bearing,required_lightweight,False
intervals,65513,pass,evidence_bearing,required_lightweight,False
position,21198,pass,evidence_bearing,required_lightweight,False
stints,2859,pass,evidence_bearing,required_lightweight,False
pit,200,pass,evidence_bearing,required_lightweight,False
starting_grid,176,pass,evidence_bearing,required_lightweight,False
drivers,851,pass,evidence_bearing,required_lightweight,False
team_radio,276,pass,evidence_bearing,opportunistic,False
