attribution_id,gate,engine_lane,feature_family,input_source,directional_effect,weight_class,confidence,proof_loop_status,notes
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__experimental_challenger__20260719T093230Z__ATTR,post_qualifying,experimental_challenger,bundle_lock,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1290_belgium_spa_francorchamps_spa_francorchamps/post_qualifying/experimental_challenger/forecast_rows.csv,locked,source,high,ready_for_scoring,
