lane,rows,result,reason,required_status,heavy_endpoint
weather,8358,pass,evidence_bearing,required_lightweight,False
race_control,4901,pass,evidence_bearing,required_lightweight,False
intervals,260555,pass,evidence_bearing,required_lightweight,False
position,39335,pass,evidence_bearing,required_lightweight,False
stints,5774,pass,evidence_bearing,required_lightweight,False
pit,685,pass,evidence_bearing,required_lightweight,False
starting_grid,330,pass,evidence_bearing,required_lightweight,False
drivers,1552,pass,evidence_bearing,required_lightweight,False
team_radio,455,pass,evidence_bearing,opportunistic,False
