session_key,session_type,session_name,date_start,date_end,meeting_key,circuit_key,circuit_short_name,country_key,country_code,country_name,location,gmt_offset,year,is_cancelled
11336,Practice,Practice 2,2026-07-24T15:00:00+00:00,2026-07-24T16:00:00+00:00,1291,4,Hungaroring,14,HUN,Hungary,Budapest,02:00:00,2026,False
