lane,rows,result,reason,required_status,heavy_endpoint
weather,5809,pass,evidence_bearing,required_lightweight,False
race_control,2830,pass,evidence_bearing,required_lightweight,False
intervals,146414,pass,evidence_bearing,required_lightweight,False
position,24159,pass,evidence_bearing,required_lightweight,False
stints,3600,pass,evidence_bearing,required_lightweight,False
pit,379,pass,evidence_bearing,required_lightweight,False
starting_grid,220,pass,evidence_bearing,required_lightweight,False
drivers,924,pass,evidence_bearing,required_lightweight,False
team_radio,206,pass,evidence_bearing,opportunistic,False
