position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,1,87.869,1284,11271,2026-08-23T09:52:09.691632Z
2,12,88.091,1284,11271,2026-08-23T09:52:09.691632Z
3,81,88.108,1284,11271,2026-08-23T09:52:09.691632Z
4,16,88.239,1284,11271,2026-08-23T09:52:09.691632Z
5,3,88.461,1284,11271,2026-08-23T09:52:09.691632Z
6,63,88.493,1284,11271,2026-08-23T09:52:09.691632Z
7,44,88.618,1284,11271,2026-08-23T09:52:09.691632Z
8,43,89.32,1284,11271,2026-08-23T09:52:09.691632Z
9,6,89.422,1284,11271,2026-08-23T09:52:09.691632Z
10,10,89.474,1284,11271,2026-08-23T09:52:09.691632Z
11,5,89.994,1284,11271,2026-08-23T09:52:09.691632Z
12,27,90.019,1284,11271,2026-08-23T09:52:09.691632Z
13,87,90.116,1284,11271,2026-08-23T09:52:09.691632Z
14,55,90.224,1284,11271,2026-08-23T09:52:09.691632Z
15,30,91.043,1284,11271,2026-08-23T09:52:09.691632Z
16,31,91.245,1284,11271,2026-08-23T09:52:09.691632Z
17,11,91.255,1284,11271,2026-08-23T09:52:09.691632Z
18,23,91.322,1284,11271,2026-08-23T09:52:09.691632Z
19,77,91.826,1284,11271,2026-08-23T09:52:09.691632Z
20,14,101.311,1284,11271,2026-08-23T09:52:09.691632Z
21,18,,1284,11271,2026-08-23T09:52:09.691632Z
22,41,90.573,1284,11271,2026-08-23T09:52:09.691632Z
1,63,72.965,1285,11282,2026-08-23T09:53:10.029504Z
2,12,73.033,1285,11282,2026-08-23T09:53:10.029504Z
3,1,73.28,1285,11282,2026-08-23T09:53:10.029504Z
4,81,73.299,1285,11282,2026-08-23T09:53:10.029504Z
5,44,73.326,1285,11282,2026-08-23T09:53:10.029504Z
6,16,73.41,1285,11282,2026-08-23T09:53:10.029504Z
7,3,73.504,1285,11282,2026-08-23T09:53:10.029504Z
8,6,73.605,1285,11282,2026-08-23T09:53:10.029504Z
9,41,73.737,1285,11282,2026-08-23T09:53:10.029504Z
10,55,74.536,1285,11282,2026-08-23T09:53:10.029504Z
11,27,74.595,1285,11282,2026-08-23T09:53:10.029504Z
12,5,74.627,1285,11282,2026-08-23T09:53:10.029504Z
13,43,74.702,1285,11282,2026-08-23T09:53:10.029504Z
14,31,74.928,1285,11282,2026-08-23T09:53:10.029504Z
15,14,,1285,11282,2026-08-23T09:53:10.029504Z
16,11,76.002,1285,11282,2026-08-23T09:53:10.029504Z
17,18,76.354,1285,11282,2026-08-23T09:53:10.029504Z
18,30,,1285,11282,2026-08-23T09:53:10.029504Z
19,87,75.197,1285,11282,2026-08-23T09:53:10.029504Z
20,10,76.642,1285,11282,2026-08-23T09:53:10.029504Z
21,77,76.866,1285,11282,2026-08-23T09:53:10.029504Z
22,23,,1285,11282,2026-08-23T09:53:10.029504Z
1,12,88.111,1289,11322,2026-08-23T09:58:01.294481Z
2,16,88.286,1289,11322,2026-08-23T09:58:01.294481Z
3,44,88.458,1289,11322,2026-08-23T09:58:01.294481Z
4,63,88.481,1289,11322,2026-08-23T09:58:01.294481Z
5,6,88.746,1289,11322,2026-08-23T09:58:01.294481Z
6,1,88.877,1289,11322,2026-08-23T09:58:01.294481Z
7,3,88.893,1289,11322,2026-08-23T09:58:01.294481Z
8,81,89.032,1289,11322,2026-08-23T09:58:01.294481Z
9,41,89.305,1289,11322,2026-08-23T09:58:01.294481Z
10,30,89.716,1289,11322,2026-08-23T09:58:01.294481Z
11,5,89.461,1289,11322,2026-08-23T09:58:01.294481Z
12,27,90.076,1289,11322,2026-08-23T09:58:01.294481Z
13,87,90.501,1289,11322,2026-08-23T09:58:01.294481Z
14,55,90.623,1289,11322,2026-08-23T09:58:01.294481Z
15,10,90.063,1289,11322,2026-08-23T09:58:01.294481Z
16,23,91.341,1289,11322,2026-08-23T09:58:01.294481Z
17,31,90.68,1289,11322,2026-08-23T09:58:01.294481Z
18,77,91.227,1289,11322,2026-08-23T09:58:01.294481Z
19,43,91.321,1289,11322,2026-08-23T09:58:01.294481Z
20,11,91.451,1289,11322,2026-08-23T09:58:01.294481Z
21,14,93.025,1289,11322,2026-08-23T09:58:01.294481Z
22,18,92.863,1289,11322,2026-08-23T09:58:01.294481Z
1,63,71.567,1292,11344,2026-08-23T10:00:03.818751Z
2,1,71.608,1292,11344,2026-08-23T10:00:03.818751Z
3,16,71.622,1292,11344,2026-08-23T10:00:03.818751Z
4,81,71.666,1292,11344,2026-08-23T10:00:03.818751Z
5,12,71.794,1292,11344,2026-08-23T10:00:03.818751Z
6,3,72.094,1292,11344,2026-08-23T10:00:03.818751Z
7,44,72.191,1292,11344,2026-08-23T10:00:03.818751Z
8,10,72.578,1292,11344,2026-08-23T10:00:03.818751Z
9,5,72.583,1292,11344,2026-08-23T10:00:03.818751Z
10,41,72.737,1292,11344,2026-08-23T10:00:03.818751Z
11,30,73.136,1292,11344,2026-08-23T10:00:03.818751Z
12,22,73.145,1292,11344,2026-08-23T10:00:03.818751Z
13,43,73.439,1292,11344,2026-08-23T10:00:03.818751Z
14,27,73.616,1292,11344,2026-08-23T10:00:03.818751Z
15,31,73.893,1292,11344,2026-08-23T10:00:03.818751Z
16,23,74.294,1292,11344,2026-08-23T10:00:03.818751Z
17,87,74.728,1292,11344,2026-08-23T10:00:03.818751Z
18,18,75.391,1292,11344,2026-08-23T10:00:03.818751Z
19,77,75.472,1292,11344,2026-08-23T10:00:03.818751Z
20,11,75.545,1292,11344,2026-08-23T10:00:03.818751Z
