lane,rows,result,reason,required_status,heavy_endpoint
weather,6382,pass,evidence_bearing,required_lightweight,False
race_control,3269,pass,evidence_bearing,required_lightweight,False
intervals,157154,pass,evidence_bearing,required_lightweight,False
position,29231,pass,evidence_bearing,required_lightweight,False
stints,3977,pass,evidence_bearing,required_lightweight,False
pit,390,pass,evidence_bearing,required_lightweight,False
starting_grid,286,pass,evidence_bearing,required_lightweight,False
drivers,1020,pass,evidence_bearing,required_lightweight,False
team_radio,238,pass,evidence_bearing,opportunistic,False
