lane,rows,result,reason,required_status,heavy_endpoint
weather,6199,pass,evidence_bearing,required_lightweight,False
race_control,3134,pass,evidence_bearing,required_lightweight,False
intervals,163591,pass,evidence_bearing,required_lightweight,False
position,22891,pass,evidence_bearing,required_lightweight,False
stints,3583,pass,evidence_bearing,required_lightweight,False
pit,355,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,873,pass,evidence_bearing,required_lightweight,False
team_radio,287,pass,evidence_bearing,opportunistic,False
