lane,rows,result,reason,required_status,heavy_endpoint
weather,4604,pass,evidence_bearing,required_lightweight,False
race_control,2222,pass,evidence_bearing,required_lightweight,False
intervals,117994,pass,evidence_bearing,required_lightweight,False
position,15592,pass,evidence_bearing,required_lightweight,False
stints,2190,pass,evidence_bearing,required_lightweight,False
pit,142,pass,evidence_bearing,required_lightweight,False
starting_grid,22,pass,evidence_bearing,required_lightweight,False
drivers,723,pass,evidence_bearing,required_lightweight,False
team_radio,157,pass,evidence_bearing,opportunistic,False
