session_key,session_type,session_name,date_start,date_end,meeting_key,circuit_key,circuit_short_name,country_key,country_code,country_name,location,gmt_offset,year,is_cancelled
11327,Practice,Practice 1,2026-07-17T11:30:00+00:00,2026-07-17T12:30:00+00:00,1290,7,Spa-Francorchamps,16,BEL,Belgium,Spa-Francorchamps,02:00:00,2026,False
