position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,12,92.064,1280,11241,2026-08-23T19:52:05.950827Z
2,63,92.286,1280,11241,2026-08-23T19:52:05.950827Z
3,44,92.415,1280,11241,2026-08-23T19:52:05.950827Z
4,16,92.428,1280,11241,2026-08-23T19:52:05.950827Z
5,81,92.55,1280,11241,2026-08-23T19:52:05.950827Z
6,1,92.608,1280,11241,2026-08-23T19:52:05.950827Z
7,10,92.873,1280,11241,2026-08-23T19:52:05.950827Z
8,3,93.002,1280,11241,2026-08-23T19:52:05.950827Z
9,6,93.121,1280,11241,2026-08-23T19:52:05.950827Z
10,87,93.292,1280,11241,2026-08-23T19:52:05.950827Z
11,27,93.354,1280,11241,2026-08-23T19:52:05.950827Z
12,43,93.357,1280,11241,2026-08-23T19:52:05.950827Z
13,31,93.538,1280,11241,2026-08-23T19:52:05.950827Z
14,30,93.765,1280,11241,2026-08-23T19:52:05.950827Z
15,41,93.784,1280,11241,2026-08-23T19:52:05.950827Z
16,5,93.965,1280,11241,2026-08-23T19:52:05.950827Z
17,55,94.317,1280,11241,2026-08-23T19:52:05.950827Z
18,14,95.203,1280,11241,2026-08-23T19:52:05.950827Z
19,77,95.436,1280,11241,2026-08-23T19:52:05.950827Z
20,18,95.995,1280,11241,2026-08-23T19:52:05.950827Z
21,11,96.906,1280,11241,2026-08-23T19:52:05.950827Z
22,23,94.772,1280,11241,2026-08-23T19:52:05.950827Z
1,1,87.869,1284,11271,2026-08-23T19:56:09.336261Z
2,12,88.091,1284,11271,2026-08-23T19:56:09.336261Z
3,81,88.108,1284,11271,2026-08-23T19:56:09.336261Z
4,16,88.239,1284,11271,2026-08-23T19:56:09.336261Z
5,3,88.461,1284,11271,2026-08-23T19:56:09.336261Z
6,63,88.493,1284,11271,2026-08-23T19:56:09.336261Z
7,44,88.618,1284,11271,2026-08-23T19:56:09.336261Z
8,43,89.32,1284,11271,2026-08-23T19:56:09.336261Z
9,6,89.422,1284,11271,2026-08-23T19:56:09.336261Z
10,10,89.474,1284,11271,2026-08-23T19:56:09.336261Z
11,5,89.994,1284,11271,2026-08-23T19:56:09.336261Z
12,27,90.019,1284,11271,2026-08-23T19:56:09.336261Z
13,87,90.116,1284,11271,2026-08-23T19:56:09.336261Z
14,55,90.224,1284,11271,2026-08-23T19:56:09.336261Z
15,30,91.043,1284,11271,2026-08-23T19:56:09.336261Z
16,31,91.245,1284,11271,2026-08-23T19:56:09.336261Z
17,11,91.255,1284,11271,2026-08-23T19:56:09.336261Z
18,23,91.322,1284,11271,2026-08-23T19:56:09.336261Z
19,77,91.826,1284,11271,2026-08-23T19:56:09.336261Z
20,14,101.311,1284,11271,2026-08-23T19:56:09.336261Z
21,18,,1284,11271,2026-08-23T19:56:09.336261Z
22,41,90.573,1284,11271,2026-08-23T19:56:09.336261Z
1,63,72.965,1285,11282,2026-08-23T19:57:14.805403Z
2,12,73.033,1285,11282,2026-08-23T19:57:14.805403Z
3,1,73.28,1285,11282,2026-08-23T19:57:14.805403Z
4,81,73.299,1285,11282,2026-08-23T19:57:14.805403Z
5,44,73.326,1285,11282,2026-08-23T19:57:14.805403Z
6,16,73.41,1285,11282,2026-08-23T19:57:14.805403Z
7,3,73.504,1285,11282,2026-08-23T19:57:14.805403Z
8,6,73.605,1285,11282,2026-08-23T19:57:14.805403Z
9,41,73.737,1285,11282,2026-08-23T19:57:14.805403Z
10,55,74.536,1285,11282,2026-08-23T19:57:14.805403Z
11,27,74.595,1285,11282,2026-08-23T19:57:14.805403Z
12,5,74.627,1285,11282,2026-08-23T19:57:14.805403Z
13,43,74.702,1285,11282,2026-08-23T19:57:14.805403Z
14,31,74.928,1285,11282,2026-08-23T19:57:14.805403Z
15,14,,1285,11282,2026-08-23T19:57:14.805403Z
16,11,76.002,1285,11282,2026-08-23T19:57:14.805403Z
17,18,76.354,1285,11282,2026-08-23T19:57:14.805403Z
18,30,,1285,11282,2026-08-23T19:57:14.805403Z
19,87,75.197,1285,11282,2026-08-23T19:57:14.805403Z
20,10,76.642,1285,11282,2026-08-23T19:57:14.805403Z
21,77,76.866,1285,11282,2026-08-23T19:57:14.805403Z
22,23,,1285,11282,2026-08-23T19:57:14.805403Z
1,44,88.376,1289,11317,2026-08-23T20:02:09.616568Z
2,12,88.387,1289,11317,2026-08-23T20:02:09.616568Z
3,3,88.697,1289,11317,2026-08-23T20:02:09.616568Z
4,16,88.703,1289,11317,2026-08-23T20:02:09.616568Z
5,63,88.733,1289,11317,2026-08-23T20:02:09.616568Z
6,1,88.74,1289,11317,2026-08-23T20:02:09.616568Z
7,81,88.772,1289,11317,2026-08-23T20:02:09.616568Z
8,6,88.835,1289,11317,2026-08-23T20:02:09.616568Z
9,30,88.927,1289,11317,2026-08-23T20:02:09.616568Z
10,41,89.367,1289,11317,2026-08-23T20:02:09.616568Z
11,10,89.482,1289,11317,2026-08-23T20:02:09.616568Z
12,5,89.679,1289,11317,2026-08-23T20:02:09.616568Z
13,27,89.707,1289,11317,2026-08-23T20:02:09.616568Z
14,43,89.983,1289,11317,2026-08-23T20:02:09.616568Z
15,55,90.197,1289,11317,2026-08-23T20:02:09.616568Z
16,87,91.083,1289,11317,2026-08-23T20:02:09.616568Z
17,31,91.714,1289,11317,2026-08-23T20:02:09.616568Z
18,11,91.776,1289,11317,2026-08-23T20:02:09.616568Z
19,77,92.02,1289,11317,2026-08-23T20:02:09.616568Z
