event_id,race_name,gate,engine_lane,driver_number,driver_name,team_name,grid_position,predicted_position,predicted_rank_score_low_better,win_probability,podium_probability,top10_probability,dnf_probability,confidence_score,source_readiness_score,reliability_eol_score,performance_degradation_score,track_position_score,forecast_generation_utc,forecast_status,forecast_basis,stable_output_overwrite_allowed,promotion_eligible_from_this_row,blind_validation_note
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,3,M VERSTAPPEN,Red Bull Racing,3,1,3.006435,0.21,0.36,0.49,0.0621,0.5,1.0,0.0621,0.3515,0.9048,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,12,K ANTONELLI,Mercedes,2,2,3.21904,0.17432,0.32239,0.49,0.0629,0.5,1.0,0.0629,0.357,0.9524,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,1,L NORRIS,McLaren,6,3,4.49404,0.1447,0.28871,0.49,0.0599,0.5,1.0,0.0599,0.335,0.7619,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,16,C LECLERC,Ferrari,4,4,4.61604,0.12012,0.25854,0.48684,0.0614,0.5,1.0,0.0614,0.346,0.8571,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,44,L HAMILTON,Ferrari,1,5,4.64404,0.09971,0.23153,0.47751,0.0614,0.5,1.0,0.0614,0.346,1.0,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,25,C HERTA,Cadillac,,6,6.1098,0.08277,0.20734,0.46207,0.075,0.5,1.0,0.075,0.478,0.4762,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,6,I HADJAR,Red Bull Racing,8,7,6.309435,0.06871,0.18568,0.43742,0.0621,0.5,1.0,0.0621,0.3515,0.6667,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,36,A IWASA,Red Bull Racing,,8,6.549435,0.05703,0.16628,0.40021,0.0621,0.5,1.0,0.0621,0.3515,0.2381,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,38,D BEGANOVIC,Ferrari,,9,6.82804,0.04734,0.14891,0.34853,0.0614,0.5,1.0,0.0614,0.346,0.1905,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
2026_1290_belgium_spa_francorchamps_spa_francorchamps,Belgium - Spa-Francorchamps - Spa-Francorchamps,race_result,control_room_overlay,34,J CRAWFORD,Aston Martin,,10,7.12725,0.0393,0.13335,0.2845,0.075,0.5,1.0,0.075,0.445,0.2857,2026-07-19T16:24:38Z,actual_forecast_row_generated_from_available_sources,source_closure_plus_engine_lane_policy,false,false,Eligible only if locked before outcome by Forecast Bundle Locker.
