lane,rows,result,reason,required_status,heavy_endpoint
weather,4394,pass,evidence_bearing,required_lightweight,False
race_control,1361,pass,evidence_bearing,required_lightweight,False
intervals,69078,pass,evidence_bearing,required_lightweight,False
position,9630,pass,evidence_bearing,required_lightweight,False
stints,2253,pass,evidence_bearing,required_lightweight,False
pit,72,pass,evidence_bearing,required_lightweight,False
starting_grid,66,pass,evidence_bearing,required_lightweight,False
drivers,520,pass,evidence_bearing,required_lightweight,False
team_radio,50,pass,evidence_bearing,opportunistic,False
