date,session_key,meeting_key,position,driver_number
2026-09-13T12:05:59.170000+00:00,11369,1294,1,1
2026-09-13T12:05:59.170000+00:00,11369,1294,2,12
2026-09-13T12:05:59.170000+00:00,11369,1294,3,3
2026-09-13T12:05:59.170000+00:00,11369,1294,4,44
2026-09-13T12:05:59.170000+00:00,11369,1294,5,16
2026-09-13T12:05:59.170000+00:00,11369,1294,6,63
2026-09-13T12:05:59.170000+00:00,11369,1294,7,81
2026-09-13T12:05:59.170000+00:00,11369,1294,8,30
2026-09-13T12:05:59.170000+00:00,11369,1294,9,43
2026-09-13T12:05:59.170000+00:00,11369,1294,10,41
2026-09-13T12:05:59.170000+00:00,11369,1294,11,27
2026-09-13T12:05:59.170000+00:00,11369,1294,12,5
2026-09-13T12:05:59.170000+00:00,11369,1294,13,31
2026-09-13T12:05:59.170000+00:00,11369,1294,14,10
2026-09-13T12:05:59.170000+00:00,11369,1294,15,22
2026-09-13T12:05:59.170000+00:00,11369,1294,16,23
2026-09-13T12:05:59.170000+00:00,11369,1294,17,14
2026-09-13T12:05:59.170000+00:00,11369,1294,18,11
2026-09-13T12:05:59.170000+00:00,11369,1294,19,77
2026-09-13T12:05:59.170000+00:00,11369,1294,20,55
2026-09-13T12:05:59.170000+00:00,11369,1294,21,18
2026-09-13T12:05:59.170000+00:00,11369,1294,22,87
2026-09-13T13:04:12.020000+00:00,11369,1294,2,1
2026-09-13T13:04:12.020000+00:00,11369,1294,1,12
2026-09-13T13:04:12.285000+00:00,11369,1294,4,3
2026-09-13T13:04:12.285000+00:00,11369,1294,3,44
2026-09-13T13:04:13.138000+00:00,11369,1294,9,30
2026-09-13T13:04:13.138000+00:00,11369,1294,8,43
2026-09-13T13:04:13.514000+00:00,11369,1294,10,30
2026-09-13T13:04:13.514000+00:00,11369,1294,9,41
2026-09-13T13:04:14.024000+00:00,11369,1294,13,5
2026-09-13T13:04:14.024000+00:00,11369,1294,12,31
2026-09-13T13:04:14.205000+00:00,11369,1294,14,5
2026-09-13T13:04:14.205000+00:00,11369,1294,15,10
2026-09-13T13:04:14.205000+00:00,11369,1294,16,22
2026-09-13T13:04:14.205000+00:00,11369,1294,13,23
2026-09-13T13:04:14.574000+00:00,11369,1294,15,5
2026-09-13T13:04:14.574000+00:00,11369,1294,14,10
2026-09-13T13:04:14.638000+00:00,11369,1294,18,14
2026-09-13T13:04:14.638000+00:00,11369,1294,19,11
2026-09-13T13:04:14.638000+00:00,11369,1294,20,77
2026-09-13T13:04:14.638000+00:00,11369,1294,17,55
2026-09-13T13:04:14.982000+00:00,11369,1294,19,14
2026-09-13T13:04:14.982000+00:00,11369,1294,18,11
2026-09-13T13:04:19.503000+00:00,11369,1294,3,3
2026-09-13T13:04:19.503000+00:00,11369,1294,4,44
2026-09-13T13:04:20.261000+00:00,11369,1294,1,1
2026-09-13T13:04:20.261000+00:00,11369,1294,2,12
2026-09-13T13:04:20.761000+00:00,11369,1294,8,81
2026-09-13T13:04:20.761000+00:00,11369,1294,7,43
