lane,rows,result,reason,required_status,heavy_endpoint
weather,3310,pass,evidence_bearing,required_lightweight,False
race_control,1519,pass,evidence_bearing,required_lightweight,False
intervals,65471,pass,evidence_bearing,required_lightweight,False
position,12583,pass,evidence_bearing,required_lightweight,False
stints,2282,pass,evidence_bearing,required_lightweight,False
pit,181,pass,evidence_bearing,required_lightweight,False
starting_grid,88,pass,evidence_bearing,required_lightweight,False
drivers,612,pass,evidence_bearing,required_lightweight,False
team_radio,124,pass,evidence_bearing,opportunistic,False
