source_id,source_name,source_type,source_path_or_uri,source_timestamp_utc,source_sha256,source_role,gate_allowed,notes
forecast_source,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1290_belgium_spa_francorchamps_spa_francorchamps/post_qualifying/control_room_overlay/forecast_rows.csv,csv,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1290_belgium_spa_francorchamps_spa_francorchamps/post_qualifying/control_room_overlay/forecast_rows.csv,2026-07-19T04:40:52Z,2fd066c7e9108c86632f38462aab4beb143c33311c5523b8cc3f73565d2c7320,forecast_source,True,Actual forecast source copied into immutable bundle.
