session_key,session_type,session_name,date_start,date_end,meeting_key,circuit_key,circuit_short_name,country_key,country_code,country_name,location,gmt_offset,year,is_cancelled
11354,Practice,Practice 1,2026-09-04T10:30:00+00:00,2026-09-04T11:30:00+00:00,1293,39,Monza,13,ITA,Italy,Monza,02:00:00,2026,False
