date,session_key,position,driver_number,meeting_key
2026-09-04T10:30:44.432000+00:00,11354,8,27,1293
2026-09-04T10:30:50.679000+00:00,11354,10,1,1293
2026-09-04T10:30:50.679000+00:00,11354,11,5,1293
2026-09-04T10:30:50.679000+00:00,11354,12,16,1293
2026-09-04T10:30:50.679000+00:00,11354,13,18,1293
2026-09-04T10:30:50.679000+00:00,11354,14,22,1293
2026-09-04T10:30:50.679000+00:00,11354,15,30,1293
2026-09-04T10:30:50.679000+00:00,11354,16,43,1293
2026-09-04T10:30:50.679000+00:00,11354,17,44,1293
2026-09-04T10:30:50.679000+00:00,11354,18,46,1293
2026-09-04T10:30:50.679000+00:00,11354,19,55,1293
2026-09-04T10:30:50.679000+00:00,11354,20,61,1293
2026-09-04T10:30:50.679000+00:00,11354,9,63,1293
2026-09-04T10:30:51.398000+00:00,11354,11,1,1293
2026-09-04T10:30:51.398000+00:00,11354,10,5,1293
2026-09-04T10:30:53.507000+00:00,11354,12,1,1293
2026-09-04T10:30:53.507000+00:00,11354,13,16,1293
2026-09-04T10:30:53.507000+00:00,11354,14,18,1293
2026-09-04T10:30:53.507000+00:00,11354,15,22,1293
2026-09-04T10:30:53.507000+00:00,11354,16,30,1293
2026-09-04T10:30:53.507000+00:00,11354,17,43,1293
2026-09-04T10:30:53.507000+00:00,11354,18,44,1293
2026-09-04T10:30:53.507000+00:00,11354,19,46,1293
2026-09-04T10:30:53.507000+00:00,11354,20,55,1293
2026-09-04T10:30:53.507000+00:00,11354,11,61,1293
2026-09-04T10:30:59.366000+00:00,11354,13,1,1293
2026-09-04T10:30:59.366000+00:00,11354,12,16,1293
2026-09-04T10:31:02.101000+00:00,11354,14,1,1293
2026-09-04T10:31:02.101000+00:00,11354,15,18,1293
2026-09-04T10:31:02.101000+00:00,11354,16,22,1293
2026-09-04T10:31:02.101000+00:00,11354,17,30,1293
2026-09-04T10:31:02.101000+00:00,11354,18,43,1293
2026-09-04T10:31:02.101000+00:00,11354,19,44,1293
2026-09-04T10:31:02.101000+00:00,11354,20,46,1293
2026-09-04T10:31:02.101000+00:00,11354,13,55,1293
2026-09-04T10:31:07.030000+00:00,11354,15,1,1293
2026-09-04T10:31:07.030000+00:00,11354,16,18,1293
2026-09-04T10:31:07.030000+00:00,11354,17,22,1293
2026-09-04T10:31:07.030000+00:00,11354,18,30,1293
2026-09-04T10:31:07.030000+00:00,11354,19,43,1293
2026-09-04T10:31:07.030000+00:00,11354,20,44,1293
2026-09-04T10:31:07.030000+00:00,11354,21,46,1293
2026-09-04T10:31:07.030000+00:00,11354,14,77,1293
2026-09-04T10:31:10.557000+00:00,11354,16,1,1293
2026-09-04T10:31:10.557000+00:00,11354,17,18,1293
2026-09-04T10:31:10.557000+00:00,11354,18,22,1293
2026-09-04T10:31:10.557000+00:00,11354,19,30,1293
2026-09-04T10:31:10.557000+00:00,11354,20,43,1293
2026-09-04T10:31:10.557000+00:00,11354,21,44,1293
2026-09-04T10:31:10.557000+00:00,11354,15,46,1293
2026-09-04T10:31:26.441000+00:00,11354,17,1,1293
2026-09-04T10:31:26.441000+00:00,11354,18,18,1293
2026-09-04T10:31:26.441000+00:00,11354,16,22,1293
2026-09-04T10:31:38.276000+00:00,11354,19,18,1293
2026-09-04T10:31:38.276000+00:00,11354,20,30,1293
2026-09-04T10:31:38.276000+00:00,11354,21,43,1293
2026-09-04T10:31:38.276000+00:00,11354,18,44,1293
2026-09-04T10:31:42.901000+00:00,11354,20,18,1293
2026-09-04T10:31:42.901000+00:00,11354,19,30,1293
2026-09-04T10:31:53.032000+00:00,11354,21,18,1293
2026-09-04T10:31:53.032000+00:00,11354,20,43,1293
2026-09-04T10:31:55.719000+00:00,11354,22,18,1293
2026-09-04T10:31:55.719000+00:00,11354,21,81,1293
2026-09-04T10:33:41.686000+00:00,11354,3,25,1293
2026-09-04T10:33:41.686000+00:00,11354,1,31,1293
2026-09-04T10:33:41.686000+00:00,11354,2,36,1293
2026-09-04T10:33:47.555000+00:00,11354,5,14,1293
2026-09-04T10:33:47.555000+00:00,11354,4,25,1293
2026-09-04T10:33:47.555000+00:00,11354,3,36,1293
2026-09-04T10:33:47.555000+00:00,11354,2,87,1293
2026-09-04T10:33:53.211000+00:00,11354,4,14,1293
2026-09-04T10:33:53.211000+00:00,11354,5,25,1293
2026-09-04T10:34:10.033000+00:00,11354,6,25,1293
2026-09-04T10:34:10.033000+00:00,11354,5,41,1293
2026-09-04T10:34:23.752000+00:00,11354,11,5,1293
2026-09-04T10:34:23.752000+00:00,11354,8,12,1293
2026-09-04T10:34:23.752000+00:00,11354,5,14,1293
2026-09-04T10:34:23.752000+00:00,11354,1,16,1293
2026-09-04T10:34:23.752000+00:00,11354,7,25,1293
2026-09-04T10:34:23.752000+00:00,11354,9,27,1293
2026-09-04T10:34:23.752000+00:00,11354,2,31,1293
2026-09-04T10:34:23.752000+00:00,11354,4,36,1293
2026-09-04T10:34:23.752000+00:00,11354,6,41,1293
2026-09-04T10:34:23.752000+00:00,11354,12,61,1293
2026-09-04T10:34:23.752000+00:00,11354,10,63,1293
2026-09-04T10:34:23.752000+00:00,11354,3,87,1293
2026-09-04T10:34:25.955000+00:00,11354,12,5,1293
2026-09-04T10:34:25.955000+00:00,11354,9,12,1293
2026-09-04T10:34:25.955000+00:00,11354,6,14,1293
2026-09-04T10:34:25.955000+00:00,11354,8,25,1293
2026-09-04T10:34:25.955000+00:00,11354,10,27,1293
2026-09-04T10:34:25.955000+00:00,11354,3,31,1293
2026-09-04T10:34:25.955000+00:00,11354,5,36,1293
2026-09-04T10:34:25.955000+00:00,11354,7,41,1293
2026-09-04T10:34:25.955000+00:00,11354,2,55,1293
2026-09-04T10:34:25.955000+00:00,11354,13,61,1293
2026-09-04T10:34:25.955000+00:00,11354,11,63,1293
2026-09-04T10:34:25.955000+00:00,11354,4,87,1293
2026-09-04T10:34:32.555000+00:00,11354,13,5,1293
2026-09-04T10:34:32.555000+00:00,11354,10,12,1293
2026-09-04T10:34:32.555000+00:00,11354,7,14,1293
2026-09-04T10:34:32.555000+00:00,11354,9,25,1293
2026-09-04T10:34:32.555000+00:00,11354,11,27,1293
2026-09-04T10:34:32.555000+00:00,11354,4,31,1293
2026-09-04T10:34:32.555000+00:00,11354,6,36,1293
2026-09-04T10:34:32.555000+00:00,11354,8,41,1293
2026-09-04T10:34:32.555000+00:00,11354,14,61,1293
2026-09-04T10:34:32.555000+00:00,11354,12,63,1293
2026-09-04T10:34:32.555000+00:00,11354,3,77,1293
2026-09-04T10:34:32.555000+00:00,11354,5,87,1293
2026-09-04T10:34:41.210000+00:00,11354,11,12,1293
