source_name,found,row_count,path
drivers,True,894,latest/openf1_lightweight_source_closure/data/openf1_drivers.csv
intervals,True,174066,latest/openf1_lightweight_source_closure/data/openf1_intervals.csv
pit,True,277,latest/openf1_lightweight_source_closure/data/openf1_pit.csv
position,True,24774,latest/openf1_lightweight_source_closure/data/openf1_position.csv
race_control,True,3070,latest/openf1_lightweight_source_closure/data/openf1_race_control.csv
source_readiness,True,9,latest/openf1_lightweight_source_closure/source_readiness_summary.csv
starting_grid,True,198,latest/openf1_lightweight_source_closure/data/openf1_starting_grid.csv
stints,True,3619,latest/openf1_lightweight_source_closure/data/openf1_stints.csv
weather,True,6375,latest/openf1_lightweight_source_closure/data/openf1_weather.csv
