position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-06-20T21:53:14.322265Z
2,12,91.809,1280,11236,2026-06-20T21:53:14.322265Z
3,1,92.141,1280,11236,2026-06-20T21:53:14.322265Z
4,44,92.161,1280,11236,2026-06-20T21:53:14.322265Z
5,81,92.224,1280,11236,2026-06-20T21:53:14.322265Z
6,16,92.528,1280,11236,2026-06-20T21:53:14.322265Z
7,10,92.888,1280,11236,2026-06-20T21:53:14.322265Z
8,3,93.254,1280,11236,2026-06-20T21:53:14.322265Z
9,87,93.409,1280,11236,2026-06-20T21:53:14.322265Z
10,6,93.723,1280,11236,2026-06-20T21:53:14.322265Z
11,27,93.635,1280,11236,2026-06-20T21:53:14.322265Z
12,31,93.639,1280,11236,2026-06-20T21:53:14.322265Z
13,30,93.714,1280,11236,2026-06-20T21:53:14.322265Z
14,5,93.774,1280,11236,2026-06-20T21:53:14.322265Z
15,41,94.048,1280,11236,2026-06-20T21:53:14.322265Z
16,43,94.327,1280,11236,2026-06-20T21:53:14.322265Z
17,55,94.761,1280,11236,2026-06-20T21:53:14.322265Z
18,14,95.581,1280,11236,2026-06-20T21:53:14.322265Z
19,18,96.151,1280,11236,2026-06-20T21:53:14.322265Z
20,77,97.378,1280,11236,2026-06-20T21:53:14.322265Z
21,11,,1280,11236,2026-06-20T21:53:14.322265Z
22,23,95.305,1280,11236,2026-06-20T21:53:14.322265Z
1,1,87.869,1284,11271,2026-06-20T21:57:03.448701Z
2,12,88.091,1284,11271,2026-06-20T21:57:03.448701Z
3,81,88.108,1284,11271,2026-06-20T21:57:03.448701Z
4,16,88.239,1284,11271,2026-06-20T21:57:03.448701Z
5,3,88.461,1284,11271,2026-06-20T21:57:03.448701Z
6,63,88.493,1284,11271,2026-06-20T21:57:03.448701Z
7,44,88.618,1284,11271,2026-06-20T21:57:03.448701Z
8,43,89.32,1284,11271,2026-06-20T21:57:03.448701Z
9,6,89.422,1284,11271,2026-06-20T21:57:03.448701Z
10,10,89.474,1284,11271,2026-06-20T21:57:03.448701Z
