bundle_id,bundle_status,event_id,season,round,race_name,gate,engine_lane,engine_lane_config,forecast_timestamp_utc,forecast_lock_utc,session_scope,driver_number,driver_name,team_name,predicted_qualifying_position,predicted_race_finish_position,predicted_points_band,predicted_dnf_probability,predicted_top1_probability,predicted_top3_probability,predicted_top5_probability,predicted_top10_probability,predicted_mean_finish_position,confidence_score,risk_flags,source_snapshot_id,forecast_artifact_id,stable_vs_challenger_delta_note,method_e_attribution_note,promotion_gate_eligible,notes
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,12,K ANTONELLI,Mercedes,,1,,0.0662,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,3,M VERSTAPPEN,Red Bull Racing,,2,,0.0654,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,16,C LECLERC,Ferrari,,3,,0.0646,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,63,G RUSSELL,Mercedes,,4,,0.0662,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,38,D BEGANOVIC,Ferrari,,5,,0.0646,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,44,L HAMILTON,Ferrari,,6,,0.0646,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,34,J CRAWFORD,Aston Martin,,7,,0.079,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,81,O PIASTRI,McLaren,,8,,0.063,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,5,G BORTOLETO,Audi,,9,,0.079,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,41,A LINDBLAD,Racing Bulls,,10,,0.087,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,1,L NORRIS,McLaren,,11,,0.063,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,30,L LAWSON,Racing Bulls,,12,,0.087,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,10,P GASLY,Alpine,,13,,0.0902,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,27,N HULKENBERG,Audi,,14,,0.079,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,43,F COLAPINTO,Alpine,,15,,0.0902,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,55,C SAINZ,Williams,,16,,0.0822,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,23,A ALBON,Williams,,17,,0.0822,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,87,O BEARMAN,Haas F1 Team,,18,,0.0854,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,6,I HADJAR,Red Bull Racing,,19,,0.0654,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,31,E OCON,Haas F1 Team,,20,,0.0854,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
2026_1290_belgium_spa_francorchamps_spa_francorchamps__post_qualifying__control_room_overlay__20260719T115734Z,locked,2026_1290_belgium_spa_francorchamps_spa_francorchamps,2026,,Belgium - Spa-Francorchamps - Spa-Francorchamps,post_qualifying,control_room_overlay,MethodE_ControlRoom_Overlay,2026-07-19T11:57:34Z,2026-07-19T11:57:34Z,,11,S PEREZ,Cadillac,,21,,0.079,,,,,,0.84,,,,,,False,Actual forecast source row normalized before bundle lock. Promotion eligibility remains false until scoring.
