position,driver_number,number_of_laps,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1,63,24,False,False,False,103.347,0,1295,11371
2,12,16,False,False,False,103.899,0.552,1295,11371
3,3,23,False,False,False,104.174,0.827,1295,11371
4,16,24,False,False,False,104.473,1.126,1295,11371
5,44,23,False,False,False,104.665,1.318,1295,11371
6,1,22,False,False,False,104.831,1.484,1295,11371
7,10,23,False,False,False,104.843,1.496,1295,11371
8,81,22,False,False,False,104.857,1.51,1295,11371
9,6,21,False,False,False,104.868,1.521,1295,11371
10,31,25,False,False,False,105.29,1.943,1295,11371
11,43,23,False,False,False,105.479,2.132,1295,11371
12,30,25,False,False,False,105.681,2.334,1295,11371
13,11,23,False,False,False,105.76,2.413,1295,11371
14,5,24,False,False,False,105.794,2.447,1295,11371
15,27,20,False,False,False,105.854,2.507,1295,11371
16,23,24,False,False,False,106.123,2.776,1295,11371
17,55,22,False,False,False,106.221,2.874,1295,11371
18,41,4,False,False,False,106.391,3.044,1295,11371
19,77,26,False,False,False,106.737,3.39,1295,11371
20,87,10,False,False,False,106.801,3.454,1295,11371
21,18,24,False,False,False,107.403,4.056,1295,11371
22,14,9,False,False,False,107.889,4.542,1295,11371
