lane,rows,result,reason,required_status,heavy_endpoint
weather,6001,pass,evidence_bearing,required_lightweight,False
race_control,3213,pass,evidence_bearing,required_lightweight,False
intervals,220849,pass,evidence_bearing,required_lightweight,False
position,23162,pass,evidence_bearing,required_lightweight,False
stints,3352,pass,evidence_bearing,required_lightweight,False
pit,287,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,906,pass,evidence_bearing,required_lightweight,False
team_radio,339,pass,evidence_bearing,opportunistic,False
