source_id,source_name,source_type,source_path_or_uri,source_timestamp_utc,source_sha256,source_role,gate_allowed,notes
forecast_source,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1291_hungary_budapest_hungaroring/post_qualifying/experimental_challenger/forecast_rows.csv,csv,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1291_hungary_budapest_hungaroring/post_qualifying/experimental_challenger/forecast_rows.csv,2026-07-26T09:52:52Z,73f0aefbc49bf960bbac1ab57d812f42fe7995b1b3347853742a984a9ba692f7,forecast_source,True,Actual forecast source copied into immutable bundle.
