path,lane,rows,sha256,result,reason
data/openf1_weather.csv,weather,4336,5413af4b57da3a646b3ab857666cfac64c7f6a3a89388b5190271ddc0a6354ef,pass,evidence_bearing
data/openf1_race_control.csv,race_control,1592,8446382f473da44d7d50ebab2ea7a4e079b6a64306fb26e5475e8bca62081881,pass,evidence_bearing
data/openf1_intervals.csv,intervals,18761,9605edd6b4c615cc540fda63e6ecfe0580e1723fa8a5a7b134a82d17fefc6d34,pass,evidence_bearing
data/openf1_position.csv,position,12126,677b9f21142f93096c6c114899e51b6fd5d3eafada0c40ecf4412809fcc7976a,pass,evidence_bearing
data/openf1_stints.csv,stints,2299,2a9bf4a8a810a4a1facb64b30c18c05e1c9faecd5e0fd00bb26bae947b5e8248,pass,evidence_bearing
data/openf1_pit.csv,pit,208,a4471b4c6be41906c5806d3e049575b22273b526d7d40a49b3e6851293faedf2,pass,evidence_bearing
data/openf1_starting_grid.csv,starting_grid,44,abdef896d2a47e02798395e694311f06fdd6a97bad0e845c7aaacddff1578beb,pass,evidence_bearing
data/openf1_drivers.csv,drivers,582,47bdb5efe4ca9c41dd384407bf18ce54afe924c61dfd66b3f92ef996ba9e2ca3,pass,evidence_bearing
data/openf1_team_radio.csv,team_radio,155,d2e4c0ebf6adafcde1f08d47b107ebec5d47997f89330267958734aacd0f3b4a,pass,evidence_bearing
