date,session_key,lap_number,driver_number,stop_duration,lane_duration,pit_duration,meeting_key,source_closure_retrieved_utc
2026-07-05T15:19:36.825000+00:00,11326,47,6,,29.6,29.6,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:19:42.582000+00:00,11326,46,11,,29.8,29.8,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:19:57.160000+00:00,11326,47,30,,28.5,28.5,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:20:03.631000+00:00,11326,47,41,,32.1,32.1,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:20:09.066000+00:00,11326,47,5,,29.9,29.9,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:20:26.714000+00:00,11326,46,77,,29.5,29.5,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:20:31.463000+00:00,11326,47,43,,29.4,29.4,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:20:34.854000+00:00,11326,48,16,,28.8,28.8,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:21:02.149000+00:00,11326,48,44,,28.7,28.7,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:21:03.857000+00:00,11326,47,81,,29.0,29.0,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:21:17.735000+00:00,11326,46,14,,29.9,29.9,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:21:26.513000+00:00,11326,47,87,,30.2,30.2,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:21:31.210000+00:00,11326,48,1,,28.4,28.4,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:21:33.609000+00:00,11326,47,31,,31.2,31.2,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:21:40.753000+00:00,11326,46,18,,46.2,46.2,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:22:41.160000+00:00,11326,48,10,,28.7,28.7,1289,2026-09-06T22:38:13.434275Z
2026-07-05T15:23:19.064000+00:00,11326,48,55,,29.2,29.2,1289,2026-09-06T22:38:13.434275Z
2026-07-19T13:06:46.970000+00:00,11334,1,6,3.6,24.156,24.156,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:06:48.812000+00:00,11334,1,87,5.6,26.554,26.554,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:06:49.762000+00:00,11334,1,11,3.5,25.372,25.372,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:06:58.031000+00:00,11334,1,77,5.1,30.594,30.594,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:07:06.712000+00:00,11334,1,31,10.8,33.74,33.74,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:09:26.425000+00:00,11334,2,6,3.0,22.997,22.997,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:30:09.549000+00:00,11334,12,11,5.9,27.617,27.617,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:33:19.807000+00:00,11334,14,10,3.4,24.177,24.177,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:33:42.400000+00:00,11334,14,55,14.4,34.841,34.841,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:35:10.555000+00:00,11334,15,30,3.1,23.722,23.722,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:35:14.306000+00:00,11334,15,43,3.7,24.146,24.146,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:37:02.469000+00:00,11334,16,41,4.1,24.81,24.81,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:37:26.226000+00:00,11334,16,31,3.4,24.124,24.124,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:38:36.203000+00:00,11334,17,3,2.5,23.128,23.128,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:40:00.392000+00:00,11334,17,18,11.0,31.649,31.649,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:40:35.827000+00:00,11334,18,12,2.6,23.093,23.093,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:41:12.806000+00:00,11334,18,23,2.5,22.638,22.638,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:43:52.834000+00:00,11334,19,14,2.7,23.19,23.19,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:44:36.129000+00:00,11334,20,16,2.3,23.164,23.164,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:44:45.881000+00:00,11334,20,81,2.8,23.292,23.292,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:44:50.764000+00:00,11334,20,44,10.6,32.201,32.201,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:45:02.530000+00:00,11334,20,6,4.4,24.727,24.727,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:45:05.930000+00:00,11334,20,5,2.5,23.127,23.127,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:45:12.467000+00:00,11334,20,27,3.5,26.098,26.098,1290,2026-09-06T22:39:19.275447Z
2026-07-19T13:45:28.693000+00:00,11334,20,87,8.5,28.982,28.982,1290,2026-09-06T22:39:19.275447Z
2026-07-19T14:03:34.566000+00:00,11334,30,1,7.8,28.314,28.314,1290,2026-09-06T22:39:19.275447Z
2026-07-19T14:07:43.290000+00:00,11334,31,14,3.2,24.746,24.746,1290,2026-09-06T22:39:19.275447Z
2026-07-19T14:08:56.694000+00:00,11334,32,77,5.1,25.91,25.91,1290,2026-09-06T22:39:19.275447Z
2026-08-21T14:30:24.009000+00:00,11344,1,12,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:30:30.048000+00:00,11344,1,63,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:30:32.720000+00:00,11344,1,11,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:31:38.561000+00:00,11344,1,16,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:31:43.409000+00:00,11344,1,44,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:31:49.126000+00:00,11344,1,31,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:31:52.331000+00:00,11344,1,87,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:32:09.310000+00:00,11344,1,27,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:32:30.364000+00:00,11344,1,1,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:32:36.515000+00:00,11344,1,41,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:32:41.048000+00:00,11344,1,55,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:32:43.657000+00:00,11344,1,22,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:32:49.686000+00:00,11344,1,23,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:32:56.533000+00:00,11344,1,3,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:33:05.834000+00:00,11344,1,30,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:33:14.042000+00:00,11344,1,81,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:33:54.468000+00:00,11344,1,77,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:34:55.911000+00:00,11344,1,10,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:34:57.508000+00:00,11344,1,43,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:35:00.629000+00:00,11344,1,18,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:35:01.690000+00:00,11344,1,5,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:35:09.483000+00:00,11344,1,14,,,,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:36:27.604000+00:00,11344,4,12,,97.4,97.4,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:38:51.948000+00:00,11344,5,27,,46.6,46.6,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:38:59.369000+00:00,11344,4,31,,142.0,142.0,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:39:02.947000+00:00,11344,4,87,,141.8,141.8,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:39:10.145000+00:00,11344,5,55,,17.8,17.8,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:40:17.514000+00:00,11344,5,11,,235.3,235.3,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:49:06.046000+00:00,11344,8,27,,350.1,350.1,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:49:13.928000+00:00,11344,7,31,,346.6,346.6,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:49:22.273000+00:00,11344,8,23,,345.8,345.8,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:50:07.429000+00:00,11344,5,1,,712.3,712.3,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:50:22.245000+00:00,11344,5,81,,657.2,657.2,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:50:31.162000+00:00,11344,9,16,,446.0,446.0,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:50:35.288000+00:00,11344,8,44,,514.3,514.3,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:51:02.704000+00:00,11344,8,3,,435.1,435.1,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:51:35.422000+00:00,11344,8,30,,462.9,462.9,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:51:45.756000+00:00,11344,8,12,,543.3,543.3,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:51:51.052000+00:00,11344,10,63,,475.4,475.4,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:52:22.614000+00:00,11344,7,43,,480.7,480.7,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:55:10.895000+00:00,11344,8,22,,711.0,711.0,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:55:17.442000+00:00,11344,8,41,,737.5,737.5,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:55:31.642000+00:00,11344,7,5,,668.4,668.4,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:55:36.663000+00:00,11344,11,27,,134.9,134.9,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:55:43.475000+00:00,11344,10,31,,124.3,124.3,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:56:13.156000+00:00,11344,7,10,,723.6,723.6,1292,2026-09-06T22:41:15.710406Z
2026-08-21T14:56:19.972000+00:00,11344,11,23,,148.2,148.2,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:09:35.748000+00:00,11344,12,1,,567.2,567.2,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:09:39.045000+00:00,11344,12,12,,720.1,720.1,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:09:45.405000+00:00,11344,14,63,,716.6,716.6,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:09:50.285000+00:00,11344,13,16,,806.0,806.0,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:09:54.116000+00:00,11344,12,81,,555.2,555.2,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:10:01.491000+00:00,11344,12,44,,805.9,805.9,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:10:08.401000+00:00,11344,12,41,,545.5,545.5,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:10:16.970000+00:00,11344,12,3,,805.7,805.7,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:11:37.680000+00:00,11344,10,5,,706.7,706.7,1292,2026-09-06T22:41:15.710406Z
2026-08-21T15:12:10.553000+00:00,11344,10,10,,696.7,696.7,1292,2026-09-06T22:41:15.710406Z
2026-08-23T13:33:05.260000+00:00,11353,2,1,,1571.5,1571.5,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:08.095000+00:00,11353,2,12,,1572.5,1572.5,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:12.352000+00:00,11353,2,63,,1573.6,1573.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:16.132000+00:00,11353,2,16,,1573.7,1573.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:19.752000+00:00,11353,2,81,,1574.8,1574.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:25.023000+00:00,11353,2,44,,1576.6,1576.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:27.758000+00:00,11353,2,30,,1576.8,1576.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:33.508000+00:00,11353,2,41,,1578.2,1578.2,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:36.629000+00:00,11353,2,10,,1577.2,1577.2,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:40.026000+00:00,11353,2,43,,1578.8,1578.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:45.824000+00:00,11353,2,22,,1581.1,1581.1,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:49.090000+00:00,11353,2,27,,1582.9,1582.9,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:50.913000+00:00,11353,2,23,,1579.2,1579.2,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:33:54.503000+00:00,11353,2,31,,1584.8,1584.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:34:00.266000+00:00,11353,2,14,,1587.1,1587.1,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:34:02.610000+00:00,11353,2,87,,1584.6,1584.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:34:05.710000+00:00,11353,2,5,,1583.7,1583.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:34:40.026000+00:00,11353,2,18,,1619.9,1619.9,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:34:41.698000+00:00,11353,2,55,,1617.4,1617.4,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:34:44.151000+00:00,11353,2,77,,1612.1,1612.1,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:34:46.016000+00:00,11353,2,11,,1618.0,1618.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:41:20.293000+00:00,11353,5,41,,12.3,12.3,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:45:19.012000+00:00,11353,8,43,,12.0,12.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:49:24.979000+00:00,11353,11,5,,18.0,18.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:54:45.114000+00:00,11353,15,18,,17.6,17.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:56:02.015000+00:00,11353,16,31,,18.6,18.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:56:54.016000+00:00,11353,17,63,,18.0,18.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:58:11.766000+00:00,11353,18,81,,20.2,20.2,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:58:30.380000+00:00,11353,18,10,,18.0,18.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:58:34.848000+00:00,11353,18,22,,18.0,18.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T13:59:49.557000+00:00,11353,19,27,,17.0,17.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:01:55.449000+00:00,11353,21,12,,18.7,18.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:01:57.042000+00:00,11353,21,1,,18.0,18.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:02:07.026000+00:00,11353,21,16,,19.7,19.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:02:18.875000+00:00,11353,21,30,,18.6,18.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:03:00.159000+00:00,11353,21,43,,19.4,19.4,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:07:17.499000+00:00,11353,25,44,,17.8,17.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:09:11.916000+00:00,11353,26,23,,17.5,17.5,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:12:22.125000+00:00,11353,28,77,,20.0,20.0,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:13:42.184000+00:00,11353,29,11,,18.4,18.4,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:14:42.578000+00:00,11353,30,55,,17.8,17.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:19:45.499000+00:00,11353,34,14,,17.6,17.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:19:59.920000+00:00,11353,34,5,,17.5,17.5,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:21:28.904000+00:00,11353,35,18,,17.2,17.2,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:22:41.117000+00:00,11353,36,41,,18.5,18.5,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:22:44.742000+00:00,11353,36,31,,17.9,17.9,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:26:27.430000+00:00,11353,40,12,,17.7,17.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:26:37.440000+00:00,11353,40,63,,17.4,17.4,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:30:30.957000+00:00,11353,43,16,,18.7,18.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:31:58.200000+00:00,11353,44,81,,18.1,18.1,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:32:58.543000+00:00,11353,44,22,,17.8,17.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:34:49.935000+00:00,11353,45,43,,18.3,18.3,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:35:24.577000+00:00,11353,47,1,,17.5,17.5,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:35:35.606000+00:00,11353,46,10,,18.1,18.1,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:36:11.351000+00:00,11353,47,30,,18.2,18.2,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:37:55.220000+00:00,11353,48,27,,17.7,17.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:39:53.413000+00:00,11353,49,23,,17.4,17.4,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:43:19.720000+00:00,11353,51,77,,19.6,19.6,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:44:15.983000+00:00,11353,52,11,,18.5,18.5,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:45:02.725000+00:00,11353,53,5,,19.2,19.2,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:46:10.280000+00:00,11353,55,44,,18.7,18.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:46:18.402000+00:00,11353,55,16,,18.7,18.7,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:46:39.148000+00:00,11353,55,81,,17.8,17.8,1292,2026-09-06T22:42:14.254879Z
2026-08-23T14:47:52.045000+00:00,11353,56,12,,19.1,19.1,1292,2026-09-06T22:42:14.254879Z
2026-08-23T15:02:28.164000+00:00,11353,65,55,,18.0,18.0,1292,2026-09-06T22:42:14.254879Z
