position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-09-25T22:15:15.012903Z
2,12,91.809,1280,11236,2026-09-25T22:15:15.012903Z
3,1,92.141,1280,11236,2026-09-25T22:15:15.012903Z
4,44,92.161,1280,11236,2026-09-25T22:15:15.012903Z
5,81,92.224,1280,11236,2026-09-25T22:15:15.012903Z
6,16,92.528,1280,11236,2026-09-25T22:15:15.012903Z
7,10,92.888,1280,11236,2026-09-25T22:15:15.012903Z
8,3,93.254,1280,11236,2026-09-25T22:15:15.012903Z
9,87,93.409,1280,11236,2026-09-25T22:15:15.012903Z
10,6,93.723,1280,11236,2026-09-25T22:15:15.012903Z
11,27,93.635,1280,11236,2026-09-25T22:15:15.012903Z
12,31,93.639,1280,11236,2026-09-25T22:15:15.012903Z
13,30,93.714,1280,11236,2026-09-25T22:15:15.012903Z
14,5,93.774,1280,11236,2026-09-25T22:15:15.012903Z
15,41,94.048,1280,11236,2026-09-25T22:15:15.012903Z
16,43,94.327,1280,11236,2026-09-25T22:15:15.012903Z
17,55,94.761,1280,11236,2026-09-25T22:15:15.012903Z
18,14,95.581,1280,11236,2026-09-25T22:15:15.012903Z
19,18,96.151,1280,11236,2026-09-25T22:15:15.012903Z
20,77,97.378,1280,11236,2026-09-25T22:15:15.012903Z
21,11,,1280,11236,2026-09-25T22:15:15.012903Z
22,23,95.305,1280,11236,2026-09-25T22:15:15.012903Z
1,44,88.376,1289,11317,2026-09-25T22:27:08.391461Z
2,12,88.387,1289,11317,2026-09-25T22:27:08.391461Z
3,3,88.697,1289,11317,2026-09-25T22:27:08.391461Z
4,16,88.703,1289,11317,2026-09-25T22:27:08.391461Z
5,63,88.733,1289,11317,2026-09-25T22:27:08.391461Z
6,1,88.74,1289,11317,2026-09-25T22:27:08.391461Z
7,81,88.772,1289,11317,2026-09-25T22:27:08.391461Z
8,6,88.835,1289,11317,2026-09-25T22:27:08.391461Z
9,30,88.927,1289,11317,2026-09-25T22:27:08.391461Z
10,41,89.367,1289,11317,2026-09-25T22:27:08.391461Z
11,10,89.482,1289,11317,2026-09-25T22:27:08.391461Z
12,5,89.679,1289,11317,2026-09-25T22:27:08.391461Z
13,27,89.707,1289,11317,2026-09-25T22:27:08.391461Z
14,43,89.983,1289,11317,2026-09-25T22:27:08.391461Z
15,55,90.197,1289,11317,2026-09-25T22:27:08.391461Z
16,87,91.083,1289,11317,2026-09-25T22:27:08.391461Z
17,31,91.714,1289,11317,2026-09-25T22:27:08.391461Z
18,11,91.776,1289,11317,2026-09-25T22:27:08.391461Z
19,77,92.02,1289,11317,2026-09-25T22:27:08.391461Z
20,14,92.91,1289,11317,2026-09-25T22:27:08.391461Z
21,18,92.988,1289,11317,2026-09-25T22:27:08.391461Z
22,23,90.65,1289,11317,2026-09-25T22:27:08.391461Z
1,12,104.361,1290,11330,2026-09-25T22:28:15.932070Z
2,3,104.678,1290,11330,2026-09-25T22:28:15.932070Z
3,63,104.869,1290,11330,2026-09-25T22:28:15.932070Z
4,16,104.893,1290,11330,2026-09-25T22:28:15.932070Z
5,44,104.895,1290,11330,2026-09-25T22:28:15.932070Z
6,81,105.016,1290,11330,2026-09-25T22:28:15.932070Z
7,41,105.143,1290,11330,2026-09-25T22:28:15.932070Z
8,5,105.628,1290,11330,2026-09-25T22:28:15.932070Z
9,30,106.12,1290,11330,2026-09-25T22:28:15.932070Z
10,10,106.331,1290,11330,2026-09-25T22:28:15.932070Z
11,43,106.392,1290,11330,2026-09-25T22:28:15.932070Z
12,27,106.671,1290,11330,2026-09-25T22:28:15.932070Z
13,1,104.801,1290,11330,2026-09-25T22:28:15.932070Z
14,87,106.779,1290,11330,2026-09-25T22:28:15.932070Z
15,23,107.12,1290,11330,2026-09-25T22:28:15.932070Z
16,31,107.801,1290,11330,2026-09-25T22:28:15.932070Z
17,77,107.823,1290,11330,2026-09-25T22:28:15.932070Z
18,11,107.971,1290,11330,2026-09-25T22:28:15.932070Z
19,55,106.777,1290,11330,2026-09-25T22:28:15.932070Z
20,18,110.177,1290,11330,2026-09-25T22:28:15.932070Z
21,6,,1290,11330,2026-09-25T22:28:15.932070Z
22,14,110.002,1290,11330,2026-09-25T22:28:15.932070Z
1,1,77.207,1291,11338,2026-09-25T22:29:13.628010Z
