date,session_key,gap_to_leader,interval,meeting_key,driver_number
2026-07-19T13:18:51.193000+00:00,11334,7.617,1.54,1290,43
2026-07-19T13:18:51.193000+00:00,11334,3.191,0.506,1290,44
2026-07-19T13:18:51.213000+00:00,11334,19.76,5.931,1290,31
2026-07-19T13:18:51.555000+00:00,11334,20.122,0.362,1290,11
2026-07-19T13:18:51.706000+00:00,11334,12.046,0.742,1290,55
2026-07-19T13:18:51.817000+00:00,11334,8.271,0.654,1290,1
2026-07-19T13:18:52.252000+00:00,11334,20.798,0.676,1290,18
2026-07-19T13:18:52.366000+00:00,11334,12.703,0.657,1290,87
2026-07-19T13:18:52.696000+00:00,11334,21.237,0.439,1290,77
2026-07-19T13:18:52.775000+00:00,11334,9.246,0.975,1290,10
2026-07-19T13:18:53.259000+00:00,11334,9.739,0.493,1290,5
2026-07-19T13:18:53.292000+00:00,11334,21.812,0.575,1290,14
2026-07-19T13:18:53.306000+00:00,11334,1.263,1.263,1290,3
2026-07-19T13:18:53.431000+00:00,11334,5.422,2.231,1290,30
2026-07-19T13:18:53.759000+00:00,11334,14.09,1.387,1290,6
2026-07-19T13:18:53.915000+00:00,11334,1.91,0.647,1290,16
2026-07-19T13:18:54.197000+00:00,11334,6.174,0.752,1290,41
2026-07-19T13:18:54.478000+00:00,11334,10.935,1.196,1290,23
2026-07-19T13:18:54.525000+00:00,11334,2.52,0.61,1290,81
2026-07-19T13:18:55.017000+00:00,11334,11.491,0.556,1290,27
2026-07-19T13:18:55.193000+00:00,11334,3.133,0.613,1290,44
2026-07-19T13:18:55.347000+00:00,11334,19.929,6.016,1290,31
2026-07-19T13:18:55.644000+00:00,11334,7.62,1.446,1290,43
2026-07-19T13:18:55.805000+00:00,11334,12.28,0.789,1290,55
2026-07-19T13:18:55.819000+00:00,11334,20.391,0.462,1290,11
2026-07-19T13:18:56.225000+00:00,11334,8.216,0.596,1290,1
2026-07-19T13:18:56.384000+00:00,11334,20.963,0.572,1290,18
2026-07-19T13:18:56.463000+00:00,11334,12.937,,1290,87
2026-07-19T13:18:56.908000+00:00,11334,21.493,0.53,1290,77
2026-07-19T13:18:57.235000+00:00,11334,9.231,1.015,1290,10
2026-07-19T13:18:57.266000+00:00,11334,1.101,1.101,1290,3
2026-07-19T13:18:57.468000+00:00,11334,22.062,0.569,1290,14
2026-07-19T13:18:57.553000+00:00,11334,5.496,2.363,1290,30
2026-07-19T13:18:57.744000+00:00,11334,9.752,0.521,1290,5
2026-07-19T13:18:57.797000+00:00,11334,14.25,1.313,1290,6
2026-07-19T13:18:58.073000+00:00,11334,1.885,0.784,1290,16
2026-07-19T13:18:58.219000+00:00,11334,6.184,0.688,1290,41
2026-07-19T13:18:58.599000+00:00,11334,2.356,0.471,1290,81
2026-07-19T13:18:58.908000+00:00,11334,10.902,1.15,1290,23
2026-07-19T13:18:59.304000+00:00,11334,3.092,0.736,1290,44
2026-07-19T13:18:59.517000+00:00,11334,11.51,0.608,1290,27
2026-07-19T13:18:59.664000+00:00,11334,7.618,1.434,1290,43
2026-07-19T13:18:59.709000+00:00,11334,20.06,5.97,1290,31
2026-07-19T13:19:00.181000+00:00,11334,8.137,0.519,1290,1
2026-07-19T13:19:00.244000+00:00,11334,20.574,0.514,1290,11
2026-07-19T13:19:00.527000+00:00,11334,12.24,0.73,1290,55
2026-07-19T13:19:01.007000+00:00,11334,13.014,0.774,1290,87
2026-07-19T13:19:01.038000+00:00,11334,21.388,0.814,1290,18
2026-07-19T13:19:01.305000+00:00,11334,9.265,1.128,1290,10
2026-07-19T13:19:01.445000+00:00,11334,21.751,0.363,1290,77
2026-07-19T13:19:01.585000+00:00,11334,5.375,2.283,1290,30
2026-07-19T13:19:01.851000+00:00,11334,9.803,0.538,1290,5
2026-07-19T13:19:01.929000+00:00,11334,1.055,1.055,1290,3
2026-07-19T13:19:02.070000+00:00,11334,22.414,0.663,1290,14
2026-07-19T13:19:02.179000+00:00,11334,5.989,0.614,1290,41
2026-07-19T13:19:02.366000+00:00,11334,14.367,1.353,1290,6
2026-07-19T13:19:02.697000+00:00,11334,1.808,0.753,1290,16
2026-07-19T13:19:02.882000+00:00,11334,10.86,1.057,1290,23
2026-07-19T13:19:03.306000+00:00,11334,2.433,0.625,1290,81
2026-07-19T13:19:03.517000+00:00,11334,11.461,0.601,1290,27
2026-07-19T13:19:03.764000+00:00,11334,7.579,1.59,1290,43
2026-07-19T13:19:03.809000+00:00,11334,20.273,6.023,1290,31
2026-07-19T13:19:03.946000+00:00,11334,3.079,0.646,1290,44
2026-07-19T13:19:04.201000+00:00,11334,7.994,0.415,1290,1
2026-07-19T13:19:04.245000+00:00,11334,12.249,0.788,1290,55
2026-07-19T13:19:04.408000+00:00,11334,20.864,0.591,1290,11
2026-07-19T13:19:04.984000+00:00,11334,12.966,0.717,1290,87
2026-07-19T13:19:05.318000+00:00,11334,21.781,0.917,1290,18
2026-07-19T13:19:05.407000+00:00,11334,9.204,1.21,1290,10
2026-07-19T13:19:05.706000+00:00,11334,22.182,0.401,1290,77
2026-07-19T13:19:05.864000+00:00,11334,9.681,0.477,1290,5
2026-07-19T13:19:06.293000+00:00,11334,5.423,2.344,1290,30
2026-07-19T13:19:06.415000+00:00,11334,14.355,1.389,1290,6
2026-07-19T13:19:06.433000+00:00,11334,22.906,0.724,1290,14
2026-07-19T13:19:06.536000+00:00,11334,1.119,1.119,1290,3
2026-07-19T13:19:06.906000+00:00,11334,10.701,1.02,1290,23
2026-07-19T13:19:06.920000+00:00,11334,6.044,0.621,1290,41
2026-07-19T13:19:07.306000+00:00,11334,1.911,0.792,1290,16
2026-07-19T13:19:07.540000+00:00,11334,11.331,0.63,1290,27
2026-07-19T13:19:07.954000+00:00,11334,2.566,0.655,1290,81
2026-07-19T13:19:08.320000+00:00,11334,12.113,0.782,1290,55
2026-07-19T13:19:08.397000+00:00,11334,20.385,6.018,1290,31
2026-07-19T13:19:08.552000+00:00,11334,7.673,1.629,1290,43
2026-07-19T13:19:08.605000+00:00,11334,3.213,0.647,1290,44
2026-07-19T13:19:08.947000+00:00,11334,8.088,,1290,1
2026-07-19T13:19:09.021000+00:00,11334,21.006,0.621,1290,11
2026-07-19T13:19:09.122000+00:00,11334,12.922,0.809,1290,87
2026-07-19T13:19:09.982000+00:00,11334,21.954,0.948,1290,18
2026-07-19T13:19:10.217000+00:00,11334,9.337,1.249,1290,10
2026-07-19T13:19:10.403000+00:00,11334,22.331,0.377,1290,77
2026-07-19T13:19:10.409000+00:00,11334,14.177,1.255,1290,6
2026-07-19T13:19:10.595000+00:00,11334,1.164,1.164,1290,3
2026-07-19T13:19:10.734000+00:00,11334,9.829,0.492,1290,5
2026-07-19T13:19:11.027000+00:00,11334,5.6,2.387,1290,30
2026-07-19T13:19:11.261000+00:00,11334,23.251,0.92,1290,14
2026-07-19T13:19:11.402000+00:00,11334,2.018,0.854,1290,16
2026-07-19T13:19:11.656000+00:00,11334,6.264,0.664,1290,41
2026-07-19T13:19:11.713000+00:00,11334,10.83,1.001,1290,23
2026-07-19T13:19:12.123000+00:00,11334,2.704,0.686,1290,81
2026-07-19T13:19:12.306000+00:00,11334,11.434,0.604,1290,27
2026-07-19T13:19:12.400000+00:00,11334,20.391,6.036,1290,31
2026-07-19T13:19:12.691000+00:00,11334,3.28,0.576,1290,44
2026-07-19T13:19:13.133000+00:00,11334,21.09,0.699,1290,11
2026-07-19T13:19:13.217000+00:00,11334,12.335,0.901,1290,55
2026-07-19T13:19:13.263000+00:00,11334,7.857,1.593,1290,43
2026-07-19T13:19:13.694000+00:00,11334,8.311,0.454,1290,1
2026-07-19T13:19:13.990000+00:00,11334,13.115,0.78,1290,87
2026-07-19T13:19:14.197000+00:00,11334,22.15,1.06,1290,18
2026-07-19T13:19:14.599000+00:00,11334,22.572,0.422,1290,77
2026-07-19T13:19:14.914000+00:00,11334,9.53,1.219,1290,10
2026-07-19T13:19:15.080000+00:00,11334,14.226,1.111,1290,6
2026-07-19T13:19:15.129000+00:00,11334,5.748,2.468,1290,30
2026-07-19T13:19:15.270000+00:00,11334,1.386,1.386,1290,3
2026-07-19T13:19:15.368000+00:00,11334,9.993,0.463,1290,5
2026-07-19T13:19:15.535000+00:00,11334,23.477,0.905,1290,14
2026-07-19T13:19:15.817000+00:00,11334,6.432,0.684,1290,41
2026-07-19T13:19:15.927000+00:00,11334,2.045,0.659,1290,16
2026-07-19T13:19:16.504000+00:00,11334,2.641,0.596,1290,81
2026-07-19T13:19:16.544000+00:00,11334,11.144,1.151,1290,23
2026-07-19T13:19:16.652000+00:00,11334,20.428,6.251,1290,31
2026-07-19T13:19:17.112000+00:00,11334,3.229,0.588,1290,44
2026-07-19T13:19:17.130000+00:00,11334,11.748,,1290,27
2026-07-19T13:19:17.361000+00:00,11334,21.158,0.73,1290,11
2026-07-19T13:19:17.374000+00:00,11334,7.992,1.56,1290,43
2026-07-19T13:19:17.830000+00:00,11334,8.495,0.503,1290,1
2026-07-19T13:19:18.040000+00:00,11334,12.639,0.891,1290,55
2026-07-19T13:19:18.405000+00:00,11334,22.204,1.046,1290,18
2026-07-19T13:19:18.748000+00:00,11334,13.377,0.738,1290,87
2026-07-19T13:19:18.867000+00:00,11334,22.649,0.445,1290,77
2026-07-19T13:19:18.882000+00:00,11334,1.374,1.374,1290,3
2026-07-19T13:19:19.106000+00:00,11334,9.705,1.21,1290,10
2026-07-19T13:19:19.516000+00:00,11334,2.023,0.649,1290,16
2026-07-19T13:19:19.564000+00:00,11334,10.191,0.486,1290,5
2026-07-19T13:19:19.591000+00:00,11334,5.705,2.476,1290,30
2026-07-19T13:19:19.744000+00:00,11334,23.54,0.891,1290,14
2026-07-19T13:19:19.761000+00:00,11334,14.378,1.001,1290,6
2026-07-19T13:19:20.012000+00:00,11334,2.515,0.492,1290,81
2026-07-19T13:19:20.273000+00:00,11334,6.391,0.686,1290,41
2026-07-19T13:19:20.623000+00:00,11334,3.126,0.611,1290,44
2026-07-19T13:19:20.730000+00:00,11334,11.331,1.14,1290,23
2026-07-19T13:19:21.334000+00:00,11334,11.937,0.606,1290,27
2026-07-19T13:19:21.394000+00:00,11334,20.519,6.293,1290,31
2026-07-19T13:19:21.806000+00:00,11334,1.224,1.224,1290,3
2026-07-19T13:19:21.867000+00:00,11334,7.945,1.554,1290,43
2026-07-19T13:19:22.193000+00:00,11334,21.323,0.804,1290,11
2026-07-19T13:19:22.296000+00:00,11334,12.914,0.977,1290,55
2026-07-19T13:19:22.345000+00:00,11334,8.469,0.524,1290,1
2026-07-19T13:19:22.444000+00:00,11334,1.913,0.689,1290,16
2026-07-19T13:19:22.896000+00:00,11334,2.323,0.41,1290,81
2026-07-19T13:19:23.021000+00:00,11334,13.626,0.712,1290,87
2026-07-19T13:19:23.150000+00:00,11334,5.652,2.526,1290,30
2026-07-19T13:19:23.324000+00:00,11334,22.44,1.117,1290,18
2026-07-19T13:19:23.525000+00:00,11334,2.937,0.614,1290,44
2026-07-19T13:19:23.564000+00:00,11334,9.671,1.202,1290,10
2026-07-19T13:19:23.785000+00:00,11334,6.294,0.642,1290,41
2026-07-19T13:19:23.839000+00:00,11334,22.961,0.521,1290,77
2026-07-19T13:19:24.013000+00:00,11334,14.62,0.994,1290,6
2026-07-19T13:19:24.145000+00:00,11334,10.275,0.604,1290,5
2026-07-19T13:19:24.722000+00:00,11334,23.855,0.894,1290,14
2026-07-19T13:19:25.190000+00:00,11334,11.323,1.048,1290,23
2026-07-19T13:19:25.386000+00:00,11334,7.899,1.605,1290,43
2026-07-19T13:19:25.809000+00:00,11334,0.976,0.976,1290,3
2026-07-19T13:19:25.846000+00:00,11334,8.36,0.461,1290,1
2026-07-19T13:19:25.933000+00:00,11334,12.06,0.737,1290,27
2026-07-19T13:19:26.064000+00:00,11334,20.684,6.306,1290,31
2026-07-19T13:19:26.168000+00:00,11334,5.571,2.634,1290,30
2026-07-19T13:19:26.611000+00:00,11334,1.776,0.8,1290,16
2026-07-19T13:19:26.706000+00:00,11334,6.114,0.543,1290,41
2026-07-19T13:19:26.864000+00:00,11334,12.957,0.897,1290,55
2026-07-19T13:19:26.893000+00:00,11334,2.045,0.269,1290,81
2026-07-19T13:19:26.964000+00:00,11334,21.569,0.885,1290,11
2026-07-19T13:19:27.125000+00:00,11334,9.638,1.278,1290,10
2026-07-19T13:19:27.528000+00:00,11334,13.647,0.69,1290,87
2026-07-19T13:19:27.528000+00:00,11334,2.698,0.653,1290,44
2026-07-19T13:19:27.793000+00:00,11334,10.318,0.68,1290,5
2026-07-19T13:19:28.222000+00:00,11334,22.809,1.24,1290,18
2026-07-19T13:19:28.407000+00:00,11334,7.825,1.711,1290,43
2026-07-19T13:19:28.641000+00:00,11334,23.254,0.445,1290,77
2026-07-19T13:19:28.752000+00:00,11334,8.171,0.346,1290,1
2026-07-19T13:19:28.769000+00:00,11334,14.896,1.249,1290,6
2026-07-19T13:19:28.793000+00:00,11334,11.32,1.002,1290,23
2026-07-19T13:19:29.674000+00:00,11334,12.155,0.835,1290,27
2026-07-19T13:19:29.695000+00:00,11334,24.29,1.036,1290,14
2026-07-19T13:19:30.082000+00:00,11334,0.871,0.871,1290,3
2026-07-19T13:19:30.134000+00:00,11334,9.567,1.396,1290,10
2026-07-19T13:19:30.217000+00:00,11334,20.812,6.192,1290,31
2026-07-19T13:19:30.397000+00:00,11334,5.45,2.752,1290,30
2026-07-19T13:19:30.405000+00:00,11334,12.921,0.766,1290,55
2026-07-19T13:19:30.706000+00:00,11334,5.857,0.407,1290,41
2026-07-19T13:19:30.766000+00:00,11334,10.169,0.602,1290,5
2026-07-19T13:19:30.948000+00:00,11334,1.682,0.811,1290,16
2026-07-19T13:19:31.022000+00:00,11334,1.772,0.09,1290,81
2026-07-19T13:19:31.093000+00:00,11334,13.61,0.689,1290,87
2026-07-19T13:19:31.193000+00:00,11334,21.766,0.954,1290,11
2026-07-19T13:19:31.747000+00:00,11334,2.524,0.752,1290,44
2026-07-19T13:19:31.835000+00:00,11334,11.257,1.088,1290,23
2026-07-19T13:19:32.345000+00:00,11334,14.88,1.27,1290,6
2026-07-19T13:19:32.397000+00:00,11334,23.013,1.247,1290,18
2026-07-19T13:19:32.598000+00:00,11334,7.712,1.855,1290,43
2026-07-19T13:19:32.619000+00:00,11334,12.043,0.786,1290,27
2026-07-19T13:19:32.684000+00:00,11334,7.832,0.12,1290,1
2026-07-19T13:19:32.973000+00:00,11334,23.57,0.557,1290,77
2026-07-19T13:19:33.380000+00:00,11334,12.792,0.749,1290,55
2026-07-19T13:19:33.986000+00:00,11334,24.591,1.021,1290,14
2026-07-19T13:19:34.006000+00:00,11334,13.405,0.613,1290,87
2026-07-19T13:19:34.297000+00:00,11334,9.454,1.622,1290,10
2026-07-19T13:19:34.617000+00:00,11334,5.401,2.877,1290,30
2026-07-19T13:19:34.664000+00:00,11334,20.803,5.907,1290,31
2026-07-19T13:19:34.664000+00:00,11334,9.83,0.376,1290,5
2026-07-19T13:19:34.913000+00:00,11334,5.684,0.283,1290,41
2026-07-19T13:19:35.308000+00:00,11334,14.738,1.333,1290,6
2026-07-19T13:19:35.746000+00:00,11334,21.869,1.066,1290,11
2026-07-19T13:19:35.765000+00:00,11334,0.837,0.837,1290,3
2026-07-19T13:19:35.965000+00:00,11334,11.133,1.303,1290,23
2026-07-19T13:19:36.465000+00:00,11334,11.638,0.505,1290,27
2026-07-19T13:19:36.706000+00:00,11334,1.706,0.869,1290,16
2026-07-19T13:19:36.748000+00:00,11334,7.534,1.85,1290,1
2026-07-19T13:19:36.877000+00:00,11334,7.649,0.115,1290,43
2026-07-19T13:19:37.017000+00:00,11334,23.148,1.279,1290,18
2026-07-19T13:19:37.219000+00:00,11334,2.206,0.5,1290,81
2026-07-19T13:19:37.465000+00:00,11334,12.594,0.956,1290,55
2026-07-19T13:19:37.692000+00:00,11334,23.772,0.624,1290,77
2026-07-19T13:19:37.873000+00:00,11334,13.024,0.43,1290,87
2026-07-19T13:19:38.006000+00:00,11334,2.788,0.582,1290,44
2026-07-19T13:19:38.306000+00:00,11334,20.821,5.941,1290,31
2026-07-19T13:19:38.533000+00:00,11334,9.335,1.686,1290,10
2026-07-19T13:19:38.653000+00:00,11334,24.77,0.998,1290,14
2026-07-19T13:19:38.889000+00:00,11334,9.658,0.323,1290,5
2026-07-19T13:19:39.234000+00:00,11334,14.388,1.364,1290,6
2026-07-19T13:19:39.406000+00:00,11334,21.889,1.068,1290,11
2026-07-19T13:19:39.744000+00:00,11334,0.926,0.926,1290,3
2026-07-19T13:19:39.783000+00:00,11334,0.0,0.0,1290,12
2026-07-19T13:19:40.298000+00:00,11334,11.06,1.402,1290,23
2026-07-19T13:19:40.564000+00:00,11334,11.341,0.281,1290,27
2026-07-19T13:19:40.609000+00:00,11334,1.783,0.857,1290,16
2026-07-19T13:19:40.733000+00:00,11334,23.226,1.337,1290,18
2026-07-19T13:19:40.754000+00:00,11334,5.744,2.956,1290,30
2026-07-19T13:19:40.778000+00:00,11334,0.972,0.972,1290,3
2026-07-19T13:19:41.028000+00:00,11334,2.204,0.421,1290,81
2026-07-19T13:19:41.164000+00:00,11334,6.154,0.41,1290,41
2026-07-19T13:19:41.266000+00:00,11334,23.767,0.541,1290,77
2026-07-19T13:19:41.319000+00:00,11334,20.779,6.041,1290,31
2026-07-19T13:19:41.581000+00:00,11334,2.725,0.521,1290,44
2026-07-19T13:19:41.592000+00:00,11334,1.822,0.85,1290,16
2026-07-19T13:19:41.695000+00:00,11334,12.42,1.079,1290,55
2026-07-19T13:19:42.029000+00:00,11334,2.234,0.412,1290,81
2026-07-19T13:19:42.094000+00:00,11334,12.841,0.421,1290,87
2026-07-19T13:19:42.355000+00:00,11334,24.848,1.081,1290,14
2026-07-19T13:19:42.427000+00:00,11334,21.857,1.078,1290,11
2026-07-19T13:19:42.544000+00:00,11334,2.753,0.519,1290,44
2026-07-19T13:19:42.717000+00:00,11334,7.74,1.586,1290,1
2026-07-19T13:19:43.360000+00:00,11334,8.34,0.6,1290,43
2026-07-19T13:19:43.373000+00:00,11334,14.144,1.303,1290,6
2026-07-19T13:19:43.793000+00:00,11334,23.217,1.36,1290,18
2026-07-19T13:19:44.164000+00:00,11334,23.598,0.381,1290,77
2026-07-19T13:19:44.414000+00:00,11334,9.478,1.138,1290,10
2026-07-19T13:19:44.528000+00:00,11334,5.737,3.012,1290,30
2026-07-19T13:19:45.013000+00:00,11334,10.01,0.532,1290,5
2026-07-19T13:19:45.075000+00:00,11334,6.232,0.495,1290,41
2026-07-19T13:19:45.388000+00:00,11334,24.83,1.232,1290,14
2026-07-19T13:19:45.497000+00:00,11334,1.3,1.3,1290,3
2026-07-19T13:19:45.549000+00:00,11334,5.782,3.029,1290,30
2026-07-19T13:19:45.559000+00:00,11334,20.705,6.317,1290,31
2026-07-19T13:19:46.075000+00:00,11334,6.287,0.505,1290,41
2026-07-19T13:19:46.294000+00:00,11334,11.29,1.28,1290,23
2026-07-19T13:19:46.388000+00:00,11334,2.182,0.882,1290,16
2026-07-19T13:19:46.545000+00:00,11334,7.728,1.496,1290,1
2026-07-19T13:19:46.638000+00:00,11334,21.814,1.109,1290,11
2026-07-19T13:19:46.709000+00:00,11334,2.51,0.328,1290,81
2026-07-19T13:19:46.837000+00:00,11334,11.824,0.534,1290,27
2026-07-19T13:19:47.195000+00:00,11334,8.366,0.638,1290,43
2026-07-19T13:19:47.260000+00:00,11334,3.058,0.548,1290,44
2026-07-19T13:19:47.560000+00:00,11334,7.757,1.47,1290,1
2026-07-19T13:19:47.793000+00:00,11334,12.732,0.908,1290,55
2026-07-19T13:19:48.064000+00:00,11334,,1.403,1290,18
2026-07-19T13:19:48.160000+00:00,11334,8.375,0.618,1290,43
2026-07-19T13:19:48.236000+00:00,11334,13.21,0.478,1290,87
2026-07-19T13:19:48.254000+00:00,11334,23.387,0.17,1290,77
2026-07-19T13:19:48.363000+00:00,11334,9.548,1.182,1290,10
2026-07-19T13:19:48.953000+00:00,11334,10.132,0.584,1290,5
2026-07-19T13:19:49.223000+00:00,11334,14.324,1.114,1290,6
2026-07-19T13:19:49.318000+00:00,11334,9.55,1.175,1290,10
2026-07-19T13:19:49.617000+00:00,11334,24.797,1.41,1290,14
2026-07-19T13:19:49.895000+00:00,11334,20.689,6.545,1290,31
2026-07-19T13:19:49.970000+00:00,11334,10.193,0.643,1290,5
2026-07-19T13:19:50.153000+00:00,11334,11.324,1.192,1290,23
2026-07-19T13:19:50.395000+00:00,11334,6.106,3.048,1290,30
2026-07-19T13:19:50.780000+00:00,11334,11.925,0.601,1290,27
2026-07-19T13:19:50.906000+00:00,11334,6.658,0.552,1290,41
2026-07-19T13:19:51.117000+00:00,11334,21.854,1.165,1290,11
2026-07-19T13:19:51.124000+00:00,11334,11.344,1.151,1290,23
2026-07-19T13:19:51.565000+00:00,11334,12.749,0.824,1290,55
2026-07-19T13:19:51.618000+00:00,11334,1.321,1.321,1290,3
2026-07-19T13:19:51.735000+00:00,11334,11.972,0.628,1290,27
2026-07-19T13:19:52.164000+00:00,11334,7.959,1.301,1290,1
2026-07-19T13:19:52.173000+00:00,11334,13.35,0.601,1290,87
2026-07-19T13:19:52.502000+00:00,11334,23.284,1.43,1290,18
2026-07-19T13:19:52.531000+00:00,11334,12.76,0.788,1290,55
2026-07-19T13:19:52.549000+00:00,11334,23.309,0.025,1290,77
2026-07-19T13:19:52.560000+00:00,11334,2.242,0.921,1290,16
2026-07-19T13:19:52.617000+00:00,11334,8.431,0.472,1290,43
2026-07-19T13:19:52.936000+00:00,11334,2.636,0.394,1290,81
2026-07-19T13:19:53.164000+00:00,11334,13.379,0.619,1290,87
2026-07-19T13:19:53.243000+00:00,11334,14.417,1.067,1290,6
2026-07-19T13:19:53.363000+00:00,11334,3.068,0.432,1290,44
2026-07-19T13:19:53.685000+00:00,11334,9.481,1.05,1290,10
2026-07-19T13:19:54.048000+00:00,11334,24.818,1.509,1290,14
2026-07-19T13:19:54.266000+00:00,11334,14.454,1.075,1290,6
2026-07-19T13:19:54.718000+00:00,11334,10.524,1.043,1290,5
2026-07-19T13:19:55.645000+00:00,11334,11.448,0.924,1290,23
2026-07-19T13:19:55.724000+00:00,11334,1.294,1.294,1290,3
2026-07-19T13:19:55.724000+00:00,11334,20.699,6.375,1290,31
2026-07-19T13:19:56.489000+00:00,11334,12.277,0.829,1290,27
2026-07-19T13:19:56.527000+00:00,11334,6.226,3.158,1290,30
2026-07-19T13:19:56.683000+00:00,11334,2.252,0.958,1290,16
2026-07-19T13:19:56.979000+00:00,11334,12.767,0.49,1290,55
2026-07-19T13:19:56.999000+00:00,11334,22.054,1.355,1290,11
2026-07-19T13:19:57.007000+00:00,11334,2.585,0.333,1290,81
2026-07-19T13:19:57.097000+00:00,11334,6.795,0.569,1290,41
2026-07-19T13:19:57.445000+00:00,11334,3.014,0.429,1290,44
2026-07-19T13:19:57.791000+00:00,11334,13.589,0.822,1290,87
2026-07-19T13:19:58.388000+00:00,11334,8.095,1.3,1290,1
2026-07-19T13:19:58.723000+00:00,11334,23.704,1.65,1290,18
2026-07-19T13:19:58.818000+00:00,11334,14.606,1.017,1290,6
2026-07-19T13:19:58.922000+00:00,11334,1.25,1.25,1290,3
2026-07-19T13:19:58.954000+00:00,11334,8.659,0.564,1290,43
2026-07-19T13:19:59.161000+00:00,11334,24.154,0.45,1290,77
2026-07-19T13:19:59.633000+00:00,11334,20.822,6.405,1290,31
2026-07-19T13:19:59.885000+00:00,11334,2.209,0.959,1290,16
2026-07-19T13:19:59.917000+00:00,11334,9.621,0.962,1290,10
2026-07-19T13:20:00.118000+00:00,11334,2.444,0.235,1290,81
2026-07-19T13:20:00.206000+00:00,11334,25.174,1.02,1290,14
2026-07-19T13:20:00.581000+00:00,11334,2.879,0.435,1290,44
2026-07-19T13:20:00.630000+00:00,11334,6.188,3.174,1290,30
2026-07-19T13:20:00.708000+00:00,11334,20.86,6.406,1290,31
2026-07-19T13:20:00.967000+00:00,11334,22.119,1.297,1290,11
2026-07-19T13:20:00.990000+00:00,11334,10.687,1.066,1290,5
2026-07-19T13:20:01.161000+00:00,11334,6.723,0.535,1290,41
2026-07-19T13:20:01.411000+00:00,11334,1.243,1.243,1290,3
2026-07-19T13:20:01.898000+00:00,11334,11.614,0.927,1290,23
2026-07-19T13:20:01.926000+00:00,11334,22.153,1.293,1290,11
2026-07-19T13:20:02.344000+00:00,11334,2.161,0.918,1290,16
2026-07-19T13:20:02.507000+00:00,11334,2.331,0.17,1290,81
2026-07-19T13:20:02.581000+00:00,11334,8.173,1.45,1290,1
2026-07-19T13:20:02.681000+00:00,11334,23.84,1.721,1290,18
2026-07-19T13:20:02.774000+00:00,11334,12.484,0.87,1290,27
2026-07-19T13:20:02.871000+00:00,11334,24.056,0.216,1290,77
2026-07-19T13:20:02.953000+00:00,11334,2.776,0.445,1290,44
2026-07-19T13:20:03.074000+00:00,11334,8.644,0.471,1290,43
2026-07-19T13:20:03.387000+00:00,11334,13.104,0.62,1290,55
2026-07-19T13:20:03.733000+00:00,11334,23.935,1.782,1290,18
2026-07-19T13:20:03.855000+00:00,11334,6.144,3.265,1290,30
2026-07-19T13:20:03.871000+00:00,11334,24.079,0.144,1290,77
2026-07-19T13:20:04.093000+00:00,11334,9.597,0.953,1290,10
2026-07-19T13:20:04.105000+00:00,11334,13.801,0.697,1290,87
2026-07-19T13:20:04.121000+00:00,11334,25.309,1.253,1290,14
2026-07-19T13:20:04.184000+00:00,11334,6.505,0.361,1290,41
2026-07-19T13:20:04.887000+00:00,11334,1.252,1.252,1290,3
2026-07-19T13:20:05.027000+00:00,11334,14.737,0.936,1290,6
2026-07-19T13:20:05.121000+00:00,11334,10.701,1.104,1290,5
2026-07-19T13:20:05.184000+00:00,11334,25.393,1.314,1290,14
2026-07-19T13:20:05.324000+00:00,11334,21.094,6.488,1290,31
2026-07-19T13:20:05.717000+00:00,11334,2.092,0.84,1290,16
2026-07-19T13:20:05.777000+00:00,11334,2.163,0.071,1290,81
2026-07-19T13:20:05.902000+00:00,11334,8.224,1.719,1290,1
2026-07-19T13:20:06.059000+00:00,11334,11.638,0.937,1290,23
2026-07-19T13:20:06.215000+00:00,11334,8.534,0.31,1290,43
2026-07-19T13:20:06.262000+00:00,11334,2.632,0.469,1290,44
2026-07-19T13:20:06.281000+00:00,11334,6.111,3.335,1290,30
2026-07-19T13:20:06.449000+00:00,11334,6.285,0.174,1290,41
2026-07-19T13:20:06.715000+00:00,11334,22.517,1.423,1290,11
2026-07-19T13:20:06.921000+00:00,11334,12.467,0.829,1290,27
2026-07-19T13:20:07.184000+00:00,11334,9.508,0.974,1290,10
2026-07-19T13:20:07.532000+00:00,11334,13.126,0.659,1290,55
2026-07-19T13:20:07.875000+00:00,11334,1.15,1.15,1290,3
2026-07-19T13:20:08.210000+00:00,11334,13.84,0.714,1290,87
2026-07-19T13:20:08.295000+00:00,11334,10.618,1.11,1290,5
2026-07-19T13:20:08.398000+00:00,11334,8.216,1.931,1290,1
2026-07-19T13:20:08.620000+00:00,11334,8.44,0.224,1290,43
2026-07-19T13:20:08.629000+00:00,11334,24.408,1.891,1290,18
2026-07-19T13:20:08.690000+00:00,11334,1.967,0.817,1290,16
2026-07-19T13:20:08.698000+00:00,11334,24.471,0.063,1290,77
2026-07-19T13:20:08.727000+00:00,11334,2.014,0.047,1290,81
2026-07-19T13:20:09.110000+00:00,11334,2.399,0.385,1290,44
2026-07-19T13:20:09.134000+00:00,11334,14.717,0.877,1290,6
2026-07-19T13:20:09.294000+00:00,11334,11.616,0.998,1290,23
2026-07-19T13:20:09.617000+00:00,11334,9.448,1.008,1290,10
2026-07-19T13:20:09.707000+00:00,11334,6.066,3.434,1290,30
