lane,meeting_key,session_key,session_name,session_type,applicable,rows,status
drivers,1288,11309,Practice 2,Practice,True,22,pass
team_radio,1288,11309,Practice 2,Practice,True,0,zero_rows
weather,1288,11310,Practice 3,Practice,True,81,pass
race_control,1288,11310,Practice 3,Practice,True,21,pass
intervals,1288,11310,Practice 3,Practice,True,0,zero_rows
position,1288,11310,Practice 3,Practice,True,475,pass
stints,1288,11310,Practice 3,Practice,True,116,pass
pit,1288,11310,Practice 3,Practice,False,0,skipped_not_applicable
starting_grid,1288,11310,Practice 3,Practice,True,0,zero_rows
drivers,1288,11310,Practice 3,Practice,True,22,pass
team_radio,1288,11310,Practice 3,Practice,True,12,pass
weather,1288,11311,Qualifying,Qualifying,True,80,pass
race_control,1288,11311,Qualifying,Qualifying,True,55,pass
intervals,1288,11311,Qualifying,Qualifying,True,0,zero_rows
position,1288,11311,Qualifying,Qualifying,True,982,pass
stints,1288,11311,Qualifying,Qualifying,True,99,pass
pit,1288,11311,Qualifying,Qualifying,False,0,skipped_not_applicable
starting_grid,1288,11311,Qualifying,Qualifying,True,22,pass
drivers,1288,11311,Qualifying,Qualifying,True,22,pass
team_radio,1288,11311,Qualifying,Qualifying,True,12,pass
weather,1288,11315,Race,Race,True,149,pass
race_control,1288,11315,Race,Race,True,213,pass
intervals,1288,11315,Race,Race,True,26312,pass
position,1288,11315,Race,Race,True,0,zero_rows
stints,1288,11315,Race,Race,True,0,zero_rows
pit,1288,11315,Race,Race,True,0,zero_rows
starting_grid,1288,11315,Race,Race,True,0,zero_rows
drivers,1288,11315,Race,Race,True,0,zero_rows
team_radio,1288,11315,Race,Race,True,0,zero_rows
weather,1289,11316,Practice 1,Practice,True,0,zero_rows
race_control,1289,11316,Practice 1,Practice,True,0,zero_rows
intervals,1289,11316,Practice 1,Practice,True,0,zero_rows
position,1289,11316,Practice 1,Practice,True,0,zero_rows
stints,1289,11316,Practice 1,Practice,True,0,zero_rows
pit,1289,11316,Practice 1,Practice,False,0,skipped_not_applicable
starting_grid,1289,11316,Practice 1,Practice,True,0,zero_rows
drivers,1289,11316,Practice 1,Practice,True,0,zero_rows
team_radio,1289,11316,Practice 1,Practice,True,0,zero_rows
weather,1289,11317,Sprint Qualifying,Qualifying,True,0,zero_rows
race_control,1289,11317,Sprint Qualifying,Qualifying,True,0,zero_rows
intervals,1289,11317,Sprint Qualifying,Qualifying,True,0,zero_rows
position,1289,11317,Sprint Qualifying,Qualifying,True,0,zero_rows
stints,1289,11317,Sprint Qualifying,Qualifying,True,0,zero_rows
pit,1289,11317,Sprint Qualifying,Qualifying,True,0,zero_rows
starting_grid,1289,11317,Sprint Qualifying,Qualifying,True,0,zero_rows
drivers,1289,11317,Sprint Qualifying,Qualifying,True,3,pass
team_radio,1289,11317,Sprint Qualifying,Qualifying,True,7,pass
weather,1289,11321,Sprint,Race,True,79,pass
race_control,1289,11321,Sprint,Race,True,95,pass
intervals,1289,11321,Sprint,Race,True,9414,pass
position,1289,11321,Sprint,Race,True,196,pass
stints,1289,11321,Sprint,Race,True,22,pass
pit,1289,11321,Sprint,Race,True,2,pass
starting_grid,1289,11321,Sprint,Race,True,0,zero_rows
drivers,1289,11321,Sprint,Race,True,22,pass
team_radio,1289,11321,Sprint,Race,True,4,pass
weather,1289,11322,Qualifying,Qualifying,True,84,pass
race_control,1289,11322,Qualifying,Qualifying,True,70,pass
intervals,1289,11322,Qualifying,Qualifying,True,0,zero_rows
position,1289,11322,Qualifying,Qualifying,True,968,pass
stints,1289,11322,Qualifying,Qualifying,True,104,pass
pit,1289,11322,Qualifying,Qualifying,False,0,skipped_not_applicable
starting_grid,1289,11322,Qualifying,Qualifying,True,22,pass
drivers,1289,11322,Qualifying,Qualifying,True,22,pass
team_radio,1289,11322,Qualifying,Qualifying,True,12,pass
weather,1289,11326,Race,Race,True,156,pass
race_control,1289,11326,Race,Race,True,250,pass
intervals,1289,11326,Race,Race,True,28253,pass
position,1289,11326,Race,Race,True,0,zero_rows
stints,1289,11326,Race,Race,True,0,zero_rows
pit,1289,11326,Race,Race,True,0,zero_rows
starting_grid,1289,11326,Race,Race,True,0,zero_rows
drivers,1289,11326,Race,Race,True,0,zero_rows
team_radio,1289,11326,Race,Race,True,0,zero_rows
weather,1290,11327,Practice 1,Practice,True,0,zero_rows
race_control,1290,11327,Practice 1,Practice,True,0,zero_rows
intervals,1290,11327,Practice 1,Practice,True,0,zero_rows
position,1290,11327,Practice 1,Practice,True,0,zero_rows
stints,1290,11327,Practice 1,Practice,True,0,zero_rows
pit,1290,11327,Practice 1,Practice,False,0,skipped_not_applicable
starting_grid,1290,11327,Practice 1,Practice,True,0,zero_rows
drivers,1290,11327,Practice 1,Practice,True,0,zero_rows
team_radio,1290,11327,Practice 1,Practice,True,0,zero_rows
weather,1290,11328,Practice 2,Practice,True,0,zero_rows
race_control,1290,11328,Practice 2,Practice,True,0,zero_rows
intervals,1290,11328,Practice 2,Practice,True,0,zero_rows
position,1290,11328,Practice 2,Practice,True,0,zero_rows
stints,1290,11328,Practice 2,Practice,True,0,zero_rows
pit,1290,11328,Practice 2,Practice,False,0,skipped_not_applicable
starting_grid,1290,11328,Practice 2,Practice,True,0,zero_rows
drivers,1290,11328,Practice 2,Practice,True,8,pass
team_radio,1290,11328,Practice 2,Practice,True,4,pass
weather,1290,11329,Practice 3,Practice,True,85,pass
race_control,1290,11329,Practice 3,Practice,True,82,pass
intervals,1290,11329,Practice 3,Practice,True,0,zero_rows
position,1290,11329,Practice 3,Practice,True,485,pass
stints,1290,11329,Practice 3,Practice,True,82,pass
pit,1290,11329,Practice 3,Practice,False,0,skipped_not_applicable
starting_grid,1290,11329,Practice 3,Practice,True,0,zero_rows
drivers,1290,11329,Practice 3,Practice,True,22,pass
team_radio,1290,11329,Practice 3,Practice,True,10,pass
weather,1290,11330,Qualifying,Qualifying,True,88,pass
race_control,1290,11330,Qualifying,Qualifying,True,65,pass
intervals,1290,11330,Qualifying,Qualifying,True,0,zero_rows
position,1290,11330,Qualifying,Qualifying,True,0,zero_rows
stints,1290,11330,Qualifying,Qualifying,True,0,zero_rows
pit,1290,11330,Qualifying,Qualifying,False,0,skipped_not_applicable
starting_grid,1290,11330,Qualifying,Qualifying,True,0,zero_rows
drivers,1290,11330,Qualifying,Qualifying,True,0,zero_rows
team_radio,1290,11330,Qualifying,Qualifying,True,0,zero_rows
weather,1290,11334,Race,Race,True,0,zero_rows
race_control,1290,11334,Race,Race,True,0,zero_rows
intervals,1290,11334,Race,Race,True,0,zero_rows
position,1290,11334,Race,Race,True,0,zero_rows
stints,1290,11334,Race,Race,True,0,zero_rows
pit,1290,11334,Race,Race,True,0,zero_rows
starting_grid,1290,11334,Race,Race,True,0,zero_rows
drivers,1290,11334,Race,Race,True,0,zero_rows
team_radio,1290,11334,Race,Race,True,0,zero_rows
weather,1291,11335,Practice 1,Practice,True,0,zero_rows
race_control,1291,11335,Practice 1,Practice,True,0,zero_rows
intervals,1291,11335,Practice 1,Practice,True,0,zero_rows
position,1291,11335,Practice 1,Practice,True,0,zero_rows
stints,1291,11335,Practice 1,Practice,True,0,zero_rows
pit,1291,11335,Practice 1,Practice,False,0,skipped_not_applicable
starting_grid,1291,11335,Practice 1,Practice,True,0,zero_rows
drivers,1291,11335,Practice 1,Practice,True,0,zero_rows
team_radio,1291,11335,Practice 1,Practice,True,15,pass
weather,1291,11336,Practice 2,Practice,True,82,pass
race_control,1291,11336,Practice 2,Practice,True,72,pass
intervals,1291,11336,Practice 2,Practice,True,0,zero_rows
position,1291,11336,Practice 2,Practice,True,608,pass
stints,1291,11336,Practice 2,Practice,True,93,pass
pit,1291,11336,Practice 2,Practice,False,0,skipped_not_applicable
starting_grid,1291,11336,Practice 2,Practice,True,0,zero_rows
drivers,1291,11336,Practice 2,Practice,True,22,pass
team_radio,1291,11336,Practice 2,Practice,True,7,pass
weather,1291,11337,Practice 3,Practice,True,80,pass
race_control,1291,11337,Practice 3,Practice,True,67,pass
intervals,1291,11337,Practice 3,Practice,True,0,zero_rows
position,1291,11337,Practice 3,Practice,True,513,pass
stints,1291,11337,Practice 3,Practice,True,89,pass
pit,1291,11337,Practice 3,Practice,False,0,skipped_not_applicable
starting_grid,1291,11337,Practice 3,Practice,True,0,zero_rows
drivers,1291,11337,Practice 3,Practice,True,22,pass
team_radio,1291,11337,Practice 3,Practice,True,7,pass
weather,1291,11338,Qualifying,Qualifying,True,76,pass
race_control,1291,11338,Qualifying,Qualifying,True,48,pass
intervals,1291,11338,Qualifying,Qualifying,True,0,zero_rows
position,1291,11338,Qualifying,Qualifying,True,1016,pass
stints,1291,11338,Qualifying,Qualifying,True,98,pass
pit,1291,11338,Qualifying,Qualifying,False,0,skipped_not_applicable
starting_grid,1291,11338,Qualifying,Qualifying,True,22,pass
drivers,1291,11338,Qualifying,Qualifying,True,22,pass
team_radio,1291,11338,Qualifying,Qualifying,True,17,pass
