lane,rows,result,reason,required_status,heavy_endpoint
weather,6958,pass,evidence_bearing,required_lightweight,False
race_control,3640,pass,evidence_bearing,required_lightweight,False
intervals,171730,pass,evidence_bearing,required_lightweight,False
position,24873,pass,evidence_bearing,required_lightweight,False
stints,4389,pass,evidence_bearing,required_lightweight,False
pit,349,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,1114,pass,evidence_bearing,required_lightweight,False
team_radio,443,pass,evidence_bearing,opportunistic,False
